,x,y,word,cluster
1721,-10.41055,70.60779,asunto,19
1722,-45.578598,-7.2950225,conducir,18
1723,-53.75864,2.834964,pensado,18
1724,-81.70315,0.464572,inventario,3
1725,-56.303444,-6.0587945,descriptivo,18
1726,59.31963,73.12483,elements,11
1727,-64.539604,9.122284,preliminar,3
1728,-41.82649,-30.265882,rema,18
1729,-77.78949,-30.68558,autógrafo,18
1730,-32.590683,-45.934555,longitud,14
1731,-56.53136,53.31698,continuidad,3
1732,-44.102097,-19.825954,controlado,19
1733,-45.500656,8.852078,generalmente,19
1734,-9.673776,-7.4514,extremo,19
1735,-10.566002,87.83489,artificial,5
1736,-16.146866,13.724198,allí,19
1737,-13.151002,87.47464,corporación,5
1738,-54.52982,-3.8191717,detallar,18
1739,-74.91126,-9.225216,subir,18
1740,-13.853753,87.260956,ideológico,5
1741,-74.52421,51.908966,implicado,3
1742,-65.48801,-38.679565,panel,18
1743,-70.82427,12.243976,prototipo,3
1744,-56.246128,39.990498,fundación,3
1745,-27.007778,49.889423,riqueza,19
1746,-19.8892,70.52601,intento,19
1747,-47.60118,-18.136763,barra,18
1748,-45.385803,-52.909756,probabilidad,14
1749,-67.68164,51.899914,prever,3
1750,-67.043335,14.8069315,incrementar,3
1751,-39.910767,-30.841564,valoración,18
1752,-64.54091,53.135517,convocatoria,3
1753,58.48892,74.73789,about,11
1754,-33.52073,72.61399,alumno,3
1755,-38.352085,58.883892,curiosidad,19
1756,-24.122364,-8.605464,coincidencia,19
1757,-54.99247,27.002588,ruta,3
1758,-51.39907,2.1599197,especificidad,3
1759,-33.28672,5.0935664,sufrir,19
1760,-26.852577,82.38298,demanda,19
1761,-31.38416,57.965466,narración,19
1762,-19.339964,-1.8103656,latín,19
1763,-74.68324,-25.194283,tan,18
1764,-47.69723,-12.929024,recogido,18
1765,-33.38271,44.00543,terreno,19
1766,16.36774,103.84376,reflexões,4
1767,-49.652687,-4.800072,caracterización,18
1768,19.651577,98.55307,além,4
1769,25.00387,96.66583,portanto,7
1770,-14.555521,21.811249,metro,19
1771,14.789005,104.60073,tecnologia,4
1772,20.285303,95.34693,para,4
1773,-75.45844,50.728714,epigráfico,0
1774,-64.647484,62.397953,incorporación,3
1775,-31.398563,58.444653,mediatización,3
1776,24.401304,102.65556,digitais,7
1777,-23.691889,15.913876,rico,19
1778,-61.56874,59.309013,intersección,3
1779,-49.517807,22.262478,admitir,3
1780,-33.561657,54.47593,plazo,3
1781,-14.31423,65.3075,famoso,19
1782,-19.626257,7.139341,estilístico,19
1783,-38.048077,69.86347,traer,3
1784,-34.497383,5.1867323,ojo,19
1785,-40.96975,-26.649107,coordenada,18
1786,-76.35294,12.969334,sustentar,3
1787,10.002504,90.06335,interior,5
1788,-45.720524,52.68392,crecimiento,19
1789,4.6516175,61.68788,subjetivo,19
1790,-11.932544,-8.14181,ganar,19
1791,-10.42106,-11.243877,redención,19
1792,56.944794,77.23497,considered,11
1793,11.327852,74.81568,permanecer,5
1794,-74.79135,52.61912,plan,0
1795,-25.952911,1.3976258,cerrar,19
1796,56.788063,77.37078,terms,11
1797,-77.2949,14.483163,manejo,3
1798,-59.966846,29.442747,hermenéutico,3
1799,-50.419212,8.580351,totalmente,3
1800,-58.936703,-0.19427621,modificación,18
1801,54.36455,77.18999,aspects,11
1802,63.201405,69.32324,time,11
1803,-33.98108,-2.3598468,binario,19
1804,-43.40055,-13.382461,proporcionado,18
1805,-35.998787,12.392272,nacimiento,19
1806,-48.08838,27.828474,implícito,3
1807,24.832449,97.12843,não,7
1808,-16.161314,46.63674,argumentación,19
1809,-32.232765,14.484238,director,19
1810,-30.28283,-32.123936,frecuentemente,18
1811,11.163034,85.853966,argumentar,5
1812,-82.44445,-22.723608,digitalizada,18
1813,-45.859745,10.5540695,suficientemente,19
1814,-56.97215,-1.8697897,procedente,3
1815,-19.28509,44.707714,artefacto,19
1816,55.542664,81.966705,multi,11
1817,-52.033653,52.12223,inversión,3
1818,-75.278885,-9.061508,enriquecido,18
1819,65.610565,72.79325,list,11
1820,-53.080845,2.959912,materialidad,3
1821,-24.262869,56.71774,catalán,19
1822,-33.956093,44.918533,reforzar,19
1823,-74.5068,-10.1038,escansión,18
1824,63.69141,71.28041,tho,11
1825,-7.3365173,62.1162,fundamento,19
1826,25.256132,96.380104,conceito,7
1827,-55.775024,58.951202,mover,3
1828,-30.35791,30.04003,pintura,19
1829,-32.55264,-45.92048,encima,14
1830,-3.4357665,82.27303,batalla,5
1831,-40.661484,15.131965,finalizar,19
1832,-46.945152,44.522846,respectivo,19
1833,-14.909686,67.95281,filósofo,19
1834,-31.766417,-35.997192,respectivamente,19
1835,-45.852974,-30.704266,intermedio,18
1836,-52.4525,4.343638,completamente,3
1837,-58.638245,52.42155,productor,3
1838,-33.30354,-48.583908,antepuesto,14
1839,-51.769577,-1.9541031,validar,3
1840,-53.02741,58.072285,materializar,3
1841,-11.022862,35.741062,disco,16
1842,-67.46904,63.932255,informática,3
1843,-4.625371,96.424614,principios,4
1844,-57.51914,-14.374518,figurar,18
1845,-50.735046,43.88919,entendido,19
1846,-18.112984,-0.22925554,concentrar,19
1847,-45.493206,-41.289024,acotación,14
1848,-74.58648,50.589745,laboratorio,0
1849,-85.73099,12.257823,cartográfico,8
1850,-50.64045,-10.714154,película,19
1851,-13.719522,75.492676,americano,19
1852,-91.62389,16.148802,estilométrico,3
1853,-19.477705,70.634415,modernidad,5
1854,-22.625603,68.09976,esencia,19
1855,-20.403736,-11.844798,determinante,19
1856,-29.023743,2.8422787,percibir,19
1857,-40.03495,6.691176,audiencia,19
1858,-16.503572,26.670818,afirmación,19
1859,-18.12463,52.348564,capital,19
1860,-71.88047,50.303844,financiación,3
1861,-5.1043406,20.48317,romance,19
1862,-50.028885,-4.2868047,medición,18
1863,-55.616486,-16.675095,nuevamente,18
1864,65.50455,72.66447,create,11
1865,-17.287119,39.494766,amenaza,19
1866,58.69268,72.66115,nam,11
1867,64.42637,70.85485,providir,11
1868,69.855705,69.48997,at,11
1869,69.88993,69.65908,beir,11
1870,-9.52501,21.999239,cercanía,19
1871,-50.747112,-10.70869,aparte,18
1872,-13.934663,67.621254,deseo,19
1873,-46.827576,30.960651,flujo,3
1874,12.67295,63.65944,corte,19
1875,-41.593536,-24.619108,categorización,18
1876,-24.048454,15.869685,heterogéneo,19
1877,-46.720665,-18.198956,matemático,18
1878,-58.83998,8.611416,preparar,18
1879,-34.76246,-7.6554356,regular,18
1880,-42.813522,-42.940056,eliminación,14
1881,-29.195892,-1.7438058,ubicar,19
1882,-36.451794,45.179745,pauta,19
1883,-41.865845,-33.712234,homogéneo,18
1884,-41.02489,5.7265096,desconocido,19
1885,-34.604595,23.863998,perfectamente,19
1886,-59.664673,53.63702,perseguir,3
1887,-3.5341446,-7.0487084,predicado,19
1888,-39.16133,74.75629,ecosistema,3
1889,-46.29684,-6.792897,claridad,3
1890,-61.98159,58.144463,forense,3
1891,-39.98193,9.75338,notar,19
1892,-42.647278,-7.0386744,abstracción,18
1893,-92.089584,15.584815,textométrico,8
1894,-57.5026,-2.0510008,automatizado,18
1895,-32.737396,22.70622,coste,19
1896,-42.667984,47.596905,beneficio,3
1897,13.741988,76.312584,tristeza,5
1898,-28.862001,-22.502264,excepcional,14
1899,-34.652214,28.39659,habitualmente,19
1900,-46.29565,-12.681109,enlazar,18
1901,-17.960829,9.908868,deducir,19
1902,-16.972382,52.69336,problemático,19
1903,-67.034744,-27.023163,segmentación,18
1904,-38.37562,43.318176,quizás,19
1905,-61.157104,13.357428,atractivo,3
1906,-71.873726,18.86777,formular,3
1907,-66.344894,43.710045,reunión,3
1908,69.82538,69.427345,we,11
1909,-25.645485,62.890995,latinoamericano,19
1910,-22.671192,10.437779,cronología,19
1911,-30.517912,2.5270321,faltar,19
1912,-64.064835,16.239113,demandar,3
1913,-66.36239,-5.859311,mixto,18
1914,59.07257,73.03027,following,11
1915,-70.27671,11.633309,navegador,3
1916,-40.72604,-28.885952,diagrama,18
1917,-50.77388,44.796844,rigor,3
1918,-3.109318,82.59913,busca,5
1919,-55.447266,-16.244963,registrado,18
1920,-45.22652,-4.020784,echar,19
1921,19.682701,98.198425,sofrimento,4
1922,-58.909733,-0.43625253,protocolo,18
1923,-34.122734,44.476997,tensión,19
1924,-22.25075,46.401695,pena,19
1925,-49.256172,-5.504827,validación,18
1926,-66.414444,-7.761307,restringido,18
1927,24.498371,82.92574,com,5
1928,-26.620955,50.412106,operar,19
1929,-53.34372,39.16121,catalogar,3
1930,-43.663746,37.006386,impedir,19
1931,-65.68867,8.565711,sacar,3
1932,65.54405,72.697075,first,11
1933,-39.446697,40.381203,riguroso,19
1934,-49.969738,38.05828,redacción,19
1935,-65.917244,-28.67469,expresivo,18
1936,64.278015,71.12004,potential,11
1937,59.088,72.92716,result,11
1938,-26.302536,-3.7467742,provincia,19
1939,25.998455,96.16854,ocorrência,7
1940,-30.275246,-37.749035,densidad,19
1941,-14.791087,20.312254,construido,19
1942,-58.27977,-51.27107,inverso,14
1943,-67.235306,52.17851,encargado,3
1944,-50.83081,1.6632311,multiplicar,18
1945,-27.22547,49.20164,actúar,19
1946,-71.913826,17.805641,enfocado,3
1947,-16.15398,80.25026,colombiano,5
1948,-54.542473,26.777903,exclusivo,3
1949,-38.69059,66.68384,emergente,3
1950,-59.154022,6.2371516,paleográfico,3
1951,-24.917164,-23.013248,cifra,14
1952,-57.605057,-2.106898,apropiado,3
1953,58.86785,72.929,literary,11
1954,-73.67583,-7.8854156,ingente,18
1955,-52.838417,57.85248,inherente,3
1956,-28.187044,56.799564,preocupación,19
1957,-63.971348,61.635048,aumentado,3
1958,-40.382298,-30.173355,consistencia,18
1959,11.274148,73.2722,rey,5
1960,-38.500267,32.43124,formalizar,19
1961,-28.523548,2.8253796,controlar,19
1962,-62.10879,-0.06336101,manipular,18
1963,-45.470333,8.979109,antecedente,19
1964,-14.393572,30.429558,algo,19
1965,-33.16868,54.877113,declarar,19
1966,-64.455246,19.432346,extender,3
1967,-41.344627,-30.20784,encontrado,18
1968,-25.932217,61.414577,legado,19
1969,-40.926487,-6.9113398,grafía,18
1970,-61.724285,59.9205,consolidar,3
1971,-38.038227,69.900024,giro,3
1972,-53.34907,44.918365,puramente,3
1973,-26.655098,71.27298,titulado,19
1974,-30.882866,-8.485486,ejecución,19
1975,-36.033863,15.7378435,calendario,19
1976,-55.38402,36.883263,correo,3
1977,-41.38205,4.864775,derivar,18
1978,-31.07542,37.570667,computadora,19
1979,-14.616871,67.92067,sentir,19
1980,-39.44724,-14.48957,especificar,18
1981,-5.7934303,20.751566,negro,19
1982,-33.189438,40.245415,captar,19
1983,-30.084318,-32.014725,semejante,18
1984,62.56697,68.307396,collocat,11
1985,-35.717274,29.17341,ontológico,19
1986,-31.473112,-50.692394,lem,14
1987,-51.660767,44.82612,exigencia,19
1988,-34.452106,-30.96227,sustancia,18
1989,-66.831345,61.96019,potenciar,3
1990,65.70596,69.057335,disciplín,11
1991,20.018152,95.13658,sobretudo,4
1992,64.403534,70.13721,appear,11
1993,-65.71822,-4.7416115,requerido,18
1994,-17.898603,53.347485,recorrer,19
1995,-36.093468,-7.03871,sustituir,19
1996,4.3370366,62.09283,administrativo,19
1997,-42.26468,-25.265741,análisi,18
1998,-16.877687,-11.113417,masculino,19
1999,-31.657299,56.791267,duración,19
2000,-34.773186,28.393635,contraste,19
2001,-6.3117423,80.98753,lucha,19
2002,-31.472004,13.259512,imprimir,19
2003,70.97786,66.45398,exampl,11
2004,64.956024,69.45961,significant,11
2005,-56.764786,28.288488,proveniente,3
2006,-56.70594,7.3160377,conservado,19
2007,-69.82476,25.317915,preparación,3
2008,19.695385,97.66367,prisioneiro,4
2009,74.1236,68.68414,projects,11
2010,-18.354443,-7.3449507,explícitamente,19
2011,-36.218395,44.782024,virtud,19
2012,-40.786983,4.69442,ocultar,18
2013,74.784904,64.89485,up,7
2014,-55.5633,58.10745,narrar,3
2015,-26.304537,-3.7203488,dividido,19
2016,-44.553017,65.77872,pedagógico,3
2017,-57.905506,28.615145,dificultar,3
2018,-34.747112,-31.704918,proporción,18
2019,-16.049835,1.3260838,normalmente,19
2020,-28.706156,-20.961828,prosa,14
2021,-64.646194,8.772137,repertorio,3
2022,-25.87525,8.274968,consiguiente,19
2023,-69.260086,-7.80622,deseado,18
2024,-22.229767,68.73877,hilo,19
2025,-27.434107,57.211903,acaso,19
2026,73.037605,69.74337,addition,11
2027,7.381828,65.906456,traductor,16
2028,-46.670433,-6.6601443,pista,19
2029,-18.003096,51.075493,causa,19
2030,13.767545,76.38579,amor,5
2031,-25.003126,-2.618234,previsto,19
2032,-27.859118,57.202446,erudito,19
2033,-14.321536,65.88977,caer,19
2034,-27.580889,-5.924753,tag,19
2035,62.228592,68.980515,shown,11
2036,-19.28212,43.599403,aumento,19
2037,-65.309204,-28.43307,filtrado,18
2038,-76.14732,13.041822,disponibilidad,3
2039,-16.879232,36.34468,mente,19
2040,-57.699894,49.969257,computación,3
2041,-61.538837,-4.1106563,xslt,3
2042,-65.27201,12.450066,orientar,3
2043,-55.07502,47.08004,imponer,3
2044,-13.88889,61.050766,morir,19
2045,-61.19845,44.687096,colaborador,3
2046,-19.389437,-15.01884,semejanza,19
2047,-60.26048,13.42716,ejemplificar,3
2048,-33.322304,4.4707165,estricto,19
2049,-19.862951,63.856934,comarca,19
2050,-18.498959,-12.713216,priori,19
2051,-28.01158,34.574867,actitud,19
2052,24.398245,93.302155,mesmo,5
2053,-9.169826,3.8307877,tei,19
2054,-38.805588,67.62294,cuestionar,3
2055,69.9761,67.60544,using,11
2056,-61.668087,59.29179,enseñar,3
2057,-45.46747,11.978179,responsabilidad,19
2058,-40.89038,4.979234,expuesto,18
2059,-39.207787,4.527417,influir,19
2060,-28.326166,47.749336,horizonte,19
2061,72.9614,69.845726,lexical,11
2062,-39.909035,51.115143,detrás,3
2063,-38.57628,59.12454,digitalmente,19
2064,-53.294044,39.141766,hallazgo,3
2065,-57.31327,28.30107,probar,3
2066,-34.926167,-31.948925,restante,18
2067,-23.60677,4.177987,contextual,19
2068,-28.835024,51.59976,metáfora,19
2069,-22.003147,-8.455621,variar,19
2070,-44.615475,-11.305174,gráfica,18
2071,-91.52779,16.259577,estilometría,3
2072,-9.600626,0.786845,repetición,19
2073,-44.576107,65.69352,estimular,3
2074,0.07186928,71.70236,auxiliar,5
2075,-74.60885,51.623287,fomentar,3
2076,-43.834362,-19.92686,sintáctica,18
2077,-31.247135,48.68902,verificar,19
2078,-28.082058,-4.2665343,anotador,19
2079,18.402138,74.25375,al,5
2080,-37.98174,-0.28994092,alejado,19
2081,-4.0790052,76.694595,guerra,5
2082,-34.238144,-2.9884157,indicio,19
2083,-47.458916,35.497128,censura,19
2084,19.978548,93.60006,apesar,5
2085,-72.107254,12.960396,pessca,3
2086,20.7622,93.24834,estrutura,5
2087,-58.712337,-21.526075,cotejar,18
2088,-9.621395,-9.293471,ciertamente,19
2089,-13.080323,-5.4078536,parcialmente,19
2090,-17.529032,-10.725607,vertical,19
2091,-55.784225,46.50869,malla,3
2092,-6.7688565,28.06755,ignorar,19
2093,-33.005463,29.55125,heurístico,19
2094,-39.040165,-38.581974,arista,14
2095,-44.640667,63.053776,encargar,3
2096,-49.312992,27.927065,estático,3
2097,-23.611769,57.240704,reúnir,19
2098,-5.4212937,78.485954,desigualdad,5
2099,-42.86341,0.2416559,leyenda,18
2100,-5.458167,75.711174,recuerdo,5
2101,-2.9890082,-6.050005,pasivo,19
2102,71.185455,66.32047,techniqu,11
2103,-9.790302,-7.1563063,lejos,19
2104,-35.823414,9.59797,impresión,19
2105,-32.289066,24.06077,soviético,19
2106,-46.862083,49.7979,anglosajón,19
2107,-16.525265,51.425713,pleno,19
2108,-47.506733,35.453228,manuscrita,19
2109,-54.268154,49.26004,implicación,3
2110,-22.446913,13.296028,puro,19
2111,-56.11021,-5.2490845,alineación,18
2112,-41.559315,-23.660881,nube,18
2113,-35.72708,32.00037,subyacente,19
2114,-61.59218,-4.1738214,flexibilidad,3
2115,-41.269283,-6.6298842,paup,18
2116,-39.928284,-33.193043,intervalo,18
2117,-9.90865,26.062654,aclarar,19
2118,-52.665554,57.660088,semiológico,3
2119,-34.991386,28.736334,potencia,19
2120,-47.394978,71.878395,online,3
2121,-22.70384,-22.258652,parlamento,14
2122,-9.278453,1.3461809,léxica,19
2123,-50.80155,8.631941,planteado,3
2124,-65.12741,56.476543,innovador,3
2125,-19.701416,-14.022773,pareja,19
2126,-58.995865,13.643328,normalización,3
2127,-15.936951,27.51794,gente,19
2128,-55.298138,54.105206,instalar,3
2129,-39.248783,-4.942027,diferenciación,18
2130,-50.2954,38.14908,textualidad,3
2131,73.548805,63.41928,designed,11
2132,-14.616242,21.635042,delimitar,19
2133,-76.339195,-5.03143,exportar,8
2134,-9.748663,26.96967,romper,19
2135,-64.98089,62.942814,razonamiento,3
2136,24.94492,92.94586,comum,5
2137,-72.20894,17.59407,modelización,3
2138,-59.20609,52.69113,primordial,3
2139,64.87023,28.355972,esse,7
2140,-53.719948,25.871002,modos,3
2141,24.455595,94.26844,ponto,5
2142,-35.84733,15.990833,documentado,19
2143,64.535576,71.28306,that,11
2144,73.852455,66.28951,includir,11
2145,-3.8180006,94.566414,xi,5
2146,-9.156386,17.425226,afecto,19
2147,-57.523067,15.036518,piloto,3
2148,-64.728874,-8.604167,terminología,18
2149,18.563316,90.30606,acoplamento,5
2150,1.4900117,88.05263,taller,5
2151,17.788462,89.27744,aqui,5
2152,17.439116,89.50821,ainda,5
2153,-13.64843,67.73914,sueño,19
2154,-39.31531,76.18955,impulsar,3
2155,-49.415913,22.368807,desventaja,18
2156,-2.8469038,-5.9191403,token,19
2157,-29.753866,-1.8179967,poblado,19
2158,-27.447264,48.898403,articulación,19
2159,-4.575872,96.31086,mediados,5
2160,-28.704731,12.666419,procedencia,19
2161,-51.616455,-1.8594885,diacrónico,3
2162,-35.76388,16.082272,baix,19
2163,73.23924,66.05568,form,11
2164,-9.326188,-9.275783,opuesto,19
2165,-3.4911199,3.3273318,jornada,19
2166,-54.297646,-3.714213,experimento,18
2167,-27.288605,-4.5210886,obligatorio,19
2168,-39.198425,4.443006,obvio,19
2169,62.102272,69.17595,showed,11
2170,-24.386892,80.12338,expansión,19
2171,-66.50108,-5.5952945,curador,18
2172,76.24189,65.17646,specific,11
2173,-64.56546,53.135,consorcio,3
2174,-14.671737,21.906778,detectado,19
2175,-48.26703,64.22078,condicionar,3
2176,-25.432726,-8.871886,superficie,19
2177,27.26346,86.27499,indivíduo,5
2178,-17.641617,36.212845,altamente,19
2179,66.610794,52.574028,service,7
2180,74.00125,68.624275,study,11
2181,-48.899612,-5.49702,utilizarer,3
2182,-25.271532,-3.1477573,siquiera,19
2183,-26.035145,81.89462,círculo,19
2184,-17.703547,52.125233,comúnmente,19
2185,-25.739882,-9.396667,modelar,19
2186,69.617485,68.99286,several,11
2187,-17.196018,39.443363,matiz,19
2188,2.9861746,82.83091,visto,5
2189,-18.884388,36.23558,minuto,19
2190,-9.731824,68.16656,serio,19
2191,-37.127968,31.699385,ajustar,19
2192,-18.273155,33.491276,invisible,19
2193,-25.46318,82.3861,impulso,5
2194,-55.91571,48.035156,nacido,3
2195,18.973284,85.94312,verde,5
2196,-51.619236,-1.7979629,comparado,3
2197,-65.947556,9.406226,cargar,3
2198,-24.60716,34.27832,descartar,19
2199,-19.393488,-12.697784,habla,19
2200,-25.715918,61.61898,despertar,19
2201,-63.835945,19.73324,estadio,3
2202,-15.852602,65.993355,iglesia,19
2203,15.455194,90.93113,comunicação,5
2204,-65.4358,62.520706,satisfacer,3
2205,-5.3416567,21.893908,ritmo,19
2206,-31.644707,56.85873,compromiso,19
2207,-52.260696,24.453022,simplificar,3
2208,-58.025566,54.431217,apostar,3
2209,-52.602448,51.957222,joven,3
2210,-52.54954,39.427094,retomar,3
2211,-8.905586,23.846897,omisión,19
2212,-81.77597,0.6254605,interrogación,3
2213,-10.359929,8.269637,izquierdo,19
2214,-17.557957,46.869473,periferia,19
2215,-44.63164,-11.674911,óptimo,18
2216,69.50066,68.6767,private,11
2217,-31.47103,-26.232538,autorizado,18
2218,-62.49995,58.0545,historiográfico,3
2219,-32.518982,-45.62392,promedio,14
2220,-49.689266,8.902188,solicitar,3
2221,-4.178668,69.48783,suerte,19
2222,-17.18511,42.62684,dominante,19
2223,-26.709782,58.148586,inédito,19
2224,23.995485,102.657646,informacionai,7
2225,18.49073,72.07867,dialectal,5
2226,-28.607298,33.751358,inferir,19
2227,-35.8398,-6.2213445,transparente,19
2228,-16.811783,26.288092,exactamente,19
2229,73.57141,66.16351,described,11
2230,-15.593617,2.6427147,tono,19
2231,-18.645607,64.9817,agrícola,19
2232,-52.29798,24.90971,bastar,3
2233,74.7727,60.79477,wherir,7
2234,-70.66035,55.2811,pionero,3
2235,-39.29403,-14.04162,explicitar,18
2236,-46.218914,-0.16748309,integral,18
2237,-47.222366,61.738186,inteligente,3
2238,-7.4421773,14.168727,mutación,19
2239,-16.764606,0.36333862,fijo,19
2240,30.280325,80.719734,distant,5
2241,-21.58629,70.16809,imprenta,19
2242,-61.109776,53.25238,solventar,3
2243,-16.261732,-11.802371,horizontal,19
2244,23.741732,92.962906,trabalho,5
2245,-50.64145,9.251096,velocidad,3
2246,-56.258793,53.515507,abandonar,3
2247,-6.978879,59.55416,imitar,19
2248,23.495098,85.297226,deste,5
2249,15.065542,90.97478,metodologia,5
2250,-49.53652,27.882364,plantilla,3
2251,62.312744,68.82472,the,11
2252,-25.277449,9.70854,estable,19
2253,-38.10364,-2.3217547,sofisticado,19
2254,-40.986523,-6.0010843,sustitución,18
2255,-65.45211,10.939077,curatorial,3
2256,-32.16545,55.73489,voluntario,19
2257,-16.544527,0.6198981,adición,19
2258,-11.62727,75.215,cine,5
2259,-64.04072,18.609615,interactividad,3
2260,-40.064697,9.567105,dominar,19
2261,30.28614,68.1384,duro,5
2262,27.003006,67.54516,inteligencia,5
2263,-54.121822,38.848454,inscribir,3
2264,-35.864117,37.873577,faceta,19
2265,-24.593235,80.40779,industria,19
2266,25.603403,87.401596,dessa,5
2267,-8.500447,56.101025,actuar,19
2268,-68.90869,-7.659121,acumulación,18
2269,-50.38538,8.120299,satisfactorio,19
2270,-32.772278,55.74442,afrontar,3
2271,-21.883419,71.18468,denominación,19
2272,77.15117,52.11649,times,7
2273,-45.708458,52.85812,evolucionar,19
2274,23.757927,84.72114,certo,5
2275,-2.9937906,45.022358,confuso,16
2276,-39.315243,52.516876,mediático,3
2277,-37.1936,-9.170259,preferir,18
2278,15.302694,71.80922,considerable,5
2279,-41.136024,46.801647,radicar,19
2280,-28.02903,-37.461967,indéxico,19
2281,-70.579834,56.516678,financiar,3
2282,-8.99282,17.189562,alegría,19
2283,-28.862675,84.97063,implantación,3
2284,75.61149,57.09596,one,7
2285,-6.737329,81.63149,art,19
2286,9.645282,74.34536,argentino,5
2287,-30.133001,-2.494886,examinar,19
2288,-61.782207,57.722942,escritorio,3
2289,-13.13278,-5.4606657,acertado,19
2290,-29.287813,-31.843632,equilibrio,19
2291,-35.23391,36.68365,precisar,19
2292,19.588308,85.940895,outro,5
2293,-31.545248,13.407423,fotografiar,19
2294,75.77969,64.72649,themselves,7
2295,27.2499,86.30063,cenário,5
2296,-56.083485,7.2927423,autónomo,3
2297,-42.286457,34.90649,monografía,19
2298,-36.1481,-18.343575,normalizado,14
2299,-65.35513,11.743749,excelente,3
2300,-19.565245,51.88347,exclusión,19
2301,-5.671101,75.37874,gusto,19
2302,-31.648884,14.140574,reseña,19
2303,-66.02793,-28.217678,agrupamiento,18
2304,74.55328,56.71692,between,7
2305,24.844244,84.10686,atividad,5
2306,-40.99171,61.654415,circular,19
2307,-42.906475,27.86894,compañía,3
2308,-31.180626,-21.926388,canónico,18
2309,-15.244001,6.779919,fallo,19
2310,-35.828518,32.035988,hablante,19
2311,-3.0979629,-6.1560354,id,19
2312,-14.297035,30.409103,abajo,19
2313,-52.091686,35.24605,monográfico,3
2314,-2.097012,65.49966,progresivo,16
2315,-81.82807,49.454327,llevado,0
2316,64.37446,53.7161,primary,7
2317,-40.673557,40.582623,básicamente,19
2318,-21.351385,2.8302166,neutro,19
2319,-30.913488,21.797253,aporte,19
2320,0.35617495,78.82517,cristiano,5
2321,-67.3911,12.942564,convencional,3
2322,-68.32564,13.54592,rastrear,3
2323,-28.389055,-8.434374,sofisticación,19
2324,-25.774155,35.12568,indagar,19
2325,12.165784,88.04579,categoria,5
2326,-35.77678,8.898033,temprano,19
2327,-36.10029,79.29449,hispano,19
2328,-13.246936,75.15983,áureo,19
2329,-17.772364,-0.95910764,suma,19
2330,-9.566886,28.253046,moda,19
2331,-32.38252,39.387722,flexible,19
2332,-25.621439,62.796864,mediterráneo,19
2333,-38.932526,63.247856,sugerencia,19
2334,-41.52413,-5.411108,hablant,18
2335,-18.63347,6.086555,vector,19
2336,-40.863754,55.737583,mediación,19
2337,73.87514,68.62056,accessible,11
2338,-3.1209097,76.23944,informal,5
2339,-47.41565,30.79097,aportado,3
2340,-39.901184,51.148388,descubrimiento,19
2341,-22.673262,-14.888021,exilio,19
2342,-25.201569,-23.222456,sorprendente,19
2343,-5.882737,60.43562,propiciar,19
2344,-31.794386,30.450039,analizador,19
2345,-8.13719,67.61678,independencia,19
2346,-39.74741,-33.42197,mamá,18
2347,-29.306791,79.44889,esfera,5
2348,-60.298676,13.512891,síntesis,3
2349,-41.61709,62.033035,pilar,3
2350,-45.40427,-54.09982,coseno,14
2351,73.28639,62.96327,sear,7
2352,17.367517,89.6729,ela,5
2353,-73.87405,-1.8029317,actualizar,3
2354,-29.390308,-31.874287,aislado,19
2355,19.625656,93.22416,correspondência,5
2356,-76.892494,15.131543,potente,3
2357,-72.15964,12.992617,albergar,3
2358,-57.572624,14.921414,idóneo,3
2359,-9.431342,79.44778,climático,19
2360,-9.831913,68.08799,pendiente,19
2361,66.85209,48.134647,aim,7
2362,74.05245,55.639175,clear,7
2363,-8.181978,67.53588,creciente,19
2364,-35.31213,-32.516914,casilla,14
2365,-23.591255,79.00739,foro,16
2366,-28.455318,45.448597,intenso,19
2367,-13.665265,66.5398,postura,19
2368,-34.751755,32.441822,unido,19
2369,-25.520529,61.65015,germánico,19
2370,75.94824,52.04321,publications,7
2371,-23.3162,45.321106,borrador,19
2372,-12.20641,46.262115,debilidad,19
2373,-67.97354,16.552767,inspiración,3
2374,-31.168148,48.615543,unión,19
2375,-47.00997,-5.5106816,indispensable,3
2376,-17.21587,66.8251,viaje,19
2377,17.760244,71.333885,grueso,5
2378,25.711744,67.02343,regional,5
2379,-51.21956,6.2447386,familiarizado,3
2380,10.676656,89.50601,leitura,5
2381,70.11819,50.50521,including,7
2382,-35.723473,64.18845,apelar,19
2383,15.199207,90.96951,desenvolvimento,5
2384,-17.24353,7.428405,lexicón,19
2385,-16.98117,12.570837,agua,19
2386,-30.903036,31.485806,cruzar,19
2387,-40.22693,-30.104004,clasificador,18
2388,5.75602,61.25106,norte,19
2389,-19.786188,63.93904,ocupación,19
2390,-54.154816,24.599575,operativo,3
2391,-26.425388,31.639435,detección,19
2392,-20.501616,14.451798,cuantificar,19
2393,-40.28722,54.0485,instalación,3
2394,-56.47125,28.19254,trazar,3
2395,68.4018,49.625633,critical,7
2396,73.09504,54.566982,user,7
2397,-21.027838,41.21353,apariencia,19
2398,72.08692,62.288498,approach,7
2399,-40.84071,-27.379604,dendrograma,18
2400,-8.537305,80.17285,pertenencia,19
2401,-67.60463,15.441443,meta,3
2402,-25.68251,-9.0017,delimitación,19
2403,-39.10336,0.17991309,hincapié,3
2404,-45.046852,-13.248763,discreto,18
2405,-38.509315,67.83021,primar,19
