label,x,y,size,level
Judería,-1872,-1352,1,2
Judíos,-1138,73,2.23606797749979,2
Justa,-1812,-1653,1,2
Karl Polanyi,-1175,-258,1.4142135623730951,2
Kontor,-1652,-1633,1,2
La Biga y la Busca,-1735,-1471,1,2
La Sorbona,-1688,-1690,1,2
La invención de la Edad Media,-1809,-1553,1,2
Labrador (profesión),-1571,-1695,1,2
Laredo (Cantabria),-1705,-1662,1,2
Larga duración (historiografía),-870,-999,1.4142135623730951,2
Las muy ricas horas del Duque de Berry,-1592,-1754,1,2
Lebensraum,-1856,-1570,1,2
Legitimidad,-1595,-1637,1,2
Letanía de los Santos,-1855,-1469,1,2
Letras de cambio,-1542,-1652,1,2
Ley de rendimientos decrecientes,-1601,-1592,1,2
Leyenda Áurea,-1773,-1445,1,2
León IX,-1791,-1565,1,2
Licenciatura en Derecho,-1526,-814,1.4142135623730951,2
Lirio,-1818,-1446,1,2
Literatura medieval,-403,-1677,1.7320508075688772,2
Literatura medieval española,-1857,-1594,1,2
Lucha de clases,-760,-554,2,2
Luis IX de Francia,-1563,-1708,1,2
Lírica galaicoportuguesa,-1796,-1343,1,2
Lübeck,-1722,-1619,1,2
Macarthismo,-396,-1150,1.4142135623730951,2
Maestro Bertram,-1780,-1541,1,2
Maestro mayor de obras,-1717,-1531,1,2
Magdeburgo,-1906,-1481,1,2
Magister dixit,-1703,-1637,1,2
Mal menor,-1715,-1621,1,2
Mallorca,-1663,-1505,1,2
Manuelino,-1890,-1412,1,2
Mar Báltico,-1737,-1628,1,2
Mar del Norte,-911,-2105,1.4142135623730951,2
Maravilloso,-1750,-1600,1,2
Marsella,871,450,1.7320508075688772,2
Martirologio,-1812,-1643,1,2
María Magdalena,-1750,-1427,1,2
Masonería,-1161,-796,1.4142135623730951,2
Masturbación,-1796,-1559,1,2
Matemática,555,1239,3,2
Matilda de Toscana,-1848,-1403,1,2
Matrimonial,-1669,-1665,1,2
Maurice Dobb,-1871,-1390,1,2
Mayorazgo,-1810,-1635,1,2
Medicina medieval en Europa Occidental,-1768,-1355,1,2
Medio Oriente,-1004,-989,1.7320508075688772,2
Melun,-1749,-1500,1,2
Mentalidad,-1523,200,1.4142135623730951,2
Mercader,-1580,-1591,1,2
Mercado libre,-318,-26,1.4142135623730951,2
Mercenarios suizos,-1706,-1590,1,2
Mesina,-1780,-1698,1,2
Mester de clerecía,-1822,-1369,1,2
Mester de juglaría,-1599,-1651,1,2
Milenarismo,-745,-573,2,2
Milicia urbana,-1727,-1547,1,2
Molino de viento,-1549,-1641,1,2
Mongol (etnia),-1686,-1593,1,2
Monjes,-1859,-1542,1,2
Montpellier,-1866,-1589,1,2
Moral sexual católica,-1845,-1496,1,2
Moravia,-1718,-1554,1,2
Morería (urbanismo),-1567,-1621,1,2
Mortificación,-1669,-1540,1,2
Muralla,-913,-986,1.4142135623730951,2
Música medieval,-1670,-1603,1,2
Navarra,-1881,-1436,1,2
Nicolás II (Papa),-1761,-1474,1,2
Niebla,-903,-2110,1.4142135623730951,2
Normando,-773,-1577,1.4142135623730951,2
Normandos,-1625,-1544,1,2
Normandía,-1828,-1400,1,2
Oferta y demanda,-1845,-1327,1,2
Oficial (oficio),-1684,-1480,1,2
Orden del Santo Sepulcro de Jerusalén,-1835,-1345,1,2
Orden mendicante,-1863,-1553,1,2
Organizaciones internacionales,-1597,-1573,1,2
Otón III,-1872,-1414,1,2
Otón I del Sacro Imperio Romano Germánico,-1738,-1687,1,2
Otón el Grande,-1789,-1467,1,2
Otónidas,-1665,-1555,1,2
Paloma,-1881,-1352,1,2
Papa Luna,-1820,-1660,1,2
Papado de Aviñón,-1880,-1398,1,2
Parlamento inglés,-1881,-1571,1,2
Parroquia (religión),-1676,-1557,1,2
Paso honroso,-1739,-1618,1,2
Patriciado urbano,-1653,-1684,1,2
Paul Sweezy,-1710,-1514,1,2
Pedro Abelardo,-541,-1639,1.4142135623730951,2
Pedro Sarmiento,-1791,-1617,1,2
Pedro el Ermitaño,-1592,-1686,1,2
Peligro,-1663,-1597,1,2
Pequeña burguesía,-1910,-1420,1,2
Perry Anderson,-527,-891,1.7320508075688772,2
Peste negra,-908,-2099,1.4142135623730951,2
Peñíscola,-1783,-1582,1,2
Philosophia ancilla theologiae,-1574,-1628,1,2
Pica (arma),-1574,-1749,1,2
Plenitudo potestatis,-1665,-1617,1,2
Pogromo,-1099,-1631,1.4142135623730951,2
Primer milenio,-1795,-1606,1,2
Primera Guerra Civil Castellana,-1766,-1579,1,2
Primicias,-1680,-1719,1,2
Primitivos flamencos,-1734,-1544,1,2
Productividad,-549,3,1.4142135623730951,2
Propiedad privada,-1683,-742,1.4142135623730951,2
Provisiones de Oxford,-1890,-1506,1,2
Príncipe elector,-1850,-1622,1,2
Próximo Oriente,-390,-1076,2.449489742783178,2
Puente de la Magdalena (Borgo a Mozzano),-1542,-1687,1,2
Purgatorio,-1791,-910,1.4142135623730951,2
Querella de las investiduras,-1651,-1546,1,2
Quinque viae,-1676,-1596,1,2
Quinta Cruzada,-1657,-1589,1,2
R. H. Tawney,-1808,-1457,1,2
Razón (filosofía),-511,-218,2.23606797749979,2
Rea,-1718,-1647,1,2
Realengo,-1751,-1401,1,2
Realismo filosófico,795,878,3,2
Rebeliones campesinas,-1779,-1389,1,2
Refeudalización,-931,-1005,1.4142135623730951,2
Reforma gregoriana,-1681,-1585,1,2
Reglamento,-1517,-809,1.4142135623730951,2
Reino astur-leonés,-1799,-1362,1,2
Reino de Castilla,-1765,-1524,1,2
Reino de León,-1625,-653,1.4142135623730951,2
Reino de Navarra,-1873,-1379,1,2
Reino nazarí de Granada,-1806,-1467,1,2
Reinos de Taifas,-1683,-1658,1,2
Rendimiento agrícola,-1718,-1634,1,2
Rendimiento de la tierra,-1721,-1447,1,2
Represión política,-1884,-1493,1,2
Revolución del siglo XII,-909,-1022,1.4142135623730951,2
Revuelta Irmandiña,-1894,-1496,1,2
Revuelta antijudía de 1391,-1711,-1485,1,2
Revueltas urbanas,-1909,-1455,1,2
Reyes de Dinamarca,-1823,-1612,1,2
Reyes de Suecia,-1561,-1649,1,2
Rito ambrosiano,-1770,-1662,1,2
Rito bracarense,-1818,-1473,1,2
Rito hispánico,-1805,-1662,1,2
Rito litúrgico católico,-1595,-1613,1,2
Rito romano,-794,-890,1.7320508075688772,2
Robert Grosseteste,363,-329,1.4142135623730951,2
Roberto Guiscardo,-1726,-1456,1,2
Robin Hood,-1815,-1508,1,2
Rodney Hilton,-1832,-1383,1,2
Roger I de Sicilia,-1724,-1422,1,2
Roger de Lauria,-1866,-1532,1,2
Rolón,-1582,-1682,1,2
Rosario (cristianismo),-1863,-1336,1,2
Roscelino de Compiègne,-1774,-1590,1,2
Roturación,-1837,-1478,1,2
Rutas comerciales,-1625,-1670,1,2
SN 1006,-1806,-1398,1,2
SN 1054,-1707,-1601,1,2
Sacramento de la penitencia,-1770,-920,1.4142135623730951,2
Saga (literatura),-1879,-1504,1,2
Salario,-598,-440,2,2
Salve,-1812,-1582,1,2
San Bernardo de Claraval,-1745,-1435,1,2
San Esteban de Hungría,-1898,-1439,1,2
San Francisco de Asís,-688,-1424,1.4142135623730951,2
San Gimignano,-1634,-1747,1,2
Sancho III el Mayor,-1771,-1475,1,2
Santa Hermandad,-1842,-1444,1,2
Santa María Egipcíaca,-1815,-1523,1,2
Santander (Cantabria),-1862,-1468,1,2
Santo Domingo de Guzmán,-1686,-1732,1,2
Sedas,-1104,-1641,1.4142135623730951,2
Seguros,-1598,-1583,1,2
Sentencia arbitral de Guadalupe,-1721,-1734,1,2
Siena,-955,-1177,1.4142135623730951,2
Signoria de Florencia,-1578,-1707,1,2
Sin oficio ni beneficio,-1850,-1358,1,2
Sitio de Jerusalén (1099),-1901,-1460,1,2
Sociedad del riesgo,-1700,-1581,1,2
Sociedad secreta,-1147,-801,1.4142135623730951,2
Sorbona,-1700,-1623,1,2
Studium Generale,-1780,-1505,1,2
Summa Theologiae,-1382,-686,1.4142135623730951,2
Supernova,880,449,1.7320508075688772,2
Súbdito,-1789,-1502,1,2
Tacuinum sanitatis,-1832,-1547,1,2
Taifa de Toledo,-1794,-1430,1,2
Taifa de Zaragoza,-1584,-1662,1,2
Talabartero,-1731,-1429,1,2
Tapices,-1906,-1447,1,2
Tapiz de Bayeux,-1644,-1724,1,2
Teatro medieval,-158,-1550,1.4142135623730951,2
Tejido (textil),-1769,-1596,1,2
Teoría de las dos espadas,-1819,-1330,1,2
Termas romanas,-1808,-1426,1,2
Tierra Santa,-1902,-717,1.4142135623730951,2
Tinte,-1617,-1751,1,2
Tomismo,430,62,1.7320508075688772,2
Tomás de Celano,-1657,-1717,1,2
Torneo medieval,-1873,-1466,1,2
Tradicionalismo político,-1662,-1564,1,2
Trani,-1597,-1700,1,2
Transición del esclavismo al feudalismo,-1851,-1386,1,2
Transición del feudalismo al capitalismo,-84,-1300,1.7320508075688772,2
Translatio imperii,-1707,-1627,1,2
Tratado de Alcáçovas,-1844,-1547,1,2
Trecento,-1756,-1622,1,2
Tregua de Dios,-1793,-1644,1,2
Táctica,-1608,-1585,1,2
Técnica medieval,-1599,-1732,1,2
Ulrich Beck,-1640,-1589,1,2
Unicornio,-1817,-1485,1,2
Universidad Jagellónica,-1861,-1402,1,2
Universidad de Alcalá de Henares (histórica),-1760,-1629,1,2
Universidad de Barcelona,-1648,-1648,1,2
Universidad de La Sapienza,-1540,-1675,1,2
Universidad de Lovaina,-1611,-1757,1,2
Urbano II,-783,-1700,1.4142135623730951,2
Usura,-1713,-1238,1.4142135623730951,2
Valdenses,-1777,-930,1.4142135623730951,2
Valois,-1692,-1470,1,2
Varegos,-1824,-1532,1,2
Vendos,-1671,-1701,1,2
Vertedera,-1651,-1580,1,2
Vid,-1897,-1388,1,2
Villano,-1715,-1570,1,2
Vinlandia,-1741,-1458,1,2
Virgen María,-700,-1434,1.4142135623730951,2
Voto de Santiago,-1532,-1656,1,2
Vía pecuaria,-1827,-1486,1,2
Vístula,-1820,-1623,1,2
Wat Tyler,-1744,-1555,1,2
Wycliffianos,-1821,-1349,1,2
Wycliffismo,-1723,-1709,1,2
Yehudah Ben Samuel Halevi,-1637,-1716,1,2
Yo soy el que soy,-1875,-1587,1,2
Ábside,-1604,-1666,1,2
Épica medieval,-1646,-1748,1,2
Óptimo medieval,-1847,-1365,1,2
Órdenes mendicantes,-1667,-1718,1,2
Órdenes militares,-1781,-1469,1,2
Órdenes militares españolas,-1645,-1568,1,2
Restauratio Imperii,-1571,-1597,1,2
Penitenciagite,-1830,-1651,1,2
Umbertus,-1783,-1645,1,2
Charivari,-1798,-1412,1,2
Epístola de Léntulo,-1849,-1564,1,2
Ibn Butlan,-1613,-1594,1,2
Riepto,-1841,-1592,1,2
Pax urbana,-1689,-1637,1,2
Malhechores feudales,-1747,-1412,1,2
Erial,-1767,-1465,1,2
Comercio a larga distancia,-1616,-1731,1,2
Laurentius de Voltolina,-1578,-1742,1,2
Principio de autoridad (epitesmología),-1756,-1446,1,2
Señorío colectivo,-1905,-1428,1,2
Consulados comerciales,-1793,-1379,1,2
Pepo (jurista),-1612,-1637,1,2
Carta EMagna,-1568,-1640,1,2
Cristotokos,-1832,-1432,1,2
Batalla del Río Lech (batalla de Lechfeld),-1852,-1579,1,2
Catástrofe demográfica,-1765,-1652,1,2
Gran nobleza,-1747,-1625,1,2
Pequeña nobleza,-1811,-1410,1,2
Cura (sacerdote),-1871,-1440,1,2
Étienne Chevalier,-1875,-1488,1,2
Guy Fourquin,-1755,-1524,1,2
Kohachiro Takahashi,-1880,-1386,1,2
Al-Mamún (califa),-1604,-1726,1,2
Alberto Tenenti,-1898,-1520,1,2
Arnold J. Toynbee,-1295,-931,1.4142135623730951,2
Arte griego,-168,-1541,1.7320508075688772,2
Bartolomé Clavero,-1562,-1631,1,2
Bimaristán,-1820,-1396,1,2
British Broadcasting Corporation,-965,-815,1.4142135623730951,2
Califa Omar,-2166,-988,1.4142135623730951,2
Carlo Cipolla,-886,-989,1.4142135623730951,2
Cf.,-1798,-1581,1,2
Claudio Sánchez Albornoz,-1737,-1575,1,2
Du Cange,-1813,-1593,1,2
El Cairo,-1094,-1624,1.4142135623730951,2
El código da Vinci,-1682,-1546,1,2
El nombre de la rosa,-1772,-1699,1,2
Enrique V (1989),-1736,-1698,1,2
Eric Hobsbawm,-933,-995,1.4142135623730951,2
Eugenio D'Ors,-188,-888,1.7320508075688772,2
Fez (Marruecos),-1789,-1452,1,2
Flavio Biondo,-1662,-1705,1,2
Francisco Tomás y Valiente,-1737,-1713,1,2
François-Louis Ganshof,-1689,-1713,1,2
Gustavo Bueno,-514,-491,1.4142135623730951,2
Harun Al-Rashid,-1585,-1716,1,2
Hipatia,-414,-244,2.23606797749979,2
Indoeuropea,-1640,-1632,1,2
Jean Touchard,-1641,-1708,1,2
John Maxwell Coetzee,-1706,-1648,1,2
John Merrington,-1732,-1460,1,2
José Ángel García de Cortázar,-1881,-1426,1,2
Julio Valdeón Baruque,-1651,-1730,1,2
Ken Follett,-1685,-1701,1,2
Kenneth Clark,-906,-1252,1.4142135623730951,2
LibraryThing,-1762,-1554,1,2
Luis García de Valdeavellano,-1889,-1374,1,2
Malta,-1704,-1493,1,2
Manuel Díaz y Díaz,-1693,-1506,1,2
Manuel Espadas Burgos,-1737,-1606,1,2
Manuel Fernández Álvarez,-1707,-1478,1,2
Marcus Terentius Varro,-1787,-1418,1,2
Museo de Alejandría,-1715,-1455,1,2
Periodos de la Historia,-1837,-1423,1,2
Perpiñán,-1708,-1459,1,2
Procopio de Cesarea,-1716,-1609,1,2
Prudencia,-1585,-1708,1,2
Régine Pernoud,-1805,-1575,1,2
Salvador de Moxó,-1686,-1556,1,2
Serapeum,-1830,-1391,1,2
Templanza,-1631,-1696,1,2
Tenebrista,-357,-1720,1.4142135623730951,2
Teófilo de Alejandría,-1549,-1722,1,2
Thomas Woods,-1845,-1486,1,2
Tríada dialéctica,-1803,-1352,1,2
Universidad Al-Azhar,-1820,-1649,1,2
Universidad de Al Karaouine,-1569,-1716,1,2
Universidad de Halle,-1788,-1599,1,2
Uta Ranke-Heinemann,-1810,-1626,1,2
Virtud cardinal,-1781,-1423,1,2
Vossius,-1813,-1616,1,2
William Manchester,-1571,-1705,1,2
Obispo de Alesia,-1606,-1681,1,2
Giovanni Andrea dei Bussi,-1775,-1573,1,2
Joaquin de Wat,-1855,-1379,1,2
Juan de Heerwagen,-1807,-1562,1,2
Marco Welser,-1544,-1662,1,2
Adriano Junius,-1730,-1479,1,2
Conisius,-1811,-1351,1,2
Goldats,-1763,-1616,1,2
Jorge Horn,-1838,-1364,1,2
Grassotti,-1834,-1576,1,2
Sebastiá Domingo,-1580,-1624,1,2
Reyna Pastor de Togneri,-1603,-1754,1,2
John Bagot Glubb,-1654,-1569,1,2
Agustín Rico Mansilla,-1879,-1408,1,2
Civilization (documental),-1611,-1618,1,2
Barroco triunfante,-1862,-1360,1,2
Wolfram Eberhard,-1824,-1341,1,2
Aurelio Viñas,-1551,-1710,1,2
Charles H. Haskins,-1781,-1561,1,2
Michel Mollat,-1691,-1494,1,2
Philippe Wolff,-1752,-1635,1,2
Ruggiero Romano,-1733,-1589,1,2
Miguel Avilés Fernández,-1904,-1396,1,2
Portal:Edad Media,-1783,-1631,1,2
Plantilla:VT,-1751,-1573,1,2
Biblioteca Nacional de Medicina de Estados Unidos,-174,776,1,2
CIE-10,-196,785,1,2
Clasificación internacional de los trastornos del sueño,-206,789,1,2
Definición,542,1588,2.6457513110645907,2
Descripción,90,471,2.6457513110645907,2
Descriptor,-182,774,1,2
Encabezamientos de materia,-219,791,1,2
Indexación,-164,755,1,2
MEDLINE,-169,766,1,2
PubMed,-187,783,1,2
Sinónimo,405,-199,2.449489742783178,2
"Archivo:Matthias Stom - Assumption of Mary with Saints Rocco, Sebastian and Charles Borromeo.jpg",1108,-1711,1,2
Abraham Bloemaert,1099,-1709,1,2
Abraham Janssens,1119,-1736,1,2
Andrea Sacchi,1111,-1728,1,2
Biografisch Portaal,1323,-1395,1.4142135623730951,2
Caccamo,1095,-1716,1,2
Caravaggista,1099,-1729,1,2
Dublín,1129,-1716,1,2
Enciclopedia del Museo del Prado,1093,-1737,1,2
Escuela caravaggista de Utrecht,1135,-1702,1,2
Fundación Amigos del Museo del Prado,1130,-1732,1,2
Galería Nacional de Irlanda,1092,-1723,1,2
Gerrit van Honthorst,1117,-1715,1,2
Greenville (Carolina del Sur),1106,-1720,1,2
Guercino,1139,-1712,1,2
Hendrick ter Brugghen,1139,-1722,1,2
Incendio del Alcázar de Madrid,1112,-1741,1,2
Messina,1108,-1733,1,2
Monreale,1131,-1725,1,2
Museo Liechtenstein,1122,-1708,1,2
Museo Thyssen-Bornemisza,682,-1557,1.7320508075688772,2
Museo de Bellas Artes de Valencia,1087,-1743,1,2
Museo de la Universidad Bob Jones,1111,-1700,1,2
Palacio Real de Madrid,1000,-1574,1.4142135623730951,2
Palermo,1120,-1695,1,2
Paulus Moreelse,1126,-1703,1,2
Pedro Pablo Rubens,1084,-1734,1,2
Trabajos de género,1123,-1723,1,2
Antonio Ruffo,1098,-1745,1,2
Autoridad marital,-1267,862,1,2
Bhikkhuni,-1281,830,1,2
Brecha salarial de género,-1281,826,1,2
Caja de Pandora,-1265,875,1,2
Coeficiente intelectual,-1263,833,1,2
Concilio Vaticano II,-29,38,2.449489742783178,2
Critón de Atenas,-1274,841,1,2
Crítica al budismo,-1382,1030,1.4142135623730951,2
Crónica Global,-1276,863,1,2
E. P. Thompson,-659,131,1.4142135623730951,2
Emancipación femenina,-1266,843,1,2
Enculturación,-828,891,1.4142135623730951,2
Hembrismo,-1261,859,1,2
Herencia (derecho),-1292,864,1,2
Homofobia,-1263,817,1,2
Isabel Gómez Acebo,-1283,867,1,2
Jantipa,-1285,814,1,2
Laboral,-1273,821,1,2
Licencia marital (España),-1289,854,1,2
Martin Persson Nilsson,-1271,833,1,2
Masculinidad tóxica,-1282,841,1,2
Menón,-1272,876,1,2
Micromachismo,-1282,853,1,2
Misandria,-1287,825,1,2
Misoginia,-1263,852,1,2
Multa,-1259,833,1,2
Náhuatl,-887,1036,1.4142135623730951,2
Pandora,-1273,852,1,2
Parto,-1276,890,1,2
Pena capital,-1284,875,1,2
Pena de prisión,-1268,812,1,2
Peter Paul Rubens,-822,-372,1.4142135623730951,2
Prometeo,-1285,883,1,2
Sexismo,-642,1105,1.4142135623730951,2
Transfobia,-1293,850,1,2
Vergüenza pública,-1270,804,1,2
Discusión:Machismo,-1292,836,1,2
Sistema formal,1021,1694,2.6457513110645907,2
Metalógica,880,2133,1.7320508075688772,2
Teoría de la computabilidad,768,1953,2,2
Teoría de conjuntos,1005,1803,2.449489742783178,2
Teoría de la demostración,873,2116,1.7320508075688772,2
Abraham Fraenkel,926,2271,1.4142135623730951,2
Academic Press,952,2245,1.4142135623730951,2
Alan Turing,423,1634,2.449489742783178,2
Alfred Tarski,1058,1971,2,2
Alonzo Church,826,2082,1.7320508075688772,2
Amsterdam,952,2276,1.4142135623730951,2
Aritmética de Peano,777,2274,1.7320508075688772,2
Augustus De Morgan,859,2042,1.7320508075688772,2
Axioma de elección,869,2133,1.7320508075688772,2
Axiomas,980,2103,2,2
Axiomas de Peano,789,2276,1.7320508075688772,2
Axiomas de Zermelo-Fraenkel,1030,2205,1.7320508075688772,2
Bernhard Bolzano,908,2261,1.4142135623730951,2
Calculus ratiocinator,937,2259,1.4142135623730951,2
"Cambridge, Massachusetts",976,2259,1.4142135623730951,2
Cardinal grande,958,2252,1.4142135623730951,2
Cardinal inaccesible,978,2302,1.4142135623730951,2
Chapman & Hall,937,2304,1.4142135623730951,2
Ciencias de la computación,692,1734,2.449489742783178,2
Clarence Irving Lewis,1008,2266,1.4142135623730951,2
Complejidad computacional,957,2292,1.4142135623730951,2
Completitud semántica,1002,2003,2,2
Computadoras,1046,1820,2,2
Conjunto infinito,780,2276,1.7320508075688772,2
Consistencia (lógica),702,1903,2.6457513110645907,2
Consistencia lógica,1036,2195,1.7320508075688772,2
Cuerpo (matemática),1376,1877,1.7320508075688772,2
Cálculo lambda,976,2278,1.4142135623730951,2
Cálculo proposicional de Frege,1115,1947,1.7320508075688772,2
David Hilbert,810,1749,2.8284271247461903,2
Decidibilidad,996,2012,2,2
Deducción natural,661,2020,1.7320508075688772,2
Definición (matemática),847,2123,1.7320508075688772,2
Demostración matemática,690,1912,2.6457513110645907,2
Diagrama de Venn,971,2257,1.4142135623730951,2
Dinámica de sistemas,887,2282,1.4142135623730951,2
Dordrecht,964,2260,1.4142135623730951,2
Emil Leon Post,928,2282,1.4142135623730951,2
Entscheidungsproblem,896,2116,1.7320508075688772,2
Ernst Schröder,1027,1779,2,2
Ernst Zermelo,981,2287,1.4142135623730951,2
Estructura algebraica,946,2269,1.4142135623730951,2
Estructura de datos,940,2314,1.4142135623730951,2
Figura geométrica,763,2214,1.7320508075688772,2
Filosofía de la matemática,700,1849,2,2
Formalismo matemático,1052,1729,2,2
Función indicatriz,964,2242,1.4142135623730951,2
Función matemática,941,2275,1.4142135623730951,2
Fundamenta Mathematicae,958,2265,1.4142135623730951,2
Fundamentos de las matemáticas,855,2131,1.7320508075688772,2
Fórmula (expresión),652,1790,2.23606797749979,2
Fórmula bien formada,903,2290,1.4142135623730951,2
Georg Cantor,988,1802,2.449489742783178,2
George Boole,1066,1838,2.23606797749979,2
George Boolos,883,2116,1.7320508075688772,2
Gerhard Gentzen,910,2125,1.7320508075688772,2
Giuseppe Peano,880,1855,2.23606797749979,2
Gottfried Leibnitz,919,2302,1.4142135623730951,2
Grafo,930,2275,1.4142135623730951,2
Gramática formal,1269,1528,1.7320508075688772,2
Grupo (matemática),772,2207,1.7320508075688772,2
Handle System,638,1682,2.23606797749979,2
Hardware,1228,1641,1.7320508075688772,2
Haskell Curry,936,2270,1.4142135623730951,2
Hipótesis del continuo,865,2123,1.7320508075688772,2
Implicación estricta,856,2117,1.7320508075688772,2
Independencia lógica,983,2255,1.4142135623730951,2
Infinito,1021,2199,1.7320508075688772,2
Informática teórica,1011,2257,1.4142135623730951,2
Intersección de conjuntos,949,2309,1.4142135623730951,2
Jahrbuch über die Fortschritte der Mathematik,969,2264,1.4142135623730951,2
Jan Łukasiewicz,898,2129,1.7320508075688772,2
Jean van Heijenoort,922,2255,1.4142135623730951,2
Jerarquía de Chomsky,1267,1519,1.7320508075688772,2
Johann Heinrich Lambert,991,2240,1.4142135623730951,2
John Venn,967,2273,1.4142135623730951,2
Leipzig,946,2288,1.4142135623730951,2
Lenguaje formalizado,1060,1916,2.23606797749979,2
Lenguaje objeto,943,2264,1.4142135623730951,2
Lenguajes de programación,1179,1817,2,2
Leopold Löwenheim,990,2294,1.4142135623730951,2
Lewis Carroll,934,2252,1.4142135623730951,2
Leyes de De Morgan,969,2284,1.4142135623730951,2
Logicismo,1065,1594,2.449489742783178,2
Lógica borrosa,966,2295,1.4142135623730951,2
Lógica combinatoria,971,2307,1.4142135623730951,2
Lógica de clases,911,2282,1.4142135623730951,2
Lógica de predicados,954,2263,1.4142135623730951,2
Lógica de primer orden,696,2014,2.449489742783178,2
Lógica lineal,895,2297,1.4142135623730951,2
Lógica modal,864,1871,2.449489742783178,2
Lógica proposicional,830,1764,2.6457513110645907,2
Mathematical Reviews,949,2298,1.4142135623730951,2
Mathematics Subject Classification,939,2294,1.4142135623730951,2
Mathematische Annalen,958,2271,1.4142135623730951,2
Mereología,919,2287,1.4142135623730951,2
Metalenguaje,1244,1898,2,2
Metamatemática,968,2249,1.4142135623730951,2
Model checking,958,2313,1.4142135623730951,2
Moritz Pasch,925,2301,1.4142135623730951,2
Multiplicación,800,2270,1.7320508075688772,2
Munich,1165,996,1.7320508075688772,2
New York City,904,2303,1.4142135623730951,2
Nikolai Lobachevsky,988,2279,1.4142135623730951,2
Noción primitiva,995,2267,1.4142135623730951,2
Números reales,898,2279,1.4142135623730951,2
Objeto matemático,915,2277,1.4142135623730951,2
Operación matemática,995,2251,1.4142135623730951,2
Paradojas,944,2248,1.4142135623730951,2
Paul Bernays,900,2270,1.4142135623730951,2
Pensamiento sistémico,991,1708,2,2
Principia mathematica,1016,1732,2.449489742783178,2
Problema de decisión,981,2246,1.4142135623730951,2
Proceedings of the London Mathematical Society,999,2286,1.4142135623730951,2
Programa de Hilbert,788,2269,1.7320508075688772,2
Programación funcional,812,2079,1.7320508075688772,2
Programación lógica,910,2115,1.7320508075688772,2
Propedéutica,1012,1336,2,2
RAND Corporation,1002,2246,1.4142135623730951,2
