source_x,source_y,target_x,target_y,size
495,-1920,556,-2233,1
495,-1920,551,-2276,1
495,-1920,131,283,3
495,-1920,587,-2241,1
495,-1920,342,-2116,2
495,-1920,590,-2271,1
495,-1920,607,-2279,1
495,-1920,535,-2270,1
495,-1920,607,331,3
495,-1920,181,-1613,2
495,-1920,577,-2265,1
495,-1920,-206,-1435,1.7320508075688772
495,-1920,596,-2281,1
495,-1920,596,-2239,1
495,-1920,284,-2374,1.4142135623730951
495,-1920,534,-1749,1.7320508075688772
495,-1920,645,-2239,1
495,-1920,339,-1976,2.23606797749979
495,-1920,536,-2239,1
495,-1920,132,399,3
495,-1920,515,-1585,2.6457513110645907
495,-1920,324,-919,2
495,-1920,601,-2273,1
495,-1920,544,-2244,1
495,-1920,-217,-355,3
495,-1920,-631,-1917,1.4142135623730951
495,-1920,40,-724,3
495,-1920,1115,-1465,1.4142135623730951
495,-1920,559,-2227,1
495,-1920,746,-2140,1.4142135623730951
495,-1920,584,-2297,1
495,-1920,621,-2240,1
495,-1920,414,122,3
495,-1920,319,-959,2.449489742783178
495,-1920,586,-2218,1
495,-1920,68,226,3
495,-1920,615,-2233,1
495,-1920,541,-2278,1
495,-1920,561,-2269,1
495,-1920,550,-2253,1
495,-1920,589,-2226,1
495,-1920,541,-2260,1
495,-1920,-5,-1036,2.23606797749979
495,-1920,527,-2272,1
495,-1920,613,-2207,1
495,-1920,635,-2216,1
495,-1920,617,-2281,1
495,-1920,-519,-1745,1.7320508075688772
495,-1920,602,-2289,1
495,-1920,557,-2286,1
495,-1920,199,-2334,1.4142135623730951
495,-1920,626,-2232,1
495,-1920,538,-2215,1
495,-1920,-495,-95,3
495,-1920,574,-2257,1
495,-1920,61,-1912,1.4142135623730951
495,-1920,-962,-1262,2
495,-1920,552,-2206,1
495,-1920,609,-2199,1
495,-1920,71,-1593,1.7320508075688772
495,-1920,641,-2223,1
495,-1920,563,-2202,1
495,-1920,-127,-1750,1.7320508075688772
495,-1920,-117,-1746,1.7320508075688772
495,-1920,166,-1856,1.4142135623730951
495,-1920,1095,-1481,1.4142135623730951
495,-1920,1101,-1472,1.4142135623730951
495,-1920,565,-2221,1
495,-1920,155,-1853,1.4142135623730951
495,-1920,276,-2369,1.4142135623730951
495,-1920,623,-2205,1
495,-1920,583,-2253,1
495,-1920,190,-203,3
495,-1920,513,-2252,1
495,-1920,409,-1732,1.7320508075688772
495,-1920,574,-2200,1
495,-1920,644,-2256,1
495,-1920,608,-2226,1
495,-1920,563,-2295,1
495,-1920,192,-1211,2
495,-1920,587,-2281,1
495,-1920,624,-2259,1
495,-1920,-217,-816,2.8284271247461903
495,-1920,539,-2225,1
495,-1920,1180,-1498,1.4142135623730951
495,-1920,-26,-859,3
495,-1920,598,-2225,1
495,-1920,563,-2250,1
495,-1920,897,-1935,1.4142135623730951
495,-1920,-294,-781,3
495,-1920,602,-2203,1
495,-1920,644,-2247,1
495,-1920,1110,-1474,1.4142135623730951
495,-1920,170,-1845,1.4142135623730951
495,-1920,149,-255,3
495,-1920,621,-2267,1
495,-1920,568,-2229,1
495,-1920,639,-2263,1
495,-1920,622,-369,3
495,-1920,568,-2264,1
495,-1920,765,-1096,3
495,-1920,597,-2216,1
495,-1920,621,-2249,1
495,-1920,567,-2210,1
495,-1920,-1444,64,3
495,-1920,570,-2241,1
495,-1920,571,-2219,1
495,-1920,522,-2250,1
495,-1920,593,-2293,1
495,-1920,591,-2233,1
495,-1920,-113,-1991,1.7320508075688772
495,-1920,592,-2209,1
495,-1920,161,-1845,1.4142135623730951
495,-1920,-522,-999,1.4142135623730951
495,-1920,404,-1839,2
495,-1920,597,-2265,1
495,-1920,608,-2264,1
495,-1920,529,-2221,1
495,-1920,580,-2208,1
495,-1920,894,-1345,2
495,-1920,598,-2300,1.7320508075688772
495,-1920,892,-2111,1.4142135623730951
495,-1920,-31,-1566,2.6457513110645907
495,-1920,516,-2241,1
495,-1920,160,-1370,1.7320508075688772
495,-1920,562,-2240,1
495,-1920,577,-2278,1
495,-1920,570,-2274,1
495,-1920,573,-2251,1
495,-1920,551,-2267,1
495,-1920,282,-119,3
495,-1920,-189,-1725,2
495,-1920,791,-511,2.6457513110645907
495,-1920,533,-2248,1
495,-1920,558,-2215,1
495,-1920,592,-2247,1
495,-1920,612,-2216,1
-703,455,-1133,642,1.4142135623730951
-703,455,345,232,3
-703,455,218,125,3
-703,455,-1071,684,1
-703,455,-376,214,2.449489742783178
-703,455,-123,1245,2.23606797749979
-703,455,-765,-42,2.6457513110645907
-703,455,-1026,740,1
-703,455,-629,293,3
-703,455,-1077,662,1
-703,455,393,-778,3
-703,455,-76,302,1.4142135623730951
-703,455,-392,984,3
-703,455,-919,838,1.7320508075688772
-703,455,-1031,678,1
-703,455,-125,1296,1.4142135623730951
-703,455,-1046,734,1
-703,455,-465,-224,3
-703,455,-549,-233,3
-703,455,-599,-124,3
-703,455,481,347,3
-703,455,-1881,-24,1.4142135623730951
-703,455,4,402,3
-703,455,-1131,632,1.4142135623730951
-703,455,146,-639,1.4142135623730951
-703,455,-1067,705,1
-703,455,-1029,689,1
-703,455,-242,633,2.23606797749979
-703,455,-588,235,3
-703,455,-190,611,2.8284271247461903
-703,455,-1010,733,1
-703,455,44,274,3
-703,455,2,165,3
-703,455,203,325,3
-703,455,142,95,3
-703,455,-1044,677,1
-703,455,-1291,1069,3
-703,455,510,101,1.4142135623730951
-703,455,-1062,719,1
-703,455,-682,55,3
-703,455,382,-275,3
-703,455,116,895,3
-703,455,663,447,3
-703,455,431,1002,3
-703,455,-1039,684,1
-703,455,-1053,670,1
-703,455,217,878,3
-703,455,-1069,668,1
-703,455,-237,966,2
-703,455,-806,181,2.449489742783178
-703,455,-1087,648,1
-703,455,-476,643,1.7320508075688772
-703,455,135,970,3
-703,455,-1091,672,1
-703,455,-1038,671,1
-703,455,-427,455,2
-703,455,231,207,3
-703,455,-1059,687,1
-703,455,-1037,736,1
-703,455,-1253,228,3
-703,455,-409,280,2
-703,455,-567,318,2.23606797749979
-703,455,-1009,712,1
-703,455,-1083,-4,1.7320508075688772
-703,455,-1086,698,1
-703,455,-420,276,2
-703,455,-1158,135,1.4142135623730951
-703,455,-1040,701,1
-703,455,157,497,3
-703,455,-1025,710,1
-703,455,-1050,684,1
-703,455,-336,567,3
-703,455,-624,905,1.4142135623730951
-703,455,-469,558,2.23606797749979
-703,455,166,-148,3
-703,455,-780,907,1.4142135623730951
-703,455,-247,918,1.7320508075688772
-703,455,-26,-136,2.23606797749979
-703,455,-1077,649,1
-703,455,757,450,3
-703,455,46,-116,3
-703,455,351,-210,3
-703,455,-1056,678,1
-703,455,-900,426,3
-703,455,-1082,680,1
-703,455,-249,350,3
-703,455,632,1351,3
-703,455,769,208,3
-703,455,239,-1103,2.6457513110645907
-703,455,-295,-119,3
-703,455,157,1191,3
-703,455,163,609,3
-703,455,-1256,523,1.7320508075688772
-703,455,-1044,713,1
-703,455,-3,16,3
-703,455,-1062,667,1
-703,455,-1031,719,1
-703,455,131,283,3
-703,455,1371,251,3
-703,455,533,413,1.4142135623730951
-703,455,526,418,1.4142135623730951
-703,455,-1037,693,1
-703,455,-1061,699,1
-703,455,-1276,439,1.4142135623730951
-703,455,-104,-586,1.4142135623730951
-703,455,-538,950,2.8284271247461903
-703,455,-585,223,1.4142135623730951
-703,455,-1280,448,1.4142135623730951
-703,455,51,592,2.23606797749979
-703,455,-1012,701,1
-703,455,-1083,668,1
-703,455,262,-395,3
-703,455,75,-334,3
-703,455,-1047,702,1
-703,455,-759,254,1.7320508075688772
-703,455,596,-374,2
-703,455,-19,13,3
-703,455,1260,-1046,3
-703,455,132,399,3
-703,455,-471,-24,3
-703,455,-247,929,1.7320508075688772
-703,455,-1047,664,1
-703,455,-832,292,2.6457513110645907
-703,455,-1022,683,1
-703,455,211,-177,1.4142135623730951
-703,455,-406,-434,1.4142135623730951
-703,455,-1095,663,1
-703,455,-159,-742,2.8284271247461903
-703,455,-721,352,2.8284271247461903
-703,455,-74,186,2.449489742783178
-703,455,-782,186,1.4142135623730951
-703,455,-1175,613,2
-703,455,535,347,1.7320508075688772
-703,455,68,226,3
-703,455,703,-563,3
-703,455,-1167,140,1.4142135623730951
-703,455,-1071,715,1
-703,455,-861,-234,2.23606797749979
-703,455,273,-36,2.8284271247461903
-703,455,243,45,3
-703,455,-1029,701,1
-703,455,-2,535,3
-703,455,583,685,3
-703,455,-1071,656,1
-703,455,-1079,689,1
-703,455,-1073,698,1
-703,455,197,-99,3
-703,455,-884,-164,2.8284271247461903
-703,455,-1191,448,2
-703,455,-379,311,2.23606797749979
-703,455,-1075,676,1
-703,455,421,879,2.6457513110645907
-703,455,-1018,1236,1.4142135623730951
-703,455,547,17,1.7320508075688772
-703,455,-495,-95,3
-703,455,-1146,638,1.4142135623730951
-703,455,-1055,717,1
-703,455,-622,894,1.4142135623730951
-703,455,-711,142,2.6457513110645907
-703,455,-1281,460,1.4142135623730951
-703,455,-1767,-520,1.7320508075688772
-703,455,-143,1318,3
-703,455,-211,247,2
-703,455,237,983,2.23606797749979
-703,455,-835,823,1.7320508075688772
-703,455,-1566,211,2
-703,455,-1018,735,1
-703,455,-214,774,1.7320508075688772
-703,455,-1000,705,1.4142135623730951
-703,455,122,157,3
-703,455,-1009,724,1
-703,455,-71,-852,2.8284271247461903
-703,455,-1060,708,1
-703,455,-197,562,2
-703,455,-1296,134,2.23606797749979
-703,455,-1256,10,2
-703,455,-1194,36,2.23606797749979
-703,455,-546,385,2.6457513110645907
-703,455,-899,-486,1.7320508075688772
-703,455,-1270,454,1.4142135623730951
-703,455,-1890,-28,1.4142135623730951
-703,455,-995,523,3
-703,455,-1127,649,1.4142135623730951
-703,455,-784,197,1.4142135623730951
-703,455,-1143,629,1.4142135623730951
-703,455,-1143,649,1.4142135623730951
-703,455,138,486,2.6457513110645907
-703,455,291,668,3
-703,455,438,637,2.6457513110645907
-703,455,-1018,692,1
-703,455,-3,-582,3
-703,455,-1893,-18,1.4142135623730951
-703,455,-520,854,2
-703,455,7,-258,2.6457513110645907
-703,455,-990,-336,2.449489742783178
-703,455,-495,405,2.8284271247461903
-703,455,-217,-816,2.8284271247461903
-703,455,-58,279,2.23606797749979
-703,455,-1012,-22,2
-703,455,-1274,467,1.4142135623730951
-703,455,-95,43,3
-703,455,-259,-297,2
-703,455,-167,1034,1.4142135623730951
-703,455,-1035,709,1
-703,455,-867,324,2.449489742783178
-703,455,-1056,660,1
-703,455,-697,692,3
-703,455,-1373,278,1.4142135623730951
-703,455,-80,919,3
-703,455,-634,897,1.4142135623730951
-703,455,-1046,691,1
-703,455,-1058,728,1
-703,455,-1423,-250,2.8284271247461903
-703,455,-429,188,3
-703,455,-635,906,1.4142135623730951
-703,455,-185,1006,2.23606797749979
-703,455,-1135,657,1.4142135623730951
-703,455,-1094,680,1
-703,455,445,-452,1.4142135623730951
-703,455,441,-782,2.449489742783178
-703,455,518,-724,2.23606797749979
-703,455,-1090,690,1
-703,455,-1063,653,1
-703,455,-1089,657,1
-703,455,79,610,2.23606797749979
-703,455,-1064,678,1
-703,455,-1016,714,1
-703,455,-1040,723,1
-703,455,-1020,700,1
-703,455,-1021,723,1
-703,455,-1066,692,1
-703,455,-1051,708,1
-703,455,-1079,706,1
-703,455,-1030,729,1
-703,455,-1054,695,1
-703,455,-1049,725,1
940,-888,1314,-1172,1
940,-888,871,-1462,2
940,-888,132,399,3
940,-888,911,-46,3
940,-888,1362,-1162,1
940,-888,1305,-1177,1
940,-888,1297,-1196,1
940,-888,1333,-1145,1
940,-888,1357,-1156,1
940,-888,345,232,3
940,-888,218,125,3
940,-888,250,366,3
940,-888,1275,-1179,1
940,-888,1409,-1167,1.4142135623730951
940,-888,1289,-1161,1
940,-888,1323,-1195,1
940,-888,933,-1196,1.7320508075688772
940,-888,1311,-1149,1
940,-888,481,347,3
940,-888,1397,-1177,1.4142135623730951
940,-888,4,402,3
940,-888,-165,-1185,3
940,-888,1279,-1193,1
940,-888,1324,-1160,1
940,-888,1309,-1163,1
940,-888,558,-436,2.8284271247461903
940,-888,658,-1475,2
940,-888,364,171,3
940,-888,44,274,3
940,-888,2,165,3
940,-888,203,325,3
940,-888,142,95,3
940,-888,-1291,1069,3
940,-888,1349,-1167,1
940,-888,598,-642,1.4142135623730951
940,-888,699,-1282,3
940,-888,1384,-917,1.4142135623730951
940,-888,795,-1491,1.7320508075688772
940,-888,614,1104,3
940,-888,-127,-24,3
940,-888,1366,-1144,1
940,-888,231,207,3
940,-888,1304,-1203,1
940,-888,1280,-1204,1
940,-888,1324,-1140,1
940,-888,1358,-1180,1
940,-888,1181,-919,1.4142135623730951
940,-888,499,-1377,2.23606797749979
940,-888,311,-305,3
940,-888,755,-1458,1.4142135623730951
940,-888,-116,-674,2.449489742783178
940,-888,1321,-1167,1
940,-888,885,-1273,1.4142135623730951
940,-888,906,-1091,1.4142135623730951
940,-888,1058,-1155,3
940,-888,963,-1057,1.7320508075688772
940,-888,1336,-1166,1
940,-888,763,-1447,1.4142135623730951
940,-888,1268,-1183,1
940,-888,-715,-509,3
940,-888,1281,-1178,1
940,-888,221,-1201,2
940,-888,46,-116,3
940,-888,1150,-1225,1.7320508075688772
940,-888,1434,-218,1.4142135623730951
940,-888,1304,-1154,1
940,-888,526,-1179,1.7320508075688772
940,-888,668,-127,3
940,-888,1407,-1156,1.4142135623730951
940,-888,-149,-181,3
940,-888,1341,-1133,1
940,-888,1202,171,2.6457513110645907
940,-888,1214,327,2.6457513110645907
940,-888,1395,-483,2
940,-888,-108,-132,3
940,-888,1344,-1172,1
940,-888,592,-492,3
940,-888,914,-1096,1.4142135623730951
940,-888,1329,-1153,1
940,-888,758,-1123,1.4142135623730951
940,-888,773,265,3
940,-888,262,-395,3
940,-888,-1601,1015,3
940,-888,1260,-1046,3
940,-888,632,-1015,3
940,-888,451,-237,3
940,-888,901,-759,2.8284271247461903
940,-888,1303,-1168,1
940,-888,40,-724,3
940,-888,454,144,2.449489742783178
940,-888,241,-901,1.7320508075688772
940,-888,812,101,1.4142135623730951
940,-888,1321,-1179,1
940,-888,1330,-1171,1
940,-888,1368,-1135,1
940,-888,708,-871,1.4142135623730951
940,-888,1288,-1203,1
940,-888,1323,-1204,1
940,-888,743,-1461,1.4142135623730951
940,-888,68,226,3
940,-888,1463,-977,1.4142135623730951
940,-888,703,-563,3
940,-888,1297,-1207,1
940,-888,557,-528,2.6457513110645907
940,-888,1315,-1157,1
940,-888,867,-930,2.23606797749979
940,-888,1349,-1157,1
940,-888,-19,504,3
940,-888,1328,-1185,1
940,-888,522,-121,2.449489742783178
940,-888,1310,-1183,1
940,-888,810,-505,3
940,-888,607,-1205,2.449489742783178
940,-888,746,-745,3
940,-888,1393,-676,3
940,-888,-495,-95,3
940,-888,474,-868,2
940,-888,711,-919,3
940,-888,1341,-1154,1
940,-888,838,-1166,2.8284271247461903
940,-888,1615,-331,1.7320508075688772
940,-888,554,339,3
940,-888,1098,-1602,1.4142135623730951
940,-888,778,-991,3
940,-888,122,157,3
940,-888,498,-797,1.7320508075688772
940,-888,15,-854,1.7320508075688772
940,-888,1334,-1159,1
940,-888,1305,-1192,1
940,-888,1313,-1198,1
940,-888,1294,-1169,1
940,-888,1321,-1148,1
940,-888,1140,-1105,1.7320508075688772
940,-888,1332,-1135,1
940,-888,1318,-1188,1
940,-888,766,-874,2.8284271247461903
940,-888,1289,-1184,1
940,-888,1031,329,2.8284271247461903
940,-888,964,379,3
940,-888,1026,138,3
940,-888,64,-1423,2.6457513110645907
940,-888,1387,-909,1.4142135623730951
940,-888,207,-1024,3
940,-888,769,-1123,1.4142135623730951
940,-888,23,-1326,1.7320508075688772
940,-888,1048,-984,2.23606797749979
940,-888,-3,-582,3
940,-888,1175,-928,1.4142135623730951
940,-888,638,-597,2.23606797749979
940,-888,1357,-1135,1
940,-888,479,-1084,2.6457513110645907
940,-888,-26,-859,3
940,-888,918,331,3
940,-888,798,-1358,2
940,-888,1545,411,2.449489742783178
940,-888,1042,365,2.23606797749979
940,-888,-960,-322,1.7320508075688772
940,-888,1015,871,3
940,-888,756,-1477,2
940,-888,775,-331,2.449489742783178
940,-888,1288,-1174,1
940,-888,1356,-1170,1
940,-888,1298,-1187,1
940,-888,364,-1087,3
940,-888,1287,-1193,1
940,-888,464,-1278,3
940,-888,-116,647,3
940,-888,902,-1099,1.4142135623730951
940,-888,1345,-1162,1
940,-888,1354,-1142,1
940,-888,751,-1450,1.4142135623730951
940,-888,591,-1224,2.8284271247461903
940,-888,434,-261,3
940,-888,436,-1118,1.7320508075688772
940,-888,1278,-1168,1
940,-888,553,-1084,2.23606797749979
940,-888,1344,-1141,1
940,-888,1340,-1179,1
940,-888,505,-1215,1.4142135623730951
940,-888,1341,-1195,1
940,-888,1185,-207,1.4142135623730951
940,-888,702,-1118,3
940,-888,465,-558,2.23606797749979
940,-888,1297,-1178,1
940,-888,1094,-1610,1.4142135623730951
940,-888,1339,-1187,1
940,-888,254,517,3
940,-888,699,-354,3
940,-888,1103,-1595,1.4142135623730951
940,-888,1399,-1166,1.4142135623730951
940,-888,-347,316,2.449489742783178
940,-888,1339,-1147,1
940,-888,974,-1120,2.449489742783178
940,-888,1332,-1196,1
940,-888,1366,-1152,1
940,-888,1272,-1195,1
940,-888,1349,-1187,1
940,-888,1360,-1126,1
940,-888,1298,-1159,1
940,-888,1332,-1179,1
940,-888,1351,-1150,1
940,-888,1311,-1207,1
940,-888,1347,-1127,1
-995,523,-759,254,1.7320508075688772
-995,523,-867,324,2.449489742783178
-995,523,-1256,523,1.7320508075688772
-995,523,-1372,777,1
-995,523,-1253,228,3
-995,523,-1175,502,1.7320508075688772
-995,523,-1322,730,1
-995,523,-1333,850,1.7320508075688772
-995,523,345,232,3
-995,523,218,125,3
-995,523,-358,231,3
-995,523,250,366,3
-995,523,-1388,697,1
-995,523,-220,331,2.449489742783178
-995,523,-651,573,2
-995,523,5,-240,3
-995,523,393,-778,3
-995,523,-186,298,3
-995,523,-519,-790,3
-995,523,-102,702,1.7320508075688772
-995,523,-919,838,1.7320508075688772
-995,523,-1235,115,1.7320508075688772
-995,523,-549,-233,3
-995,523,-599,-124,3
-995,523,481,347,3
-995,523,4,402,3
-995,523,-165,-1185,3
-995,523,-1131,632,1.4142135623730951
-995,523,-1091,789,1.4142135623730951
-995,523,-496,-388,3
-995,523,-242,633,2.23606797749979
-995,523,-1400,676,1
-995,523,-112,744,1.4142135623730951
-995,523,364,171,3
-995,523,2,165,3
-995,523,203,325,3
-995,523,142,95,3
-995,523,-893,1079,1.4142135623730951
-995,523,-1378,204,1.4142135623730951
-995,523,-1341,719,1
-995,523,-1181,10,2.23606797749979
-995,523,-1421,739,1
-995,523,-1359,799,1
-995,523,-1145,932,2
-995,523,-1368,697,1
-995,523,-1357,692,1
-995,523,-317,-363,3
-995,523,-1382,666,1
-995,523,-1374,689,1
-995,523,-1351,723,1
-995,523,-186,1251,1.4142135623730951
-995,523,-616,84,3
-995,523,-1005,-470,2.449489742783178
-995,523,-157,350,3
-995,523,116,895,3
-995,523,-1133,642,1.4142135623730951
-995,523,217,878,3
-995,523,-888,-694,2
-995,523,-247,-295,2
-995,523,-793,-146,2.449489742783178
-995,523,-77,-587,1.4142135623730951
-995,523,-1326,524,1.4142135623730951
-995,523,101,259,2
-995,523,-1449,-515,1.4142135623730951
-995,523,-1370,205,1.4142135623730951
-995,523,-1458,-505,1.4142135623730951
-995,523,-1368,738,1
-995,523,-266,662,3
-995,523,135,970,3
-995,523,-572,345,2.449489742783178
-995,523,-427,455,2
-995,523,-790,5,2.23606797749979
-995,523,-1450,-971,3
-995,523,231,207,3
-995,523,-1451,-524,1.4142135623730951
-995,523,-1076,56,1.4142135623730951
-995,523,-1318,14,2
-995,523,-1404,735,1
-995,523,-146,727,3
-995,523,-1365,656,1
-995,523,-671,-1063,1.4142135623730951
-995,523,-1395,494,1.4142135623730951
-995,523,-1221,638,1.7320508075688772
-995,523,-644,-290,2.6457513110645907
-995,523,-704,587,1.7320508075688772
-995,523,-1346,768,1
-995,523,-1392,523,1.4142135623730951
-995,523,-1386,512,1.4142135623730951
-995,523,-1414,487,1.4142135623730951
-995,523,-1344,743,1
-995,523,-1095,-121,3
-995,523,-567,318,2.23606797749979
-995,523,-1051,852,1.4142135623730951
-995,523,-1327,722,1
-995,523,-822,346,3
-995,523,-423,67,2.6457513110645907
-995,523,-1362,777,1
-995,523,-820,906,1.7320508075688772
-995,523,115,982,1.7320508075688772
-995,523,-277,784,1.4142135623730951
-995,523,-1187,308,1.7320508075688772
-995,523,-1406,754,1
-995,523,128,684,3
-995,523,-1341,677,1
-995,523,-1368,664,1
-995,523,-1361,741,1
-995,523,-1354,766,1
-995,523,-1358,356,2
-995,523,-1385,754,1
-995,523,-1354,749,1
-995,523,-500,533,3
-995,523,-1350,674,1
-995,523,-336,567,3
-995,523,-469,558,2.23606797749979
-995,523,-751,1582,2
-995,523,-286,-70,3
-995,523,-1419,521,1.4142135623730951
-995,523,-1412,501,1.4142135623730951
-995,523,-1337,688,1
-995,523,-1404,490,1.4142135623730951
-995,523,-232,988,1.7320508075688772
-995,523,-1233,-222,2.449489742783178
-995,523,-51,263,2.6457513110645907
-995,523,-267,-365,3
-995,523,-686,1419,2.449489742783178
-995,523,-257,399,2.23606797749979
-995,523,-900,426,3
-995,523,-1375,671,1
-995,523,-1397,727,1
-995,523,-215,607,1.7320508075688772
-995,523,-1411,712,1
-995,523,-1382,678,1
-995,523,-249,350,3
-995,523,-1013,-446,1.7320508075688772
-995,523,-1367,719,1
-995,523,-1322,536,1.4142135623730951
-995,523,623,605,1.7320508075688772
-995,523,-1424,699,1
-995,523,-1417,753,1
-995,523,-1347,714,1
-995,523,157,1191,3
-995,523,163,609,3
-995,523,-1349,753,1
-995,523,-1373,789,1
-995,523,-1358,760,1
-995,523,-108,-132,3
-995,523,-1400,764,1
-995,523,-1378,798,1
-995,523,-1363,752,1
-995,523,284,514,1.4142135623730951
-995,523,131,283,3
-995,523,-31,1054,3
-995,523,-1375,743,1
-995,523,-1404,478,1.4142135623730951
-995,523,142,-29,2.6457513110645907
-995,523,-798,682,3
-995,523,-1324,745,1
-995,523,-1450,-499,1.4142135623730951
-995,523,-1363,711,1
-995,523,-323,678,2.6457513110645907
-995,523,-1334,696,1
-995,523,-538,950,2.8284271247461903
-995,523,-1415,730,1
-995,523,75,-334,3
-995,523,-83,789,2.23606797749979
-995,523,477,-343,2.8284271247461903
-995,523,-1465,-511,1.4142135623730951
-995,523,-1466,68,1.4142135623730951
-995,523,132,399,3
-995,523,205,586,3
-995,523,-570,-352,1.4142135623730951
-995,523,-276,-540,1.4142135623730951
-995,523,451,-237,3
-995,523,-1393,682,1
-995,523,-1066,-748,2
-995,523,-1266,162,2
-995,523,-315,1125,1.7320508075688772
-995,523,-1056,863,1.4142135623730951
-995,523,-1356,733,1
-995,523,-858,-32,3
-995,523,-1425,712,1
-995,523,-165,-809,1.4142135623730951
-995,523,-657,-1069,1.4142135623730951
-995,523,-1342,669,1
-995,523,-1392,661,1
-995,523,-1365,769,1
-995,523,-1390,704,1
-995,523,-59,1277,1.4142135623730951
-995,523,-135,-148,1.4142135623730951
-995,523,-1059,-396,2
-995,523,-1412,513,1.4142135623730951
-995,523,-586,48,3
-995,523,-425,310,1.7320508075688772
-995,523,-1379,729,1
-995,523,-1374,766,1
-995,523,-1379,737,1
-995,523,-1357,719,1
-995,523,-721,352,2.8284271247461903
-995,523,-920,459,2.449489742783178
-995,523,-3,333,3
-995,523,-74,186,2.449489742783178
-995,523,-1388,487,1.4142135623730951
-995,523,-1389,783,1
-995,523,-1350,661,1
-995,523,-1175,613,2
-995,523,-1408,684,1
-995,523,-842,126,3
-995,523,-1337,708,1
-995,523,-333,505,3
-995,523,-204,259,3
-995,523,-1372,729,1
-995,523,-1380,786,1
-995,523,-48,1287,1.4142135623730951
-995,523,-1046,860,1.4142135623730951
-995,523,68,226,3
-995,523,-578,446,1.7320508075688772
-995,523,-1322,713,1
-995,523,-1203,964,2.449489742783178
-995,523,-1363,729,1
-995,523,-19,504,3
-995,523,-1374,657,1
-995,523,-665,132,3
-995,523,-884,-164,2.8284271247461903
-995,523,-706,95,1.4142135623730951
-995,523,-700,89,1.4142135623730951
-995,523,-1423,510,1.4142135623730951
-995,523,-1359,702,1
-995,523,-1408,700,1
-995,523,-169,-446,2.23606797749979
-995,523,-2005,32,1.4142135623730951
-995,523,-170,844,1.7320508075688772
-995,523,809,-247,2.449489742783178
-995,523,-586,9,3
-995,523,-773,-160,2.8284271247461903
-995,523,-1373,716,1
-995,523,-1383,763,1
-995,523,-1146,638,1.4142135623730951
-995,523,-1394,479,1.4142135623730951
-995,523,-711,142,2.6457513110645907
-995,523,-1070,-18,2.6457513110645907
-995,523,289,717,3
-995,523,-1387,794,1
-995,523,-1397,774,1
-995,523,237,983,2.23606797749979
-995,523,-242,874,2.449489742783178
-995,523,-1327,960,1.7320508075688772
-995,523,-308,-73,1.7320508075688772
-995,523,-916,315,1.7320508075688772
-995,523,-8,587,3
-995,523,-1401,527,1.4142135623730951
-995,523,-1024,-1188,1.7320508075688772
-995,523,-1235,452,2
-995,523,-1394,745,1
-995,523,-1340,785,1
-995,523,-835,823,1.7320508075688772
-995,523,-1400,749,1
-995,523,-1336,762,1
-995,523,-926,233,1.4142135623730951
-995,523,-837,549,3
-995,523,-1409,672,1
-995,523,-1399,689,1
-995,523,-68,769,2.6457513110645907
-995,523,122,157,3
-995,523,-1421,498,1.4142135623730951
-995,523,-1419,690,1
-995,523,-1352,707,1
-995,523,190,-203,3
-995,523,-197,562,2
-995,523,-1443,-508,1.4142135623730951
-995,523,-546,385,2.6457513110645907
-995,523,-1356,679,1
-995,523,-1334,681,1
-995,523,-242,-129,2.449489742783178
-995,523,-703,455,3
-995,523,-1127,649,1.4142135623730951
-995,523,-1386,688,1
-995,523,-1332,772,1
-995,523,-1327,758,1
-995,523,-1326,695,1
-995,523,-1368,798,1
-995,523,-1143,629,1.4142135623730951
-995,523,97,748,2.449489742783178
-995,523,-1143,649,1.4142135623730951
-995,523,138,486,2.6457513110645907
-995,523,-565,-379,3
-995,523,396,80,3
-995,523,-1365,685,1
-995,523,-1390,672,1
-995,523,-924,-437,1.7320508075688772
-995,523,-1358,663,1
-995,523,-1381,775,1
-995,523,-2024,238,1.7320508075688772
-995,523,-1462,-520,1.4142135623730951
-995,523,-1223,432,1.4142135623730951
-995,523,291,668,3
-995,523,-1348,783,1
-995,523,-1334,731,1
-995,523,-1403,516,1.4142135623730951
-995,523,-1369,217,2.23606797749979
-995,523,344,748,2
-995,523,-1407,774,1
-995,523,-91,-149,3
-995,523,-1395,508,1.4142135623730951
-995,523,-520,854,2
-995,523,-1386,499,1.4142135623730951
-995,523,-990,-336,2.449489742783178
-995,523,-495,405,2.8284271247461903
-995,523,-1410,736,1
-995,523,-1996,37,1.4142135623730951
-995,523,-1385,656,1
-995,523,-1416,681,1
-995,523,-421,-346,2
-995,523,-371,-4,3
-995,523,-1390,770,1
-995,523,-1327,705,1
-995,523,-1410,723,1
-995,523,-1351,740,1
-995,523,-367,-296,1.7320508075688772
-995,523,-1365,785,1
-995,523,-1333,717,1
-995,523,-1416,704,1
-995,523,-1186,290,1.7320508075688772
-995,523,-1398,714,1
-995,523,-1455,50,1.4142135623730951
-995,523,417,1189,3
-995,523,-1354,778,1
-995,523,-1348,697,1
-995,523,-1369,748,1
-995,523,-1348,687,1
-995,523,-1410,763,1
-995,523,-405,581,3
-995,523,-697,692,3
-995,523,-1088,802,1.4142135623730951
-995,523,-1358,790,1
-995,523,-80,919,3
-995,523,-668,1020,2.8284271247461903
-995,523,-1248,439,2
