Id,Label,modularity_class,indegree,outdegree,degree,X,Y,Size,Color
151661476,juliangomezdel,26,0,4,4,0.331681,0.377286,0,"#3e93ff"
151823931,BURJC,15,4,2,6,0.497674,0.49042,0.000974,"#006032"
152017988,IIBUNAM,0,58,17,75,0.361431,0.410941,0.034584,"#3e93ff"
152051625,heatherfro,12,28,2,30,0.369473,0.417905,0.012664,"#ff77ff"
152093992,SebastianMFA,19,4,1,5,0.511943,0.389649,0.000487,"#00ed5d"
152515820,pabloschiaffino,36,5,1,6,0.55906,0.450496,0.000974,"#00e8b2"
152663628,MeganJMyers,0,6,4,10,0.33792,0.439824,0.002923,"#3e93ff"
152746123,zoso418,1,0,5,5,0.32967,0.496057,0.000487,"#825403"
152778171,rosariorogel,35,106,64,170,0.259769,0.402569,0.080857,"#c42c63"
153221642,taniuskaram,50,2,2,4,0.619444,0.511902,0,"#008bdd"
153320725,Symposium_es,46,0,14,14,0.40354,0.564514,0.004871,"#8ecfec"
153453487,renantomazini,39,2,6,8,0.414159,0.282703,0.001948,"#00e8b2"
153849756,cesarsortiz,25,0,5,5,0.442825,0.540329,0.000487,"#ff0d69"
153894288,RedCarolinaCol,37,2,3,5,0.482768,0.669421,0.000487,"#fcae7e"
154198440,BibloRedBogota,19,28,8,36,0.532269,0.383162,0.015587,"#00ed5d"
154244633,salalm,12,26,3,29,0.322537,0.452895,0.012177,"#00e8b2"
155031277,mariacastro1111,19,0,6,6,0.514138,0.389151,0.000974,"#00ed5d"
155470822,Wikimedia_mx,0,36,8,44,0.350173,0.431777,0.019484,"#3e93ff"
155613307,vjennyffer,19,5,2,7,0.521106,0.427627,0.001461,"#00ed5d"
155733520,MarsiasMarsias,46,17,33,50,0.427372,0.508973,0.022406,"#ffb800"
156078783,jeremythrone,46,0,4,4,0.344651,0.505075,0,"#ffb800"
156365095,Angeles_Addy,17,0,4,4,0.420178,0.681428,0,"#3bec00"
156658740,wp_es,54,9,1,10,0.487621,0.492538,0.002923,"#c6cc85"
156660942,cmvaronc,12,3,7,10,0.388393,0.46037,0.002923,"#ff77ff"
156719746,patobarna,46,2,5,7,0.273456,0.491796,0.001461,"#3bec00"
156775601,birloque,46,2,2,4,0.441152,0.515149,0,"#ffb800"
157030239,victmartinez,0,0,9,9,0.35178,0.430392,0.002435,"#3e93ff"
157248383,jlmunozr,28,0,4,4,0.489218,0.581569,0,"#ffa64e"
157383930,geo_domo,0,2,6,8,0.378134,0.481456,0.001948,"#3e93ff"
157809660,juanengonzalvez,1,7,3,10,0.332771,0.577916,0.002923,"#ff12a3"
157925546,htc_es,1,5,0,5,0.602665,0.61706,0.000487,"#ff12a3"
157981564,EU_Commission,14,5,0,5,0.582179,0.280407,0.000487,"#b6cb00"
158377129,LauraEchague,54,0,5,5,0.588051,0.687247,0.000487,"#c6cc85"
158445401,NEH_ODH,0,40,2,42,0.348042,0.475286,0.018509,"#ffb800"
158461349,MoraVicenteLuis,46,18,7,25,0.458916,0.468487,0.010229,"#ffb800"
158667401,FrederiqueLG,48,5,0,5,0.427592,0.502231,0.000487,"#008ebb"
159065668,lrpbyzard,46,3,7,10,0.315486,0.394234,0.002923,"#3bec00"
159238222,josededalus,46,2,3,5,0.313958,0.664074,0.000487,"#3bec00"
159631280,facu_it,31,0,5,5,0.469216,0.442479,0.000487,"#3bec00"
160346651,paigecmorgan,0,11,14,25,0.340773,0.455157,0.010229,"#ff77ff"
160347095,carojimenezpiza,46,4,2,6,0.301551,0.435712,0.000974,"#ffb800"
160873540,Melabosch,46,29,0,29,0.348634,0.553623,0.012177,"#3bec00"
161082811,UPMexico,39,15,0,15,0.547138,0.469491,0.005358,"#ff0d69"
161245703,toledoayto,37,6,0,6,0.482784,0.642646,0.000974,"#fcae7e"
161557211,fahusac,46,8,0,8,0.646846,0.757308,0.001948,"#00a04a"
162518249,carmonatierno,0,2,5,7,0.426404,0.532225,0.001461,"#ff0d69"
162667212,museudeldisseny,48,8,4,12,0.478143,0.617656,0.003897,"#008ebb"
162693918,fhersanmi,15,3,10,13,0.483071,0.504788,0.004384,"#006032"
162915642,abregotron,0,0,5,5,0.349771,0.491151,0.000487,"#ffb800"
163933146,WookieeTropical,12,0,14,14,0.367679,0.427375,0.004871,"#ff77ff"
164253308,clusterticgal,49,3,5,8,0.421636,0.579733,0.001948,"#ff0d69"
164290943,ericbrasiln,39,68,62,130,0.39345,0.348721,0.061374,"#00e8b2"
164293634,Geniakagi,15,0,4,4,0.51368,0.481951,0,"#006032"
164450358,marioguzzzman,39,5,1,6,0.748685,0.251424,0.000974,"#00e8b2"
164621412,MuseoTransicion,21,6,0,6,0.533114,0.709547,0.000974,"#ffa64e"
164653540,KharolusIII,46,10,17,27,0.360121,0.524373,0.011203,"#3bec00"
164777194,SigloDurango,17,7,1,8,0.346642,0.771242,0.001948,"#3bec00"
164877642,mspillar10,39,0,9,9,0.414084,0.415744,0.002435,"#00e8b2"
164962255,adriansalinasv,0,0,5,5,0.353434,0.488725,0.000487,"#ffb800"
165337642,9vidas,12,1,3,4,0.433446,0.423941,0,"#ff77ff"
165342631,teoriantropolog,26,0,7,7,0.350248,0.427376,0.001461,"#3e93ff"
165484051,RedNel_,19,3,2,5,0.46979,0.411516,0.000487,"#00ed5d"
165626004,DannyYahary,36,0,4,4,0.174302,0.479397,0,"#00e8b2"
165724114,XavierAntich,14,5,0,5,0.574068,0.323722,0.000487,"#b6cb00"
165792584,Gomezjrs,48,0,6,6,0.41968,0.566785,0.000974,"#008ebb"
165841068,NelVillarreal,54,0,4,4,0.627638,0.661823,0,"#c6cc85"
166030592,rivaquiroga,12,36,5,41,0.373385,0.428708,0.018022,"#ff77ff"
166507237,elEconomistaes,22,5,0,5,0.610777,0.596192,0.000487,"#8ecfec"
166513773,melinamasnatta,0,1,4,5,0.336697,0.498659,0.000487,"#3e93ff"
166533671,ConsMadrono,15,34,24,58,0.484222,0.551152,0.026303,"#006032"
166576970,esfera_publica_,12,0,6,6,0.38013,0.265405,0.000974,"#ff77ff"
166649009,DigAmericanists,12,2,3,5,0.310442,0.40205,0.000487,"#ff77ff"
166704830,alereclus,12,0,8,8,0.422763,0.426121,0.001948,"#ff77ff"
167004627,LupitaLGarfias,49,2,249,251,0.385201,0.479749,0.120312,"#3bec00"
167029777,BiblioBurgoa,35,6,2,8,0.238192,0.426481,0.001948,"#c42c63"
167142337,TEIconsortium,49,91,16,107,0.318148,0.472613,0.05017,"#3bec00"
167313469,andalgeos,15,4,4,8,0.64138,0.443318,0.001948,"#ff0d69"
167744248,piapaulette,12,0,4,4,0.563758,0.386774,0,"#ff77ff"
167837430,algonhermen,48,0,4,4,0.468508,0.48,0,"#3e93ff"
167950063,sandvaldettaro,46,6,3,9,0.321489,0.575348,0.002435,"#3bec00"
168447928,emilio_delrio,37,5,2,7,0.621476,0.636308,0.001461,"#ffb800"
168627231,ferli90,0,0,4,4,0.374238,0.503968,0,"#3e93ff"
168636686,BiblogTecarios,46,21,0,21,0.407052,0.620849,0.008281,"#008ebb"
168998883,PIMEC,14,5,0,5,0.600223,0.266683,0.000487,"#b6cb00"
169135109,onica_aguilar,0,2,4,6,0.350739,0.381965,0.000974,"#3e93ff"
169147882,UniversidadEan,19,5,2,7,0.467815,0.42365,0.001461,"#00ed5d"
169317877,josemiguelmuniz,0,2,9,11,0.294894,0.504678,0.00341,"#3e93ff"
169922611,wakelet,34,5,0,5,0.596749,0.648644,0.000487,"#ffb800"
170790316,ivetiga,35,9,4,13,0.241632,0.368419,0.004384,"#c42c63"
171014736,bibupo,22,20,17,37,0.415416,0.567985,0.016074,"#8ecfec"
171047449,UMU,28,14,4,18,0.589382,0.712378,0.006819,"#008ebb"
171285443,Karibenitez34,36,0,6,6,0.125694,0.517257,0.000974,"#00e8b2"
171319361,ArquitectoAB,19,0,4,4,0.562189,0.473233,0,"#5456a6"
171720258,martinalalu,17,6,4,10,0.298521,0.556685,0.002923,"#3bec00"
171881265,marinageli,14,9,0,9,0.593838,0.275277,0.002435,"#b6cb00"
172139322,icanogar,46,9,42,51,0.379429,0.506324,0.022893,"#3bec00"
172368909,BancoRepublica,19,1,3,4,0.46006,0.452007,0,"#3e93ff"
172387310,TraduXio,39,5,0,5,0.404376,0.391074,0.000487,"#00e8b2"
172873047,Kelley_Kreitz,12,2,4,6,0.307344,0.423572,0.000974,"#ff77ff"
173881525,iaravps,39,2,19,21,0.415165,0.400489,0.008281,"#00e8b2"
173915441,DHcenterNet,0,22,0,22,0.37361,0.495743,0.008768,"#ffb800"
174301293,MemoriaChilena,32,407,6,413,0.120387,0.21662,0.199221,"#00ed5d"
174661911,hipermedula,48,6,2,8,0.443774,0.536588,0.001948,"#ff0d69"
174675713,ip_ciisa,10,4,0,4,0.287695,0.440432,0,"#3bec00"
174681621,gabygalindez,33,5,0,5,0.695496,0.596255,0.000487,"#3bec00"
175179487,Fernan_Molina,26,0,4,4,0.334481,0.380803,0,"#3e93ff"
175513035,rojasinostroza,10,3,1,4,0.247369,0.292882,0,"#00ed5d"
175563147,Maravillaaaa,36,0,4,4,0.158828,0.489046,0,"#00e8b2"
175806207,agaviriau,12,3,2,5,0.477232,0.313544,0.000487,"#ff77ff"
176278453,MARIAAGOMEZU,19,0,5,5,0.637378,0.686207,0.000487,"#5456a6"
176670324,ROGdelaH,12,0,7,7,0.416422,0.396474,0.001461,"#ff77ff"
176733810,annettestr,46,0,13,13,0.378384,0.506731,0.004384,"#ffb800"
176932593,UCBerkeley,15,13,0,13,0.487488,0.494479,0.004384,"#ff0d69"
177154434,byrone19,34,5,1,6,0.758726,0.610978,0.000974,"#ffb800"
177275765,fgv_emap,39,8,0,8,0.413802,0.420073,0.001948,"#00e8b2"
177368645,Barbarellatweet,37,0,4,4,0.498871,0.529572,0,"#fcae7e"
177567220,galarzaalex,0,2,12,14,0.402055,0.45934,0.004871,"#3bec00"
177916054,jrlopezbenito,35,7,4,11,0.516538,0.588906,0.00341,"#c42c63"
178038250,oscarenriquehr,0,1,5,6,0.303229,0.454355,0.000974,"#3e93ff"
178148164,carguero,19,0,4,4,0.357293,0.327436,0,"#00ed5d"
178468034,natcorbe,46,10,19,29,0.368433,0.517044,0.012177,"#3bec00"
179778442,airam_ainegue,17,3,1,4,0.337465,0.60639,0,"#3bec00"
180298000,RubenVerborgh,12,29,0,29,0.379577,0.459516,0.012177,"#ff77ff"
180342891,jmvva,46,6,8,14,0.432205,0.49822,0.004871,"#ffb800"
180489593,anamamoreno,46,4,0,4,0.426264,0.653369,0,"#ffb800"
180782707,bitiji,1,0,10,10,0.369687,0.490936,0.002923,"#825403"
180798348,laesel,0,0,4,4,0.503292,0.476264,0,"#3e93ff"
180810338,saritaal,48,9,2,11,0.453288,0.472278,0.00341,"#008ebb"
181246416,JFeNegro,50,6,2,8,0.599847,0.505525,0.001948,"#008bdd"
181275446,grillopez,46,5,1,6,0.392246,0.492189,0.000974,"#3bec00"
181284454,tomasgna,19,22,0,22,0.545593,1,0.008768,"#3e93ff"
181973595,TextualScholar,0,1,23,24,0.38248,0.489635,0.009742,"#3e93ff"
182055772,NUILOS,12,0,8,8,0.447676,0.392054,0.001948,"#ff77ff"
182136328,marc_sogues,48,0,4,4,0.423792,0.568698,0,"#ff0d69"
182493103,ai_rivera,10,3,5,8,0.347708,0.337632,0.001948,"#3e93ff"
182573469,lolaescreva,39,4,4,8,0.49387,0.02429,0.001948,"#00e8b2"
182928017,IIBI_UNAM_MX,26,11,6,17,0.305565,0.433204,0.006332,"#3e93ff"
182932778,Corpoeducacion,19,5,1,6,0.499633,0.422554,0.000974,"#00ed5d"
183099929,Utadeo_edu_co,19,15,0,15,0.449167,0.43005,0.005358,"#00ed5d"
183183245,telefonica_ed,1,8,1,9,0.198174,0.500591,0.002435,"#825403"
183420811,danillero,48,5,0,5,0.496675,0.612109,0.000487,"#008ebb"
183540750,Jberenike,46,0,5,5,0.381893,0.486598,0.000487,"#3e93ff"
183586438,Amroman1,46,49,14,63,0.343087,0.667259,0.028738,"#3bec00"
183706945,BibECOCFCH,39,0,7,7,0.412965,0.308754,0.001461,"#00e8b2"
183969483,Biblioteca_UNED,46,64,17,81,0.448705,0.542434,0.037506,"#ffb800"
183988375,Mario_Colleoni,50,7,4,11,0.555932,0.560419,0.00341,"#ffb800"
184186590,ALCASABAL,46,0,4,4,0.342996,0.580504,0,"#3bec00"
184290612,oropa9,0,0,6,6,0.473722,0.457913,0.000974,"#3e93ff"
184563620,kmapesy,0,0,10,10,0.387715,0.463728,0.002923,"#3e93ff"
184810137,DrBicentenario,46,4,0,4,0.318808,0.609621,0,"#3bec00"
184917701,popaylove,46,0,7,7,0.349884,0.531477,0.001461,"#ffb800"
185267188,cbchileag,0,8,0,8,0.330981,0.454937,0.001948,"#3e93ff"
185293144,andrews_cath,27,0,4,4,0.420814,0.356463,0,"#ff77ff"
185389270,do_paulo,39,7,10,17,0.42398,0.36332,0.006332,"#00e8b2"
185567052,LIBEReurope,46,8,0,8,0.363678,0.528992,0.001948,"#3bec00"
185895357,StephGarces,19,0,9,9,0.436883,0.463533,0.002435,"#00ed5d"
186149907,Wences91,15,0,5,5,0.519712,0.51345,0.000487,"#006032"
186223142,hernandolopera,46,7,35,42,0.355169,0.534546,0.018509,"#3bec00"
186378357,desemboltura,12,0,15,15,0.365677,0.446669,0.005358,"#ff77ff"
187873235,Merce_G,14,1,14,15,0.552529,0.349634,0.005358,"#b6cb00"
187966054,alejandromx_11,0,0,5,5,0.357748,0.330712,0.000487,"#3e93ff"
188405911,egiordanino,46,16,37,53,0.383581,0.545608,0.023867,"#3bec00"
188500621,ScholCommons,12,0,4,4,0.352277,0.426789,0,"#ff77ff"
188653902,raulolivan,48,12,0,12,0.524518,0.557581,0.003897,"#008ebb"
188672931,carlacolombati,46,1,13,14,0.35345,0.535201,0.004871,"#ffb800"
188725330,UniBarcelona,48,24,0,24,0.519022,0.546562,0.009742,"#008ebb"
188992557,FerreiraLuisi,54,0,5,5,0.602599,0.684692,0.000487,"#c6cc85"
189266930,t_applicada,15,1,3,4,0.510032,0.544013,0,"#006032"
189276553,manuelm_mx,0,12,10,22,0.324178,0.514409,0.008768,"#3e93ff"
189664003,roserbenavides,48,0,5,5,0.536586,0.518745,0.000487,"#ff0d69"
189928602,agsb_bilbao,17,2,3,5,0.43756,0.655495,0.000487,"#3bec00"
190202376,mpiEscobar,12,1,3,4,0.386555,0.483619,0,"#ff77ff"
190336857,devhrmx,1,10,6,16,0.195507,0.49515,0.005845,"#825403"
190783515,HD,46,11,0,11,0.402363,0.53799,0.00341,"#8ecfec"
190886946,profwernimont,12,0,13,13,0.302634,0.449435,0.004384,"#ff77ff"
190995776,joselupalacios,46,0,4,4,0.38843,0.537793,0,"#ffb800"
191143493,CSIC,48,47,0,47,0.448408,0.603577,0.020945,"#008ebb"
191470544,ffyh_unc,46,4,0,4,0.340213,0.631894,0,"#ffb800"
191479929,LoriteFonta,1,1,7,8,0.415496,0.542402,0.001948,"#3bec00"
192077546,revistaluthor,46,14,2,16,0.218228,0.578258,0.005845,"#3bec00"
192268644,ALoreli,15,2,12,14,0.48502,0.519269,0.004871,"#006032"
192411472,bibliotecasUNAM,26,0,6,6,0.313802,0.421689,0.000974,"#3e93ff"
192811471,I3Aunizar,48,1,3,4,0.35956,0.703347,0,"#008ebb"
192858272,BUSCUSC,48,7,11,18,0.391948,0.55238,0.006819,"#ffb800"
192981712,AgEInves,46,6,0,6,0.391405,0.552298,0.000974,"#fcae7e"
193066262,robertocuadros1,22,3,6,9,0.370392,0.59364,0.002435,"#8ecfec"
193206912,MontseOlive,15,0,4,4,0.498119,0.487198,0,"#006032"
193221975,CMontcusi,0,0,4,4,0.422992,0.505814,0,"#008ebb"
193533732,nayaroldan,0,6,2,8,0.329724,0.350494,0.001948,"#3e93ff"
194043970,elemontiel,48,6,8,14,0.464725,0.653394,0.004871,"#008ebb"
194047322,jor_gracia,48,35,5,40,0.458355,0.671609,0.017535,"#008ebb"
194297768,_lezti_,12,0,26,26,0.396676,0.469407,0.010716,"#ff77ff"
194715814,Alorenzo1957,21,1,6,7,0.562851,0.794611,0.001461,"#ffa64e"
194820145,un_bogota,19,6,0,6,0.394006,0.354741,0.000974,"#00ed5d"
195100950,articaonline,54,37,4,41,0.501392,0.52935,0.018022,"#c6cc85"
195150298,UNAMdigital,26,40,1,41,0.427631,0.425282,0.018022,"#3e93ff"
195359126,VicenteBenitezG,36,8,2,10,0.139394,0.45973,0.002923,"#6c241e"
195811909,HumanidadesTO,37,71,14,85,0.468961,0.577254,0.039454,"#fcae7e"
196015866,MCHedgehog_,0,17,15,32,0.320711,0.417021,0.013639,"#3e93ff"
196124212,alfredocorell,46,2,2,4,0.345571,0.550673,0,"#ffb800"
196147311,FerrarelliM,48,1,4,5,0.420505,0.6059,0.000487,"#008ebb"
196178283,ram6macedo,26,0,4,4,0.392838,0.404223,0,"#3e93ff"
196229662,mopoza,46,2,8,10,0.405042,0.51709,0.002923,"#ffb800"
196384173,INAHmx,0,16,4,20,0.367134,0.393945,0.007793,"#3e93ff"
197026804,granadaenlared,15,5,0,5,0.54272,0.487718,0.000487,"#ff0d69"
197199146,Lineamadrid,28,69,1,70,0.487861,0.189583,0.032148,"#8ecfec"
197601400,evemuseografia,50,4,0,4,0.48245,0.606863,0,"#008bdd"
197868423,jojokarlin,12,5,7,12,0.372669,0.383059,0.003897,"#3e93ff"
198442204,dactilosedicion,1,3,3,6,0.331619,0.568372,0.000974,"#825403"
198570024,luismiyou,48,0,6,6,0.487374,0.557335,0.000974,"#008ebb"
198795345,patrimrodilla,49,6,27,33,0.437078,0.510958,0.014126,"#ff0d69"
198803317,FundacionISD,48,15,6,21,0.35688,0.502992,0.008281,"#008ebb"
198887843,LaUASLP,12,11,3,14,0.369445,0.408126,0.004871,"#ff77ff"
198926150,CIIDET,31,11,1,12,0.458948,0.36831,0.003897,"#3e93ff"
199182471,cerlope,46,4,1,5,0.444324,0.54578,0.000487,"#ffb800"
200326766,MaritheOru,36,0,4,4,0.146428,0.490831,0,"#00e8b2"
200731864,laumonteroc,17,0,4,4,0.345108,0.554418,0,"#3bec00"
200770882,elemmental_com,54,12,2,14,0.41832,0.538803,0.004871,"#c6cc85"
201413739,Mangeles_HM,48,0,4,4,0.538951,0.528344,0,"#008ebb"
201935267,JAriza10,12,0,4,4,0.460988,0.433834,0,"#ff77ff"
202321002,rdu_unam,26,56,0,56,0.503049,0.397428,0.025329,"#3e93ff"
203703517,jagzarandona,46,2,2,4,0.254657,0.503001,0,"#ffb800"
204071829,yasir_HS,0,0,4,4,0.362526,0.445945,0,"#3e93ff"
204100902,PapelesDeMusica,48,10,3,13,0.335517,0.641799,0.004384,"#008ebb"
204232370,mrodriguezarn,48,1,12,13,0.473819,0.521225,0.004384,"#008ebb"
204670349,IPEditorial,1,7,4,11,0.385433,0.539794,0.00341,"#825403"
204739101,josepnieto,14,0,6,6,0.625074,0.216559,0.000974,"#b6cb00"
204946934,Cuatroochenta,15,2,2,4,0.60086,0.637378,0,"#006032"
205195655,maxplanckpress,39,7,0,7,0.421885,0.378302,0.001461,"#00e8b2"
205283098,brigitnr,48,5,0,5,0.605669,0.514167,0.000487,"#ff0d69"
205640203,TE_GranEmpresa,1,21,5,26,0.307712,0.576389,0.010716,"#825403"
206158727,AdelasherasL,21,6,0,6,0.558457,0.803862,0.000974,"#ffa64e"
206364045,cadenaroa,26,2,3,5,0.483498,0.448322,0.000487,"#3e93ff"
206375063,FLACSOARGENTINA,46,7,0,7,0.365337,0.459753,0.001461,"#3bec00"
206396279,jgabelas,48,6,12,18,0.44304,0.615594,0.006819,"#008ebb"
206702819,DrVilledlTorre,25,0,14,14,0.404411,0.505183,0.004871,"#ff0d69"
208038261,dogandel,15,0,4,4,0.528462,0.522446,0,"#006032"
208262079,Jgb_santos,39,1,3,4,0.408666,0.306507,0,"#00e8b2"
208291902,nellysgc,50,0,7,7,0.61354,0.414034,0.001461,"#008bdd"
208405755,UPVCampusGandia,31,14,2,16,0.508781,0.359443,0.005845,"#ff0d69"
208676931,RULibraries,39,6,0,6,0.339426,0.344391,0.000974,"#00e8b2"
208747620,inchocordero,15,2,2,4,0.457332,0.47288,0,"#006032"
209075024,osfa_11,48,0,4,4,0.43419,0.500228,0,"#008ebb"
209093808,marilocastrillo,46,0,7,7,0.445479,0.558734,0.001461,"#ffb800"
209130989,ESDi_Barcelona,14,34,33,67,0.569877,0.326973,0.030687,"#b6cb00"
209193163,betgerber,17,1,5,6,0.350247,0.561777,0.000974,"#3bec00"
209363727,gisisch,46,0,5,5,0.510288,0.670636,0.000487,"#00a04a"
209484168,scoopit,48,59,0,59,0.453364,0.600182,0.02679,"#008ebb"
210128497,cjosegarza,38,7,1,8,0.605719,0.112666,0.001948,"#3e93ff"
210660373,UNTREF,36,7,0,7,0.210306,0.355824,0.001461,"#00e8b2"
210996391,sociobservermex,12,0,4,4,0.535954,0.333326,0,"#ff77ff"
211299754,FRodriguezJimen,21,1,14,15,0.501209,0.647156,0.005358,"#ffa64e"
211373182,AyeDic,19,0,5,5,0.383516,0.384147,0.000487,"#00ed5d"
211763566,codice_informa,0,3,2,5,0.308416,0.502175,0.000487,"#3e93ff"
211830307,cienciacanaria,37,0,5,5,0.500586,0.658344,0.000487,"#ffb800"
211989452,naidenmen,12,0,4,4,0.368305,0.240518,0,"#ff77ff"
212179973,isidore___,0,3,3,6,0.385237,0.5493,0.000974,"#3e93ff"
212243918,Km_Sabogal,36,13,26,39,0.453677,0.403194,0.017048,"#6c241e"
212297066,_CLACSO,26,22,6,28,0.266237,0.501673,0.01169,"#3bec00"
212312757,iberisTICs,39,5,4,9,0.660683,0.460939,0.002435,"#00e8b2"
212569176,teacherinside,39,1,3,4,0.695573,0.506926,0,"#00e8b2"
212759893,puentevaldivia,19,5,4,9,0.391453,0.381307,0.002435,"#00ed5d"
213099694,elquellegatarde,15,19,9,28,0.465014,0.532836,0.01169,"#006032"
213474460,CreativiTIC,35,5,2,7,0.482713,0.575986,0.001461,"#c42c63"
214292881,fmorales1980,42,8,5,13,0.309666,0.217915,0.004384,"#005076"
214733756,IC_Manila,25,0,4,4,0.423289,0.61551,0,"#8ecfec"
214965900,CampusMDelibes,48,3,13,16,0.399929,0.560578,0.005845,"#008ebb"
215205937,mangela_celis,37,37,33,70,0.441984,0.550238,0.032148,"#fcae7e"
215793735,rivkagreen,48,1,9,10,0.427097,0.53702,0.002923,"#008ebb"
215968373,unavbiblioteca,15,2,15,17,0.451714,0.534578,0.006332,"#8ecfec"
216072658,stratesys,35,4,2,6,0.321899,0.748183,0.000974,"#c42c63"
216311007,javierales,22,3,2,5,0.369351,0.620483,0.000487,"#8ecfec"
216334777,MECpy,36,18,0,18,0.152272,0.512999,0.006819,"#00e8b2"
216427970,arquivista2,15,3,4,7,0.479308,0.465134,0.001461,"#ff0d69"
216526330,eduescar,0,0,7,7,0.296121,0.438303,0.001461,"#3e93ff"
216739115,elpaisinenglish,39,4,0,4,0.398169,0.416671,0,"#00e8b2"
217166221,Georgina_BC,14,1,12,13,0.58014,0.31873,0.004384,"#b6cb00"
217804739,Facebook,46,5,0,5,0.394639,0.530228,0.000487,"#ffb800"
217885674,iyepes0120,0,0,4,4,0.37648,0.416678,0,"#3e93ff"
217927035,kedelsg,1,1,6,7,0.447257,0.583854,0.001461,"#825403"
218330700,dabautistac,12,7,18,25,0.441323,0.460981,0.010229,"#ff77ff"
218480903,Areandina,46,5,0,5,0.369707,0.614999,0.000487,"#008ebb"
218830003,emchateau,0,0,8,8,0.373213,0.476636,0.001948,"#ffb800"
220180748,titinamonina,0,1,5,6,0.399195,0.383816,0.000974,"#3e93ff"
220271264,fnietomorales,26,39,3,42,0.299995,0.220528,0.018509,"#3e93ff"
220843345,Priscilamateini,39,0,10,10,0.361351,0.458827,0.002923,"#00e8b2"
220911015,sandroidefilos,0,14,53,67,0.397939,0.459688,0.030687,"#3e93ff"
221050142,FyL_UAM,49,28,4,32,0.54689,0.498871,0.013639,"#ffa64e"
221313572,enlight_ED,1,22,8,30,0.325161,0.528143,0.012664,"#825403"
221510878,anvcscalar,0,2,2,4,0.284134,0.378478,0,"#ff77ff"
221540591,diagonalesweb,46,4,0,4,0.317028,0.582902,0,"#3bec00"
222109723,untiporaro,12,0,13,13,0.391504,0.457311,0.004384,"#ff77ff"
222269705,Ibangarciadb,21,7,6,13,0.478597,0.601581,0.004384,"#ffa64e"
222937952,vgutierrezsanz,46,3,6,9,0.359563,0.547033,0.002435,"#3bec00"
222950058,caedare,12,0,6,6,0.393321,0.411222,0.000974,"#ff77ff"
223235151,Nana_Cutzin,26,1,14,15,0.358031,0.460396,0.005358,"#3e93ff"
223279139,ccdinarte2010,26,2,6,8,0.69651,0.562492,0.001948,"#3e93ff"
223472601,DisfrutemosBA,46,9,0,9,0.124111,0.674175,0.002435,"#3bec00"
223580411,MauricioTexcoco,17,1,3,4,0.088349,0.560294,0,"#825403"
223593253,GomezBalza,50,4,6,10,0.561334,0.429205,0.002923,"#008bdd"
223598917,german_sierra,0,0,4,4,0.343742,0.464194,0,"#3e93ff"
223834901,sallesto,46,31,13,44,0.383868,0.489493,0.019484,"#3bec00"
224289167,Beba_Perez,1,2,5,7,0.59921,0.601499,0.001461,"#ff12a3"
224331457,juvelas,0,7,2,9,0.36452,0.268204,0.002435,"#3e93ff"
224355972,jhinfinito,12,6,13,19,0.453685,0.442703,0.007306,"#00ed5d"
224392992,sofia_valenzuel,32,4,1,5,0.088273,0.392248,0.000487,"#3bec00"
224631899,figshare,0,3,1,4,0.431269,0.465765,0,"#3e93ff"
225001462,grafosfera,22,26,33,59,0.439861,0.487393,0.02679,"#ff0d69"
225066068,LinaCWills,19,5,6,11,0.451398,0.391847,0.00341,"#00ed5d"
225144089,elcolsan,0,19,11,30,0.352944,0.390528,0.012664,"#3e93ff"
225453405,Clarafatri,22,0,4,4,0.161713,0.559151,0,"#8ecfec"
226212235,amesassy,0,4,37,41,0.380444,0.47053,0.018022,"#3e93ff"
226713255,tatianaduplat,19,5,5,10,0.562003,0.404497,0.002923,"#00ed5d"
226790871,BPPiloto,46,3,1,4,0.194015,0.537533,0,"#3bec00"
227090031,MJesusCanizares,14,3,2,5,0.67166,0.186005,0.000487,"#b6cb00"
227264918,adgfad,48,8,4,12,0.491643,0.627394,0.003897,"#008ebb"
227358393,unil,25,8,0,8,0.403331,0.577024,0.001948,"#ff0d69"
227368346,IC_Bruselas,22,14,6,20,0.33726,0.692191,0.007793,"#8ecfec"
227539872,josegeeklml,19,18,27,45,0.377241,0.416025,0.019971,"#3e93ff"
228057112,Alexherregil,46,1,3,4,0.154001,0.531885,0,"#3bec00"
228317338,AndaluciaTECH,15,3,4,7,0.450911,0.512523,0.001461,"#ff0d69"
228402125,SunriseAtTheSky,49,1,9,10,0.37687,0.535434,0.002923,"#ffa64e"
228875500,lema2r,46,22,40,62,0.418678,0.517427,0.028251,"#ffb800"
229059335,GaleEMEA,39,5,0,5,0.34368,0.31879,0.000487,"#00e8b2"
229127266,MarcMaciaFarre,19,0,11,11,0.436817,0.526199,0.00341,"#00ed5d"
230823610,Aleph43,19,0,6,6,0.548129,0.562437,0.000974,"#5456a6"
231144760,ferranet2,49,14,7,21,0.454432,0.401285,0.008281,"#ff77ff"
231204463,latinategua,17,3,1,4,0.093416,0.608189,0,"#ffb800"
231261891,Ipsorai,0,6,6,12,0.319819,0.397342,0.003897,"#3e93ff"
231411941,ivan_hombre,48,0,4,4,0.511129,0.595718,0,"#008ebb"
231495872,EPLaRioja,25,3,1,4,0.403795,0.437683,0,"#ff0d69"
231577324,NetflixLAT,0,7,0,7,0.331236,0.499793,0.001461,"#3e93ff"
