Source,Target,Type,Id,Label,Weight,Color
37244784,4873919206,Directed,4991,,1,"#000000"
37255347,19349825,Directed,4992,,1,"#000000"
37255347,33832669,Directed,4993,,2,"#000000"
37255347,331064775,Directed,4994,,4,"#000000"
37255347,516158050,Directed,4995,,1,"#000000"
37255347,1244112038,Directed,4996,,1,"#000000"
37255347,1434359630,Directed,4997,,4,"#000000"
37255347,2375696683,Directed,4998,,2,"#000000"
37255347,2422171706,Directed,4999,,3,"#000000"
37255347,2428174303,Directed,5000,,1,"#000000"
37255347,2609484936,Directed,5001,,2,"#000000"
37255347,2719788874,Directed,5002,,1,"#000000"
37255347,1082826724935696386,Directed,5003,,1,"#000000"
37255347,733704319833346050,Directed,5004,,1,"#000000"
37255419,43664690,Directed,5005,,1,"#000000"
37255419,788328554253709312,Directed,5006,,1,"#000000"
37283473,12725692,Directed,5007,,2,"#000000"
37283473,14834302,Directed,5008,,1,"#000000"
37283473,15585350,Directed,5009,,1,"#000000"
37283473,20953990,Directed,5010,,4,"#000000"
37283473,33832669,Directed,5011,,3,"#000000"
37283473,35403297,Directed,5012,,1,"#000000"
37283473,186223142,Directed,5013,,3,"#000000"
37283473,226790871,Directed,5014,,1,"#000000"
37343073,44151017,Directed,5015,,1,"#000000"
37343073,607602141,Directed,5016,,1,"#000000"
37383783,16571064,Directed,5017,,2,"#000000"
37383783,74776409,Directed,5018,,1,"#000000"
37571068,89258666,Directed,5019,,1,"#000000"
37571068,516158050,Directed,5020,,1,"#000000"
37571068,2398401368,Directed,5021,,1,"#000000"
37636497,2375696683,Directed,5022,,1,"#000000"
37714285,11327242,Directed,5023,,1,"#000000"
37724931,331064775,Directed,5024,,1,"#000000"
37725165,3315618027,Directed,5025,,1,"#000000"
37743703,20509689,Directed,5026,,1,"#000000"
37743703,983101658,Directed,5027,,1,"#000000"
37774798,174301293,Directed,5028,,1,"#000000"
37807660,56957909,Directed,5029,,1,"#000000"
37807660,195100950,Directed,5030,,1,"#000000"
37811953,1044196866353696770,Directed,5031,,1,"#000000"
37835750,1239205478774816775,Directed,5032,,1,"#000000"
37864753,22288099,Directed,5033,,1,"#000000"
37864753,50626996,Directed,5034,,1,"#000000"
37864753,63590302,Directed,5035,,1,"#000000"
37864753,118224151,Directed,5036,,1,"#000000"
37864753,145686963,Directed,5037,,1,"#000000"
37864753,265220322,Directed,5038,,1,"#000000"
37864753,331064775,Directed,5039,,1,"#000000"
37864753,2188868180,Directed,5040,,1,"#000000"
37883400,123949057,Directed,5041,,1,"#000000"
37883400,999020146965536768,Directed,5042,,1,"#000000"
37932326,35043821,Directed,5043,,1,"#000000"
37940750,118224151,Directed,5045,,1,"#000000"
37944019,12035172,Directed,5046,,1,"#000000"
37986582,91927275,Directed,5047,,1,"#000000"
38044427,1239205478774816775,Directed,5048,,1,"#000000"
38108627,1239205478774816775,Directed,5049,,1,"#000000"
38169381,725445697382809600,Directed,5050,,1,"#000000"
38183984,118224151,Directed,5051,,1,"#000000"
38183984,3475489514,Directed,5052,,1,"#000000"
38209474,118224151,Directed,5053,,1,"#000000"
38248242,88694828,Directed,5054,,1,"#000000"
38248242,334930037,Directed,5055,,1,"#000000"
38282454,46244467,Directed,5056,,1,"#000000"
38282454,91438333,Directed,5057,,1,"#000000"
38282454,238253188,Directed,5058,,1,"#000000"
38282454,247370192,Directed,5059,,1,"#000000"
38282454,1302422896644632577,Directed,5060,,1,"#000000"
38366169,16571064,Directed,5061,,1,"#000000"
38366169,237901719,Directed,5062,,1,"#000000"
38391917,17534607,Directed,5063,,2,"#000000"
38391917,245413049,Directed,5064,,4,"#000000"
38391917,331064775,Directed,5065,,1,"#000000"
38458793,174301293,Directed,5066,,1,"#000000"
38463874,622908793,Directed,5067,,1,"#000000"
38463874,1214531946061213696,Directed,5068,,1,"#000000"
38471570,11112192,Directed,5069,,1,"#000000"
38471570,15108897,Directed,5070,,1,"#000000"
38471570,15997828,Directed,5071,,1,"#000000"
38471570,16149989,Directed,5072,,1,"#000000"
38471570,73315263,Directed,5073,,1,"#000000"
38471570,223834901,Directed,5074,,2,"#000000"
38471570,946965716,Directed,5075,,1,"#000000"
38471570,1322976715,Directed,5076,,1,"#000000"
38471570,1434359630,Directed,5077,,4,"#000000"
38471570,2422171706,Directed,5078,,2,"#000000"
38471570,826102642002817025,Directed,5079,,1,"#000000"
38487101,92263542,Directed,5080,,1,"#000000"
38558340,155470822,Directed,5081,,1,"#000000"
38558340,331064775,Directed,5082,,1,"#000000"
38558340,940970240279801861,Directed,5083,,1,"#000000"
38562659,33593435,Directed,5084,,1,"#000000"
38562659,76146283,Directed,5085,,1,"#000000"
38562659,253865251,Directed,5086,,1,"#000000"
38562659,1434359630,Directed,5087,,1,"#000000"
38562659,2422171706,Directed,5088,,1,"#000000"
38562659,3151876308,Directed,5089,,1,"#000000"
38562659,3153574948,Directed,5090,,1,"#000000"
38562659,3452208673,Directed,5091,,1,"#000000"
38562659,4048787009,Directed,5092,,1,"#000000"
38562659,826102642002817025,Directed,5093,,1,"#000000"
38562659,940970240279801861,Directed,5094,,1,"#000000"
38583938,139911585,Directed,5096,,1,"#000000"
38583938,2375696683,Directed,5097,,1,"#000000"
38607794,1184797855044853765,Directed,5098,,1,"#000000"
38640989,3122211,Directed,5099,,1,"#000000"
38640989,9758512,Directed,5100,,1,"#000000"
38640989,15635191,Directed,5101,,1,"#000000"
38640989,15901999,Directed,5102,,3,"#000000"
38640989,54237742,Directed,5103,,1,"#000000"
38640989,100592931,Directed,5104,,1,"#000000"
38640989,205640203,Directed,5105,,1,"#000000"
38640989,370072897,Directed,5106,,1,"#000000"
38640989,956187441857290242,Directed,5107,,3,"#000000"
38640989,999020146965536768,Directed,5108,,1,"#000000"
38668074,15468302,Directed,5109,,1,"#000000"
38668074,17508247,Directed,5110,,1,"#000000"
38668074,136205259,Directed,5111,,1,"#000000"
38701532,399944230,Directed,5112,,1,"#000000"
38701532,437837999,Directed,5113,,1,"#000000"
38701532,1042557399117099008,Directed,5114,,1,"#000000"
38701532,994701526236090368,Directed,5115,,1,"#000000"
38722156,19224803,Directed,5116,,1,"#000000"
38722156,2938341550,Directed,5117,,1,"#000000"
38722156,3568118183,Directed,5118,,1,"#000000"
38722156,958733805497540608,Directed,5119,,1,"#000000"
38762370,181284454,Directed,5120,,1,"#000000"
38829940,26726848,Directed,5121,,1,"#000000"
38829940,331064775,Directed,5122,,1,"#000000"
38829940,2375696683,Directed,5123,,1,"#000000"
39079874,2676431,Directed,5125,,1,"#000000"
39079874,17508247,Directed,5126,,1,"#000000"
39079874,19919242,Directed,5127,,1,"#000000"
39079874,41830883,Directed,5128,,1,"#000000"
39079874,56447221,Directed,5129,,1,"#000000"
39079874,188653902,Directed,5130,,1,"#000000"
39079874,260275207,Directed,5131,,1,"#000000"
39079874,3313961901,Directed,5132,,1,"#000000"
39098763,227368346,Directed,5133,,1,"#000000"
39098763,475240029,Directed,5134,,3,"#000000"
39098763,986178732,Directed,5135,,1,"#000000"
39098763,2849040833,Directed,5136,,1,"#000000"
39146356,235269347,Directed,5137,,2,"#000000"
39212286,564788462,Directed,5138,,1,"#000000"
39258677,174301293,Directed,5139,,1,"#000000"
39260772,14834302,Directed,5140,,1,"#000000"
39296194,39296194,Directed,5141,,2,"#000000"
39296194,55539822,Directed,5142,,1,"#000000"
39296194,164290943,Directed,5143,,3,"#000000"
39296194,185389270,Directed,5144,,1,"#000000"
39296194,1007311039,Directed,5145,,1,"#000000"
39296194,1217118984,Directed,5146,,4,"#000000"
39296194,1237515474755375104,Directed,5147,,3,"#000000"
39296194,978453592561672192,Directed,5148,,1,"#000000"
39296194,915948076946411520,Directed,5149,,1,"#000000"
39296194,740178241445593088,Directed,5150,,1,"#000000"
39374416,29107948,Directed,5151,,1,"#000000"
39429546,14075146,Directed,5152,,1,"#000000"
39429546,18102873,Directed,5153,,1,"#000000"
39429546,396241313,Directed,5154,,1,"#000000"
39444200,82409699,Directed,5155,,1,"#000000"
39462470,11327242,Directed,5156,,1,"#000000"
39462470,14960548,Directed,5157,,1,"#000000"
39462470,15993641,Directed,5158,,1,"#000000"
39462470,17508247,Directed,5159,,1,"#000000"
39462470,180810338,Directed,5160,,1,"#000000"
39462470,414496177,Directed,5161,,1,"#000000"
39518155,27807595,Directed,5162,,2,"#000000"
39518155,146325435,Directed,5163,,1,"#000000"
39518155,233476466,Directed,5164,,1,"#000000"
39518155,3740754315,Directed,5165,,1,"#000000"
39521800,1306286577820327937,Directed,5166,,1,"#000000"
39565333,937463240,Directed,5167,,1,"#000000"
39609552,107145333,Directed,5168,,1,"#000000"
39619991,434968866,Directed,5169,,1,"#000000"
39698057,1565465358,Directed,5170,,1,"#000000"
39765594,1176509223724900352,Directed,5171,,1,"#000000"
39807911,58073253,Directed,5172,,1,"#000000"
39817290,17025362,Directed,5173,,1,"#000000"
39840554,91612785,Directed,5174,,1,"#000000"
39894323,1170404948,Directed,5175,,1,"#000000"
39895840,19537216,Directed,5176,,1,"#000000"
40004228,2749803914,Directed,5177,,1,"#000000"
40010685,18139026,Directed,5178,,1,"#000000"
40090034,40090034,Directed,5179,,2,"#000000"
40090034,56635115,Directed,5180,,3,"#000000"
40090034,331064775,Directed,5181,,1,"#000000"
40090034,394417360,Directed,5182,,1,"#000000"
40097592,4107241000,Directed,5183,,1,"#000000"
40102769,1483166647,Directed,5184,,1,"#000000"
40119197,1085728843711897600,Directed,5185,,1,"#000000"
40208238,2375696683,Directed,5186,,2,"#000000"
40212757,4527152596,Directed,5187,,1,"#000000"
40247884,10228272,Directed,5188,,1,"#000000"
40247884,3371648573,Directed,5189,,2,"#000000"
40251274,78841292,Directed,5190,,1,"#000000"
40266370,53480950,Directed,5191,,1,"#000000"
40291830,16571064,Directed,5192,,1,"#000000"
40291830,284734969,Directed,5193,,1,"#000000"
40291830,331064775,Directed,5194,,1,"#000000"
40291830,751092352320667649,Directed,5195,,1,"#000000"
40329047,138619304,Directed,5196,,1,"#000000"
40329047,1271570415454912513,Directed,5197,,1,"#000000"
40329047,1116727565060902912,Directed,5198,,1,"#000000"
40393591,16571064,Directed,5199,,1,"#000000"
40409319,34607715,Directed,5200,,1,"#000000"
40409319,826102642002817025,Directed,5201,,1,"#000000"
40469615,350411337,Directed,5202,,1,"#000000"
40536109,65395760,Directed,5204,,1,"#000000"
40551273,1170404948,Directed,5205,,1,"#000000"
40551273,1379808931787251721,Directed,5206,,1,"#000000"
40558279,26277867,Directed,5207,,1,"#000000"
40577613,974448919269822464,Directed,5208,,1,"#000000"
40611055,16571064,Directed,5209,,1,"#000000"
40611055,43379739,Directed,5210,,1,"#000000"
40611055,268192461,Directed,5211,,1,"#000000"
40611055,331064775,Directed,5212,,2,"#000000"
40611055,607602141,Directed,5213,,1,"#000000"
40611055,1205470920,Directed,5214,,1,"#000000"
40611055,1483166647,Directed,5215,,1,"#000000"
40643519,19537216,Directed,5216,,1,"#000000"
40643519,95446652,Directed,5217,,1,"#000000"
40643519,284734969,Directed,5218,,1,"#000000"
40643519,414496177,Directed,5219,,1,"#000000"
40643519,459411454,Directed,5220,,1,"#000000"
40643519,3371648573,Directed,5221,,1,"#000000"
40643519,751092352320667649,Directed,5222,,1,"#000000"
40753142,174301293,Directed,5223,,2,"#000000"
40753142,995994829657010176,Directed,5224,,2,"#000000"
40764813,331064775,Directed,5225,,1,"#000000"
40830172,139689286,Directed,5227,,1,"#000000"
40830172,957509173,Directed,5228,,2,"#000000"
40849855,1184797855044853765,Directed,5229,,1,"#000000"
40942340,601519084,Directed,5230,,1,"#000000"
40953076,15635191,Directed,5231,,1,"#000000"
40953076,16571064,Directed,5232,,1,"#000000"
40953076,40953076,Directed,5233,,1,"#000000"
40953076,42648852,Directed,5234,,1,"#000000"
40953076,56635115,Directed,5235,,1,"#000000"
40953076,58073253,Directed,5236,,1,"#000000"
40953076,196384173,Directed,5237,,2,"#000000"
40953076,331064775,Directed,5238,,5,"#000000"
40953076,574030246,Directed,5239,,1,"#000000"
40953076,1483166647,Directed,5240,,1,"#000000"
40953076,2355218522,Directed,5241,,1,"#000000"
40953076,3002718796,Directed,5242,,1,"#000000"
40988451,225066068,Directed,5243,,1,"#000000"
40988451,2844738463,Directed,5244,,1,"#000000"
41013595,434968866,Directed,5245,,1,"#000000"
41043162,118224151,Directed,5246,,1,"#000000"
41043162,2188868180,Directed,5247,,1,"#000000"
41176329,64374288,Directed,5248,,1,"#000000"
41176329,125391822,Directed,5249,,1,"#000000"
41176329,1088868666,Directed,5250,,1,"#000000"
41190229,58899916,Directed,5251,,1,"#000000"
41190229,287659745,Directed,5252,,1,"#000000"
41230160,50626996,Directed,5253,,3,"#000000"
41248554,1075444961867374592,Directed,5254,,1,"#000000"
41274437,41274437,Directed,5255,,1,"#000000"
41274437,192077546,Directed,5256,,5,"#000000"
41274437,2422171706,Directed,5257,,2,"#000000"
41277309,174301293,Directed,5258,,1,"#000000"
41329328,15039663,Directed,5259,,1,"#000000"
41329328,19770809,Directed,5260,,1,"#000000"
41329328,36323374,Directed,5261,,1,"#000000"
41329328,1175382716,Directed,5262,,1,"#000000"
41355964,7996082,Directed,5263,,1,"#000000"
41371853,14086852,Directed,5264,,1,"#000000"
41371853,15468474,Directed,5265,,1,"#000000"
41371853,15869696,Directed,5266,,1,"#000000"
41371853,15901999,Directed,5267,,1,"#000000"
41371853,16571064,Directed,5268,,20,"#000000"
41371853,42648852,Directed,5269,,3,"#000000"
41371853,43379739,Directed,5270,,5,"#000000"
41371853,44151017,Directed,5271,,2,"#000000"
41371853,46667480,Directed,5272,,1,"#000000"
41371853,48870122,Directed,5273,,1,"#000000"
41371853,75085818,Directed,5274,,1,"#000000"
41371853,82889243,Directed,5275,,1,"#000000"
41371853,94265190,Directed,5276,,10,"#000000"
41371853,139689286,Directed,5277,,1,"#000000"
41371853,152017988,Directed,5278,,1,"#000000"
41371853,238253188,Directed,5279,,2,"#000000"
41371853,256128069,Directed,5280,,1,"#000000"
41371853,272280643,Directed,5281,,11,"#000000"
41371853,284734969,Directed,5282,,1,"#000000"
41371853,311640613,Directed,5283,,1,"#000000"
41371853,331064775,Directed,5284,,72,"#000000"
41371853,351699614,Directed,5285,,1,"#000000"
41371853,399710646,Directed,5286,,2,"#000000"
41371853,422721396,Directed,5287,,1,"#000000"
41371853,469501029,Directed,5288,,1,"#000000"
41371853,607602141,Directed,5289,,1,"#000000"
41371853,808943102,Directed,5290,,1,"#000000"
41371853,957509173,Directed,5291,,2,"#000000"
41371853,981602611,Directed,5292,,1,"#000000"
41371853,1084969592,Directed,5293,,1,"#000000"
41371853,1434359630,Directed,5294,,2,"#000000"
41371853,1473434310,Directed,5295,,1,"#000000"
41371853,1516955634,Directed,5296,,1,"#000000"
41371853,1547855347,Directed,5297,,1,"#000000"
41371853,2375696683,Directed,5298,,4,"#000000"
41371853,2422171706,Directed,5299,,4,"#000000"
41371853,3004324330,Directed,5300,,1,"#000000"
41371853,3153574948,Directed,5301,,1,"#000000"
41371853,3371648573,Directed,5302,,1,"#000000"
41371853,4048650860,Directed,5303,,1,"#000000"
41371853,751092352320667649,Directed,5304,,5,"#000000"
41371853,1022155139191386113,Directed,5305,,1,"#000000"
41371853,709382318788644866,Directed,5306,,1,"#000000"
41371853,1164964138214481920,Directed,5307,,1,"#000000"
41371853,940970240279801861,Directed,5308,,5,"#000000"
41371853,847045340167589888,Directed,5309,,1,"#000000"
41371853,733704319833346050,Directed,5310,,2,"#000000"
41371853,1042058069843296257,Directed,5311,,2,"#000000"
41371853,725445697382809600,Directed,5312,,1,"#000000"
41371853,956187441857290242,Directed,5313,,1,"#000000"
41371853,1082826724935696386,Directed,5314,,1,"#000000"
41374052,1042058069843296257,Directed,5315,,1,"#000000"
41383077,12725692,Directed,5316,,1,"#000000"
41383077,241192205,Directed,5317,,1,"#000000"
41393785,331064775,Directed,5318,,1,"#000000"
41424326,2857319315,Directed,5319,,1,"#000000"
41424326,828863719434235904,Directed,5320,,1,"#000000"
41428334,2613829772,Directed,5321,,1,"#000000"
41430015,82409699,Directed,5322,,1,"#000000"
41430015,196384173,Directed,5323,,1,"#000000"
41430015,247370192,Directed,5324,,1,"#000000"
41430015,331064775,Directed,5325,,2,"#000000"
41511685,26988360,Directed,5326,,1,"#000000"
41521845,830233215050928128,Directed,5327,,1,"#000000"
41548681,1091241,Directed,5328,,1,"#000000"
41548681,12725692,Directed,5329,,1,"#000000"
41548681,2841915940,Directed,5330,,1,"#000000"
41549042,33593435,Directed,5331,,1,"#000000"
41558482,1488375698,Directed,5332,,1,"#000000"
41558482,2609484936,Directed,5333,,1,"#000000"
41569514,19392745,Directed,5334,,1,"#000000"
41569514,33832669,Directed,5335,,2,"#000000"
41569514,65615210,Directed,5336,,2,"#000000"
41569514,191143493,Directed,5337,,1,"#000000"
41569514,507482535,Directed,5338,,7,"#000000"
41569514,2375696683,Directed,5339,,1,"#000000"
41569514,2507298325,Directed,5340,,1,"#000000"
41569514,3389486200,Directed,5341,,1,"#000000"
41569514,865014834143928322,Directed,5342,,2,"#000000"
41569514,704613732614344704,Directed,5343,,1,"#000000"
41609477,212297066,Directed,5344,,1,"#000000"
41665131,56957909,Directed,5345,,1,"#000000"
41758160,329946948,Directed,5346,,1,"#000000"
41824898,27015594,Directed,5347,,1,"#000000"
41824898,41824898,Directed,5348,,1,"#000000"
41824898,354544500,Directed,5349,,2,"#000000"
41824898,1174685846127239169,Directed,5350,,1,"#000000"
41880374,56957909,Directed,5351,,1,"#000000"
41894916,33832669,Directed,5352,,1,"#000000"
41923656,1434359630,Directed,5353,,1,"#000000"
41923656,1176509223724900352,Directed,5354,,1,"#000000"
41965769,12035172,Directed,5355,,4,"#000000"
41965769,33593435,Directed,5356,,1,"#000000"
41965769,41965769,Directed,5357,,4,"#000000"
41965769,720754110,Directed,5358,,22,"#000000"
41965769,1434359630,Directed,5359,,5,"#000000"
41965769,2422171706,Directed,5360,,1,"#000000"
41965769,4048650860,Directed,5361,,1,"#000000"
41965769,902968555855003648,Directed,5362,,40,"#000000"
42048922,7996082,Directed,5363,,1,"#000000"
42048922,715553633337737216,Directed,5364,,1,"#000000"
42064840,116925166,Directed,5365,,1,"#000000"
42070947,5695032,Directed,5366,,1,"#000000"
42070947,12035172,Directed,5367,,1,"#000000"
42070947,15655137,Directed,5368,,1,"#000000"
42070947,17159147,Directed,5369,,1,"#000000"
42070947,19907166,Directed,5370,,1,"#000000"
42070947,43379739,Directed,5371,,1,"#000000"
42070947,48388985,Directed,5372,,1,"#000000"
42070947,58073253,Directed,5373,,1,"#000000"
42070947,60715051,Directed,5374,,1,"#000000"
42070947,74042304,Directed,5375,,1,"#000000"
42070947,82445181,Directed,5376,,2,"#000000"
42070947,82889243,Directed,5377,,1,"#000000"
42070947,87918200,Directed,5378,,5,"#000000"
42070947,91438333,Directed,5379,,1,"#000000"
42070947,107145333,Directed,5380,,1,"#000000"
42070947,111132067,Directed,5381,,1,"#000000"
42070947,166030592,Directed,5382,,2,"#000000"
42070947,172873047,Directed,5383,,1,"#000000"
42070947,317803709,Directed,5384,,1,"#000000"
42070947,399710646,Directed,5385,,1,"#000000"
42070947,429038611,Directed,5386,,1,"#000000"
42070947,607602141,Directed,5387,,15,"#000000"
42070947,2364377184,Directed,5388,,1,"#000000"
42070947,2531015160,Directed,5389,,1,"#000000"
42070947,2933692635,Directed,5390,,2,"#000000"
42070947,4048787009,Directed,5391,,2,"#000000"
42070947,826102642002817025,Directed,5392,,4,"#000000"
42070947,1131572463597477890,Directed,5393,,1,"#000000"
42070947,733704319833346050,Directed,5394,,1,"#000000"
42070947,1195807221373919232,Directed,5395,,1,"#000000"
42070947,751405862820802560,Directed,5396,,1,"#000000"
42137252,42137252,Directed,5397,,2,"#000000"
42137252,82860809,Directed,5398,,1,"#000000"
42185722,5520702,Directed,5399,,1,"#000000"
42185722,148722326,Directed,5400,,1,"#000000"
42211691,1174339812700151808,Directed,5401,,2,"#000000"
42250022,16571064,Directed,5402,,1,"#000000"
42297487,384856915,Directed,5403,,1,"#000000"
42349828,169389350,Directed,5404,,1,"#000000"
42349828,601519084,Directed,5405,,1,"#000000"
42365574,209484168,Directed,5406,,1,"#000000"
42382306,197026804,Directed,5407,,1,"#000000"
42399225,79238964,Directed,5408,,1,"#000000"
42399225,1437184403462053890,Directed,5409,,1,"#000000"
42399225,1021465618011381760,Directed,5410,,1,"#000000"
42416418,56957909,Directed,5411,,1,"#000000"
42438918,733092900,Directed,5412,,1,"#000000"
42438918,1170404948,Directed,5413,,1,"#000000"
42465727,469501029,Directed,5414,,1,"#000000"
42526495,50347559,Directed,5415,,1,"#000000"
42594986,43664690,Directed,5417,,1,"#000000"
42594986,788328554253709312,Directed,5418,,1,"#000000"
42639451,245917381,Directed,5419,,1,"#000000"
42639451,3300459346,Directed,5420,,1,"#000000"
42648852,7465672,Directed,5421,,1,"#000000"
42648852,8087392,Directed,5422,,2,"#000000"
42648852,9785862,Directed,5423,,1,"#000000"
42648852,9893772,Directed,5424,,1,"#000000"
42648852,11332442,Directed,5425,,1,"#000000"
42648852,14084406,Directed,5426,,1,"#000000"
42648852,14229832,Directed,5427,,1,"#000000"
42648852,15057943,Directed,5428,,1,"#000000"
42648852,15145256,Directed,5429,,3,"#000000"
42648852,15869696,Directed,5430,,11,"#000000"
42648852,16009158,Directed,5431,,1,"#000000"
42648852,16571064,Directed,5432,,33,"#000000"
42648852,16708593,Directed,5433,,1,"#000000"
42648852,17152842,Directed,5434,,1,"#000000"
42648852,17471538,Directed,5435,,2,"#000000"
42648852,17973773,Directed,5436,,6,"#000000"
42648852,18059285,Directed,5437,,1,"#000000"
42648852,20034656,Directed,5438,,1,"#000000"
42648852,21762800,Directed,5439,,1,"#000000"
42648852,26988360,Directed,5440,,1,"#000000"
42648852,28412145,Directed,5441,,1,"#000000"
42648852,28643856,Directed,5442,,1,"#000000"
42648852,33383694,Directed,5443,,1,"#000000"
42648852,39134945,Directed,5444,,2,"#000000"
42648852,41371853,Directed,5445,,1,"#000000"
42648852,42648852,Directed,5446,,9,"#000000"
42648852,43379739,Directed,5447,,12,"#000000"
42648852,44151017,Directed,5448,,5,"#000000"
42648852,46244467,Directed,5449,,27,"#000000"
42648852,46667480,Directed,5450,,3,"#000000"
42648852,46744125,Directed,5451,,2,"#000000"
42648852,50626996,Directed,5452,,1,"#000000"
42648852,51531924,Directed,5453,,1,"#000000"
42648852,53480950,Directed,5454,,1,"#000000"
42648852,56957909,Directed,5455,,2,"#000000"
42648852,58073253,Directed,5456,,15,"#000000"
42648852,60439734,Directed,5457,,1,"#000000"
42648852,65395760,Directed,5458,,5,"#000000"
42648852,66942912,Directed,5459,,1,"#000000"
42648852,70997942,Directed,5460,,1,"#000000"
42648852,71320992,Directed,5461,,1,"#000000"
42648852,73749456,Directed,5462,,5,"#000000"
42648852,74683881,Directed,5463,,3,"#000000"
42648852,75085818,Directed,5464,,1,"#000000"
42648852,77185791,Directed,5465,,1,"#000000"
42648852,79570388,Directed,5466,,1,"#000000"
42648852,79749280,Directed,5467,,1,"#000000"
42648852,82409699,Directed,5468,,2,"#000000"
42648852,82889243,Directed,5469,,10,"#000000"
42648852,85343435,Directed,5470,,1,"#000000"
42648852,86380901,Directed,5471,,3,"#000000"
42648852,87918200,Directed,5472,,6,"#000000"
42648852,91438333,Directed,5473,,4,"#000000"
42648852,92630324,Directed,5474,,2,"#000000"
42648852,94265190,Directed,5475,,10,"#000000"
42648852,95654761,Directed,5476,,1,"#000000"
42648852,108363533,Directed,5477,,1,"#000000"
42648852,112610515,Directed,5478,,1,"#000000"
42648852,115416310,Directed,5479,,37,"#000000"
42648852,115775168,Directed,5480,,1,"#000000"
42648852,118224151,Directed,5481,,1,"#000000"
42648852,122520367,Directed,5482,,1,"#000000"
42648852,124147306,Directed,5483,,1,"#000000"
42648852,133361792,Directed,5484,,1,"#000000"
42648852,136072898,Directed,5485,,1,"#000000"
42648852,139141820,Directed,5486,,1,"#000000"
42648852,142367257,Directed,5487,,1,"#000000"
42648852,143288428,Directed,5488,,4,"#000000"
42648852,147319561,Directed,5489,,3,"#000000"
42648852,152017988,Directed,5490,,2,"#000000"
42648852,155470822,Directed,5491,,1,"#000000"
42648852,160357507,Directed,5492,,1,"#000000"
42648852,165337642,Directed,5493,,1,"#000000"
42648852,166030592,Directed,5494,,1,"#000000"
42648852,177275765,Directed,5495,,1,"#000000"
42648852,177760804,Directed,5496,,1,"#000000"
42648852,185267188,Directed,5497,,1,"#000000"
42648852,189963437,Directed,5498,,1,"#000000"
42648852,196015866,Directed,5499,,4,"#000000"
42648852,200775737,Directed,5500,,1,"#000000"
42648852,206375063,Directed,5501,,1,"#000000"
42648852,220911015,Directed,5502,,2,"#000000"
42648852,223834901,Directed,5503,,2,"#000000"
42648852,238253188,Directed,5504,,20,"#000000"
42648852,245413049,Directed,5505,,1,"#000000"
42648852,247370192,Directed,5506,,1,"#000000"
42648852,248631775,Directed,5507,,2,"#000000"
42648852,253865251,Directed,5508,,7,"#000000"
42648852,255145256,Directed,5509,,1,"#000000"
42648852,256128069,Directed,5510,,1,"#000000"
42648852,257038975,Directed,5511,,1,"#000000"
42648852,272280643,Directed,5512,,33,"#000000"
42648852,278364137,Directed,5513,,1,"#000000"
42648852,284734969,Directed,5514,,1,"#000000"
42648852,303635928,Directed,5515,,1,"#000000"
42648852,311640613,Directed,5516,,2,"#000000"
42648852,316554695,Directed,5517,,1,"#000000"
42648852,317555895,Directed,5518,,3,"#000000"
42648852,331064775,Directed,5519,,303,"#000000"
42648852,331195870,Directed,5520,,12,"#000000"
42648852,339826785,Directed,5521,,2,"#000000"
42648852,353962554,Directed,5522,,1,"#000000"
42648852,378076547,Directed,5523,,1,"#000000"
42648852,384685845,Directed,5524,,2,"#000000"
42648852,399038996,Directed,5525,,2,"#000000"
42648852,399710646,Directed,5526,,7,"#000000"
42648852,414496177,Directed,5527,,9,"#000000"
42648852,435970422,Directed,5528,,1,"#000000"
42648852,437837999,Directed,5529,,1,"#000000"
42648852,448091508,Directed,5530,,1,"#000000"
42648852,456012667,Directed,5531,,1,"#000000"
42648852,553177626,Directed,5532,,10,"#000000"
42648852,555099241,Directed,5533,,1,"#000000"
42648852,555528318,Directed,5534,,1,"#000000"
42648852,561850028,Directed,5535,,17,"#000000"
42648852,562571172,Directed,5536,,1,"#000000"
42648852,574030246,Directed,5537,,9,"#000000"
42648852,592401039,Directed,5538,,1,"#000000"
42648852,596207368,Directed,5539,,1,"#000000"
42648852,602254044,Directed,5540,,1,"#000000"
42648852,607602141,Directed,5541,,7,"#000000"
42648852,612026965,Directed,5542,,1,"#000000"
42648852,613717245,Directed,5543,,1,"#000000"
42648852,622908793,Directed,5544,,2,"#000000"
42648852,714418874,Directed,5545,,3,"#000000"
42648852,724824990,Directed,5546,,1,"#000000"
42648852,733092900,Directed,5547,,1,"#000000"
42648852,743775992,Directed,5548,,1,"#000000"
42648852,759561529,Directed,5549,,1,"#000000"
42648852,808943102,Directed,5550,,1,"#000000"
42648852,833414754,Directed,5551,,2,"#000000"
42648852,868097696,Directed,5552,,1,"#000000"
42648852,868566271,Directed,5553,,1,"#000000"
42648852,868601726,Directed,5554,,1,"#000000"
42648852,936789678,Directed,5555,,1,"#000000"
42648852,957509173,Directed,5556,,2,"#000000"
42648852,970731607,Directed,5557,,1,"#000000"
42648852,981602611,Directed,5558,,2,"#000000"
42648852,991082047,Directed,5559,,1,"#000000"
42648852,1125796202,Directed,5560,,5,"#000000"
42648852,1170404948,Directed,5561,,4,"#000000"
42648852,1205470920,Directed,5562,,8,"#000000"
42648852,1248577753,Directed,5563,,2,"#000000"
42648852,1251549229,Directed,5564,,5,"#000000"
42648852,1417666956,Directed,5565,,1,"#000000"
