Source,Target,Type,Id,Label,Weight
131368505,58073253,Directed,12647,,1
131368505,92634871,Directed,12648,,1
131368505,1017429942,Directed,12649,,1
131368505,1547855347,Directed,12650,,1
131368505,940970240279801861,Directed,12651,,1
131720153,2837353354,Directed,12660,,1
131720153,3068624261,Directed,12661,,1
131720153,877922772466511877,Directed,12662,,1
131811653,11332442,Directed,12665,,1
131811653,747721267982237696,Directed,12666,,1
131811653,1126575028852744193,Directed,12667,,1
131811653,1224365686782296064,Directed,12668,,1
131878801,1091241,Directed,12669,,1
131878801,12725692,Directed,12670,,1
131878801,35716729,Directed,12671,,1
131878801,193066262,Directed,12672,,1
131878801,2841915940,Directed,12673,,1
131878801,2849040833,Directed,12674,,1
131878801,3388805573,Directed,12675,,1
131961403,15468474,Directed,12680,,1
131961403,247370192,Directed,12681,,1
131961403,331064775,Directed,12682,,2
131961403,2375696683,Directed,12683,,1
132035959,12035172,Directed,12685,,1
132035959,33593435,Directed,12686,,2
132035959,41965769,Directed,12687,,1
132035959,48870122,Directed,12688,,1
132035959,1434359630,Directed,12689,,1
132278677,8087392,Directed,12699,,1
132278677,16571064,Directed,12700,,2
132278677,18059285,Directed,12701,,1
132278677,56957909,Directed,12702,,1
132278677,87918200,Directed,12703,,1
132278677,91438333,Directed,12704,,1
132278677,196015866,Directed,12705,,1
132278677,2422171706,Directed,12706,,1
132278677,855336729850421248,Directed,12707,,1
132310937,23128421,Directed,12710,,1
132310937,74683881,Directed,12711,,1
132310937,79271706,Directed,12712,,1
132310937,91927275,Directed,12713,,1
132310937,253541892,Directed,12714,,1
132310937,399710646,Directed,12715,,1
132310937,607602141,Directed,12716,,2
132310937,2375696683,Directed,12717,,1
132352604,8087392,Directed,12719,,1
132352604,16571064,Directed,12720,,1
132352604,19002571,Directed,12721,,1
132352604,91927275,Directed,12722,,1
132352604,92331865,Directed,12723,,1
132352604,93735450,Directed,12724,,1
132352604,109154400,Directed,12726,,1
132352604,238253188,Directed,12727,,1
132352604,253865251,Directed,12728,,1
132352604,275092678,Directed,12729,,1
132352604,434968866,Directed,12730,,1
132352604,733092900,Directed,12732,,1
132352604,957509173,Directed,12733,,1
132352604,1227185100,Directed,12734,,1
132352604,1404531452,Directed,12735,,1
132352604,1434359630,Directed,12736,,1
132352604,1462609603,Directed,12737,,1
132352604,2375696683,Directed,12738,,4
132352604,1302422896644632577,Directed,12739,,1
132462698,17152842,Directed,12746,,1
132462698,531033226,Directed,12747,,1
132631349,132631349,Directed,12757,,2
132792612,75085818,Directed,12765,,2
132792612,86126384,Directed,12766,,1
132792612,331064775,Directed,12767,,2
132911490,56957909,Directed,12768,,1
132911490,91927275,Directed,12769,,1
132911490,195811909,Directed,12770,,1
132911490,507482535,Directed,12771,,1
133075303,33832669,Directed,12777,,1
133075303,331064775,Directed,12779,,1
133075303,1382693386478612482,Directed,12780,,1
133361792,133361792,Directed,12784,,1
133361792,940970240279801861,Directed,12785,,1
133361792,831165079164960768,Directed,12786,,1
133382202,97883387,Directed,12787,,1
133382202,117034312,Directed,12788,,1
133382202,133382202,Directed,12789,,1
133382202,140152180,Directed,12790,,1
133382202,188725330,Directed,12791,,1
133382202,248378892,Directed,12792,,1
133382202,753615934326210560,Directed,12793,,1
133382202,1108039887926763520,Directed,12794,,3
133415058,1639352005,Directed,12796,,2
133415058,788430113859854336,Directed,12797,,5
133439438,65615210,Directed,12798,,1
133439438,117034312,Directed,12799,,1
133439438,166533671,Directed,12800,,1
133439438,191143493,Directed,12801,,1
133439438,989366766,Directed,12802,,1
133439438,2957474806,Directed,12803,,1
133671326,2196019344,Directed,12807,,1
133740232,12725692,Directed,12808,,2
133740232,130300937,Directed,12809,,1
133740232,133740232,Directed,12810,,3
133740232,164777194,Directed,12811,,3
133740232,567256073,Directed,12812,,1
134296976,16656420,Directed,12826,,1
134296976,19607259,Directed,12827,,1
134296976,40953076,Directed,12828,,1
134296976,58073253,Directed,12829,,1
134296976,118224151,Directed,12830,,2
134296976,138161380,Directed,12831,,1
134296976,139141820,Directed,12832,,1
134296976,331064775,Directed,12835,,2
134296976,607602141,Directed,12836,,2
134296976,2188868180,Directed,12837,,1
134296976,937997865418358784,Directed,12839,,2
134498026,167313469,Directed,12843,,2
134498026,843240109,Directed,12844,,1
134498026,1488375698,Directed,12845,,1
134498026,3389486200,Directed,12846,,1
134498026,704613732614344704,Directed,12847,,3
134754834,2422171706,Directed,12851,,2
134908464,98660192,Directed,12859,,1
134908464,957509173,Directed,12860,,1
134908464,2375696683,Directed,12861,,1
134908464,1126575028852744193,Directed,12862,,1
134908464,1224365686782296064,Directed,12863,,1
134921020,16149989,Directed,12864,,1
134921020,35403297,Directed,12865,,1
134921020,35804229,Directed,12866,,1
134921020,1434359630,Directed,12867,,1
134921020,826102642002817025,Directed,12868,,1
135081147,8087392,Directed,12870,,1
135081147,144804999,Directed,12871,,1
135081147,510071832,Directed,12872,,1
135081147,1488375698,Directed,12873,,1
135081147,2857319315,Directed,12874,,1
135081147,725445697382809600,Directed,12875,,1
135716096,58073253,Directed,12894,,1
135716096,399710646,Directed,12895,,1
135716096,602254044,Directed,12896,,1
135716096,607602141,Directed,12897,,1
135733620,9676152,Directed,12898,,1
135733620,555528318,Directed,12899,,1
135733620,1434359630,Directed,12900,,1
135733620,733704319833346050,Directed,12901,,1
135828994,8729462,Directed,12903,,2
135828994,47062815,Directed,12904,,1
135828994,135828994,Directed,12907,,4
135828994,190202376,Directed,12908,,2
135828994,761159640,Directed,12909,,1
135828994,785339821,Directed,12910,,1
135828994,2375696683,Directed,12911,,1
135828994,2841106119,Directed,12912,,4
135828994,977081431833894912,Directed,12913,,4
135828994,1189245689450110976,Directed,12914,,2
135828994,1241002570698625025,Directed,12915,,1
135828994,704613732614344704,Directed,12916,,1
135953646,135953646,Directed,12917,,1
135953646,776322404,Directed,12918,,1
136072898,73749456,Directed,12927,,1
136983882,43379739,Directed,12951,,1
136983882,437660451,Directed,12952,,1
136983882,607602141,Directed,12953,,1
136983882,2827395683,Directed,12954,,1
137224187,13493522,Directed,12969,,1
137224187,35716729,Directed,12970,,1
137224187,254152921,Directed,12971,,1
137224187,553129577,Directed,12972,,1
137224187,555528318,Directed,12973,,2
137224187,1434359630,Directed,12974,,2
137224187,3388805573,Directed,12975,,1
137292640,33832669,Directed,12976,,1
137292640,144804999,Directed,12977,,2
137292640,294101019,Directed,12978,,1
137292640,905485960133177344,Directed,12979,,2
137302034,121398330,Directed,12980,,1
137302034,137302034,Directed,12981,,1
137302034,1098193076,Directed,12982,,1
137302034,1588154118,Directed,12983,,1
137430700,34998963,Directed,12984,,1
137430700,48149362,Directed,12985,,1
137430700,89746885,Directed,12986,,1
137430700,233443807,Directed,12987,,1
137472749,81081065,Directed,12989,,1
137472749,137472749,Directed,12990,,2
137472749,209130989,Directed,12991,,1
137472749,227090031,Directed,12992,,1
137472749,284053968,Directed,12993,,1
137977131,33832669,Directed,13004,,1
137977131,137977131,Directed,13005,,1
137977131,1483166647,Directed,13006,,1
137989918,104250408,Directed,13008,,1
137989918,137989918,Directed,13009,,1
137989918,323306871,Directed,13010,,1
137989918,369719204,Directed,13011,,1
137989918,913447502,Directed,13012,,1
137989918,1063443012,Directed,13013,,1
137989918,2791510020,Directed,13014,,1
137989918,2792182600,Directed,13015,,1
137989918,2873503431,Directed,13016,,1
138161380,14229832,Directed,13025,,1
138161380,43379739,Directed,13026,,4
138161380,44151017,Directed,13027,,1
138161380,58073253,Directed,13028,,1
138161380,82889243,Directed,13029,,1
138161380,89258666,Directed,13030,,1
138161380,138161380,Directed,13031,,1
138161380,160873540,Directed,13032,,1
138161380,166030592,Directed,13033,,1
138161380,331064775,Directed,13034,,1
138161380,397560793,Directed,13035,,1
138161380,607602141,Directed,13036,,4
138161380,759561529,Directed,13037,,1
138161380,1434359630,Directed,13038,,2
138161380,1968828768,Directed,13039,,1
138161380,2422171706,Directed,13040,,2
138161380,2789673272,Directed,13041,,1
138161380,3431005967,Directed,13042,,1
138161380,751092352320667649,Directed,13044,,2
138161380,1410357787272617985,Directed,13045,,1
138161380,956187441857290242,Directed,13046,,1
138233981,253865251,Directed,13052,,1
138233981,607602141,Directed,13053,,1
138233981,1431800994,Directed,13054,,1
138233981,822902501645041664,Directed,13055,,2
138233981,1060202869977243649,Directed,13056,,1
138233981,1227488549165043714,Directed,13057,,1
138233981,927406258268844032,Directed,13058,,1
138329816,90661080,Directed,13063,,1
138329816,144804999,Directed,13064,,1
138329816,294731021,Directed,13065,,1
138329816,2857319315,Directed,13066,,1
138329816,2881373775,Directed,13067,,1
138813955,17623016,Directed,13077,,1
138813955,138813955,Directed,13078,,1
138813955,143559488,Directed,13079,,1
138813955,555528318,Directed,13080,,1
138813955,602254044,Directed,13081,,1
138813955,607602141,Directed,13082,,1
138813955,1434359630,Directed,13083,,4
138813955,704613732614344704,Directed,13084,,1
139061771,331064775,Directed,13087,,1
139061771,386674334,Directed,13088,,1
139061771,584112631,Directed,13089,,1
139061771,1170404948,Directed,13090,,1
139061771,1434359630,Directed,13091,,2
139061771,1488375698,Directed,13092,,1
139061771,2168288684,Directed,13093,,1
139061771,2294245189,Directed,13094,,1
139061771,2375696683,Directed,13095,,1
139061771,2422171706,Directed,13096,,1
139061771,940970240279801861,Directed,13097,,1
139061771,733704319833346050,Directed,13098,,2
139061771,924377431611527169,Directed,13099,,1
139061771,751092352320667649,Directed,13100,,1
139061771,978453592561672192,Directed,13101,,1
139141820,14229832,Directed,13102,,1
139141820,16571064,Directed,13103,,3
139141820,37940750,Directed,13104,,1
139141820,42648852,Directed,13105,,1
139141820,43664690,Directed,13106,,1
139141820,46244467,Directed,13107,,1
139141820,58073253,Directed,13108,,1
139141820,72831953,Directed,13109,,1
139141820,75085818,Directed,13110,,1
139141820,80871603,Directed,13111,,2
139141820,82445181,Directed,13112,,1
139141820,82889243,Directed,13113,,2
139141820,118224151,Directed,13114,,1
139141820,119229837,Directed,13115,,1
139141820,139141820,Directed,13116,,2
139141820,152017988,Directed,13117,,1
139141820,233476466,Directed,13118,,1
139141820,238253188,Directed,13119,,1
139141820,272280643,Directed,13120,,2
139141820,331064775,Directed,13121,,12
139141820,399710646,Directed,13122,,2
139141820,466903436,Directed,13123,,1
139141820,602254044,Directed,13124,,1
139141820,607602141,Directed,13125,,4
139141820,1473434310,Directed,13126,,4
139141820,2188868180,Directed,13127,,1
139141820,3315618027,Directed,13128,,1
139141820,4048650860,Directed,13129,,2
139141820,1022155139191386113,Directed,13130,,1
139141820,709382318788644866,Directed,13131,,1
139141820,831165079164960768,Directed,13132,,1
139141820,704613732614344704,Directed,13133,,1
139141820,781331251441655808,Directed,13134,,2
139141820,847045340167589888,Directed,13135,,2
139166540,21000110,Directed,13137,,1
139166540,110465562,Directed,13138,,1
139166540,607602141,Directed,13139,,1
139166540,2832562473,Directed,13140,,1
139689286,106806419,Directed,13149,,5
139689286,139689286,Directed,13150,,2
139689286,222269705,Directed,13151,,1
139689286,1962999248,Directed,13152,,1
139689286,2205518958,Directed,13153,,1
139704156,65395760,Directed,13154,,1
140092403,115650900,Directed,13165,,2
140092403,267725747,Directed,13166,,1
140152180,125391822,Directed,13170,,4
140152180,140152180,Directed,13171,,7
140152180,385843469,Directed,13172,,4
140152180,471926670,Directed,13173,,1
140152180,787603018086805504,Directed,13175,,3
140152180,804632977519112192,Directed,13176,,4
140206203,227539872,Directed,13177,,1
140206203,414496177,Directed,13178,,1
140206203,3014603495,Directed,13180,,1
140206203,903262935618908160,Directed,13181,,2
141244061,141244061,Directed,13210,,1
141244061,507482535,Directed,13211,,3
141244061,995660179,Directed,13213,,1
141244061,1565465358,Directed,13214,,1
141462475,10228272,Directed,13226,,1
141462475,15145256,Directed,13227,,3
141462475,331064775,Directed,13228,,1
141462475,4048650860,Directed,13229,,1
141472494,109154400,Directed,13230,,1
141472494,141472494,Directed,13231,,1
141723734,331195870,Directed,13237,,3
141723734,1434359630,Directed,13238,,2
141723734,733704319833346050,Directed,13239,,1
142005933,43262326,Directed,13248,,1
142005933,91511905,Directed,13249,,1
142005933,244311817,Directed,13250,,1
142005933,1240858034,Directed,13251,,1
142005933,2242127486,Directed,13252,,1
142005933,822406859571204096,Directed,13253,,1
142005933,958461195945697280,Directed,13254,,1
142005933,1023487660000768000,Directed,13255,,1
142122077,19193598,Directed,13261,,1
142122077,46667480,Directed,13262,,1
142122077,89258666,Directed,13263,,1
142122077,115416310,Directed,13264,,1
142122077,160873540,Directed,13265,,2
142122077,167142337,Directed,13266,,2
142122077,1125796202,Directed,13267,,1
142122077,1434359630,Directed,13268,,11
142122077,2422171706,Directed,13270,,3
142122077,3431005967,Directed,13271,,2
142122077,1182642793698811905,Directed,13272,,1
142752970,8087392,Directed,13289,,1
142752970,12725692,Directed,13290,,2
142752970,16085411,Directed,13291,,1
142752970,261813008,Directed,13293,,1
142752970,331064775,Directed,13294,,1
142752970,437837999,Directed,13295,,1
142752970,455605329,Directed,13296,,1
142752970,607602141,Directed,13297,,1
142752970,1462609603,Directed,13298,,2
142752970,2375696683,Directed,13299,,17
142752970,1445482112191123466,Directed,13300,,1
142772226,82889243,Directed,13301,,1
142772226,331064775,Directed,13304,,1
142772226,414496177,Directed,13305,,2
142772226,3371648573,Directed,13306,,1
142772226,751092352320667649,Directed,13307,,1
143026537,2673181909,Directed,13312,,1
143026537,3585759137,Directed,13313,,1
143026537,831973105904078849,Directed,13314,,1
143063993,143063993,Directed,13316,,1
143063993,2197086420,Directed,13317,,1
143063993,1119698516102787079,Directed,13318,,1
143088135,23265246,Directed,13319,,1
143088135,1067580330,Directed,13320,,1
143088135,1387915232,Directed,13321,,1
143088135,3068624261,Directed,13322,,1
143194163,12725692,Directed,13327,,2
143194163,70358438,Directed,13328,,1
143194163,124147306,Directed,13329,,1
143194163,1434359630,Directed,13330,,1
143194163,1302422896644632577,Directed,13331,,1
143200737,29750732,Directed,13334,,1
143200737,97260223,Directed,13335,,2
143200737,143200737,Directed,13336,,2
143288428,42648852,Directed,13342,,3
143288428,46244467,Directed,13343,,1
143288428,287659745,Directed,13344,,1
143288428,331064775,Directed,13345,,4
143288428,384685845,Directed,13346,,1
143288428,2188868180,Directed,13347,,1
143288428,2893560599,Directed,13349,,1
143321650,58073253,Directed,13350,,2
143321650,119229837,Directed,13351,,2
143321650,147319561,Directed,13352,,1
143321650,331064775,Directed,13353,,1
143321650,607602141,Directed,13354,,1
143321650,2188868180,Directed,13356,,1
143559488,33650538,Directed,13365,,1
143559488,91927275,Directed,13366,,1
143559488,173915441,Directed,13367,,1
143559488,434968866,Directed,13368,,2
143559488,437837999,Directed,13369,,1
143559488,602254044,Directed,13370,,1
143559488,1170404948,Directed,13371,,2
143559488,2375696683,Directed,13372,,1
143559488,978453592561672192,Directed,13373,,1
143559488,940970240279801861,Directed,13374,,1
143559488,1229443529866387456,Directed,13375,,1
143559488,902968555855003648,Directed,13376,,1
143779169,121425987,Directed,13384,,1
143779169,208405755,Directed,13385,,1
143779169,1516955634,Directed,13386,,1
143779169,3389486200,Directed,13387,,1
143779169,1137881685931057153,Directed,13388,,1
143779169,1089604367429312512,Directed,13389,,1
143779169,1009002213178519552,Directed,13390,,1
143936340,507482535,Directed,13399,,2
143936340,843240109,Directed,13400,,1
143936340,2679127730,Directed,13401,,1
143936340,704613732614344704,Directed,13402,,13
143936340,923269061399674880,Directed,13403,,1
144158624,158461349,Directed,13408,,1
144547999,115416310,Directed,13413,,2
144547999,231495872,Directed,13414,,1
144590244,1344951,Directed,13416,,1
144590244,16571064,Directed,13417,,1
144590244,18059285,Directed,13418,,1
144590244,125391822,Directed,13419,,1
144590244,310143531,Directed,13421,,1
144590244,351699614,Directed,13422,,1
144590244,433696930,Directed,13423,,1
144590244,507482535,Directed,13424,,2
144590244,561850028,Directed,13425,,4
144590244,957509173,Directed,13426,,5
144590244,1248577753,Directed,13427,,2
144590244,1462609603,Directed,13428,,1
144590244,1516955634,Directed,13429,,1
144590244,2374479512,Directed,13430,,1
144590244,2375696683,Directed,13431,,1
144590244,2957474806,Directed,13432,,1
144590244,3195485187,Directed,13433,,1
144590244,1464147760148811777,Directed,13434,,1
144590244,871356497401454597,Directed,13435,,1
144598478,29420610,Directed,13436,,2
144598478,56957909,Directed,13438,,3
144598478,74683881,Directed,13439,,1
144598478,3366253096,Directed,13440,,1
144598478,956187441857290242,Directed,13441,,1
144598478,1302422896644632577,Directed,13442,,1
144621025,17508247,Directed,13443,,1
144621025,64939623,Directed,13444,,1
144621025,414496177,Directed,13445,,1
144621025,607602141,Directed,13446,,1
144621025,936961322,Directed,13447,,1
144621025,1237141641133162496,Directed,13448,,1
144804999,8087392,Directed,13451,,5
144804999,144804999,Directed,13452,,4
144804999,294731021,Directed,13453,,3
144804999,2327697072,Directed,13454,,1
144804999,2857319315,Directed,13455,,10
144804999,2881373775,Directed,13456,,3
144804999,725445697382809600,Directed,13457,,1
144945116,26277867,Directed,13462,,1
144945116,352053266,Directed,13463,,1
144945116,2196019344,Directed,13464,,1
144945116,2375696683,Directed,13465,,2
144945116,4048650860,Directed,13466,,1
144945116,4875570585,Directed,13467,,1
144945116,719816239124783105,Directed,13468,,2
145017853,14229832,Directed,13472,,1
145017853,43379739,Directed,13473,,1
145017853,74683881,Directed,13474,,1
145017853,110465562,Directed,13475,,1
145017853,142752970,Directed,13476,,1
145017853,158461349,Directed,13477,,1
145017853,255681367,Directed,13478,,1
145017853,399710646,Directed,13479,,1
145017853,414794428,Directed,13480,,1
145017853,434968866,Directed,13481,,1
145017853,455605329,Directed,13482,,1
145017853,607602141,Directed,13483,,3
145017853,992977134,Directed,13484,,1
145017853,1017429942,Directed,13485,,1
145017853,1488375698,Directed,13486,,1
145017853,2374479512,Directed,13487,,1
145686963,22288099,Directed,13507,,1
145686963,37864753,Directed,13508,,1
145686963,145686963,Directed,13509,,1
146362699,12725692,Directed,13534,,2
146362699,58073253,Directed,13535,,1
146362699,124158282,Directed,13536,,2
146362699,1302422896644632577,Directed,13537,,1
146435936,161557211,Directed,13540,,1
146435936,1451522498,Directed,13541,,1
146476339,13257922,Directed,13542,,1
146476339,90549534,Directed,13543,,1
146476339,158445401,Directed,13544,,1
146476339,262332862,Directed,13545,,1
146476339,1170404948,Directed,13546,,1
146494080,7465672,Directed,13548,,1
146494080,16571064,Directed,13549,,1
146494080,17508247,Directed,13550,,1
146494080,19392745,Directed,13551,,2
146494080,58073253,Directed,13552,,2
146494080,65615210,Directed,13553,,1
146494080,74683881,Directed,13554,,4
146494080,79271706,Directed,13555,,3
146494080,82889243,Directed,13556,,1
146494080,91927275,Directed,13557,,1
146494080,110465562,Directed,13558,,2
146494080,164290943,Directed,13560,,1
146494080,166533671,Directed,13561,,1
146494080,191143493,Directed,13562,,1
146494080,263044687,Directed,13563,,1
146494080,317897447,Directed,13564,,1
146494080,331064775,Directed,13565,,2
146494080,399710646,Directed,13566,,1
146494080,407308942,Directed,13567,,1
146494080,437660451,Directed,13568,,1
146494080,455605329,Directed,13569,,3
146494080,498162955,Directed,13570,,2
146494080,507482535,Directed,13571,,7
146494080,607602141,Directed,13572,,16
146494080,957509173,Directed,13573,,1
146494080,1017461527,Directed,13574,,1
146494080,1462609603,Directed,13575,,1
146494080,2375696683,Directed,13576,,3
146494080,3389486200,Directed,13578,,1
146494080,940970240279801861,Directed,13579,,2
146494080,1127720139682668544,Directed,13580,,1
146494080,735059281494544384,Directed,13581,,1
146494080,704613732614344704,Directed,13583,,4
146579675,26988360,Directed,13588,,1
146579675,50518937,Directed,13589,,1
146579675,146579675,Directed,13590,,1
146579675,171720258,Directed,13591,,2
146579675,267988806,Directed,13592,,2
146579675,2422171706,Directed,13593,,1
146579675,1302422896644632577,Directed,13594,,1
146579675,1325633905668608002,Directed,13595,,1
146773811,19705196,Directed,13599,,1
146773811,26726848,Directed,13600,,1
146773811,331064775,Directed,13601,,2
146773811,1017461527,Directed,13602,,1
146773811,1240591329052299266,Directed,13603,,1
146773811,725445697382809600,Directed,13604,,1
146908488,331064775,Directed,13606,,1
146908488,1488375698,Directed,13607,,1
146908488,2375696683,Directed,13608,,2
146908488,940970240279801861,Directed,13609,,1
147319561,19907166,Directed,13615,,1
147319561,43379739,Directed,13617,,1
147319561,74683881,Directed,13618,,3
147319561,79271706,Directed,13619,,1
147319561,80871603,Directed,13620,,1
147319561,82889243,Directed,13621,,1
147319561,95654761,Directed,13623,,1
147319561,108977809,Directed,13624,,1
147319561,111132067,Directed,13625,,1
147319561,116925166,Directed,13626,,3
147319561,129834397,Directed,13627,,2
147319561,147319561,Directed,13628,,1
147319561,172368909,Directed,13629,,1
147319561,174301293,Directed,13630,,1
147319561,239846241,Directed,13631,,6
147319561,253865251,Directed,13632,,1
147319561,275583016,Directed,13633,,1
147319561,331064775,Directed,13634,,10
147319561,331195870,Directed,13635,,1
147319561,414496177,Directed,13636,,3
147319561,455605329,Directed,13637,,1
147319561,561850028,Directed,13639,,1
147319561,607602141,Directed,13640,,5
147319561,929859709,Directed,13642,,1
147319561,1278128527,Directed,13643,,1
147319561,1434359630,Directed,13644,,2
147319561,1488375698,Directed,13645,,1
147319561,1547855347,Directed,13646,,1
147319561,3118233023,Directed,13647,,3
147319561,3436070188,Directed,13648,,1
147319561,4048650860,Directed,13649,,2
147319561,733704319833346050,Directed,13650,,1
147319561,1206880986199404544,Directed,13651,,1
147319561,940970240279801861,Directed,13652,,2
147319561,751092352320667649,Directed,13653,,4
147319561,829749537233330176,Directed,13654,,1
147634213,115416310,Directed,13663,,8
147634213,260967332,Directed,13664,,1
147634213,351699614,Directed,13665,,1
147634213,1125796202,Directed,13666,,5
147634213,1488375698,Directed,13667,,2
147634213,1272448855628492800,Directed,13668,,1
147634213,818776501617393665,Directed,13669,,1
147950034,95654761,Directed,13674,,1
147950034,147319561,Directed,13675,,1
147950034,284734969,Directed,13676,,2
147950034,1488375698,Directed,13677,,1
148009767,43664690,Directed,13679,,1
148009767,129842675,Directed,13680,,1
148009767,148009767,Directed,13681,,1
148238680,12725692,Directed,13692,,1
148238680,119229837,Directed,13693,,4
148238680,331064775,Directed,13694,,5
148238680,4795017121,Directed,13695,,1
148398438,148398438,Directed,13699,,1
148398438,157925546,Directed,13700,,1
148398438,246412003,Directed,13701,,1
148398438,471926670,Directed,13702,,1
148398438,505738863,Directed,13703,,1
148398438,508573682,Directed,13704,,4
148398438,789503900,Directed,13705,,3
148398438,1466978593,Directed,13706,,1
148722326,5520702,Directed,13719,,2
148722326,12344732,Directed,13720,,1
148722326,437837999,Directed,13722,,1
149074214,91927275,Directed,13729,,1
149074214,2375696683,Directed,13730,,8
149074214,1018318954555723776,Directed,13731,,1
149974969,183099929,Directed,13747,,1
149974969,275070598,Directed,13749,,1
150059762,56529080,Directed,13759,,1
150059762,331064775,Directed,13760,,1
150383840,555528318,Directed,13764,,1
150383840,2226890449,Directed,13765,,1
150383840,997147935459627008,Directed,13766,,1
151079667,14834302,Directed,13778,,1
151079667,142454580,Directed,13779,,1
151079667,304338078,Directed,13780,,1
151079667,352053266,Directed,13781,,1
151079667,414496177,Directed,13782,,2
151079667,555099241,Directed,13783,,1
151116641,50626996,Directed,13787,,1
151116641,331064775,Directed,13788,,3
151116641,2188868180,Directed,13789,,1
151425419,183969483,Directed,13796,,1
151425419,2502256902,Directed,13797,,1
151425419,3389486200,Directed,13798,,2
151432376,15468474,Directed,13799,,1
151432376,33832669,Directed,13800,,1
151432376,287659745,Directed,13801,,1
151432376,2375696683,Directed,13802,,1
151661476,50626996,Directed,13810,,1
151661476,118224151,Directed,13811,,1
151661476,331064775,Directed,13812,,1
151661476,2188868180,Directed,13813,,1
151823931,151823931,Directed,13818,,1
151823931,166533671,Directed,13819,,2
152017988,16571064,Directed,13824,,3
152017988,42648852,Directed,13825,,1
152017988,72831953,Directed,13826,,2
152017988,118471077,Directed,13827,,1
152017988,119229837,Directed,13828,,1
152017988,152017988,Directed,13829,,10
152017988,238253188,Directed,13830,,4
152017988,247370192,Directed,13831,,2
152017988,257038975,Directed,13832,,1
152017988,272280643,Directed,13833,,5
152017988,331064775,Directed,13834,,4
152017988,448091508,Directed,13835,,3
152017988,551388767,Directed,13836,,1
152017988,1473434310,Directed,13837,,1
152017988,1420464728195862529,Directed,13838,,1
152017988,1022155139191386113,Directed,13839,,3
152017988,1065381758286336000,Directed,13840,,1
152051625,152051625,Directed,13842,,6
152051625,607602141,Directed,13843,,6
152093992,555099241,Directed,13846,,2
152663628,95433165,Directed,13856,,1
152663628,223834901,Directed,13857,,1
152663628,253865251,Directed,13858,,1
152663628,826102642002817025,Directed,13859,,1
152746123,3122211,Directed,13864,,1
152746123,15635191,Directed,13865,,1
152746123,15901999,Directed,13866,,1
152746123,54237742,Directed,13867,,1
152746123,956187441857290242,Directed,13868,,1
152778171,15145256,Directed,13873,,1
152778171,16571064,Directed,13874,,1
152778171,18059285,Directed,13875,,4
152778171,32254788,Directed,13876,,1
152778171,36574766,Directed,13877,,1
152778171,43379739,Directed,13878,,1
152778171,44046272,Directed,13879,,10
152778171,58073253,Directed,13881,,5
152778171,64939623,Directed,13882,,3
152778171,82409699,Directed,13883,,5
152778171,87918200,Directed,13884,,1
152778171,89258666,Directed,13885,,1
152778171,93901769,Directed,13886,,3
152778171,118224151,Directed,13887,,1
152778171,119229837,Directed,13888,,1
152778171,152778171,Directed,13889,,1
152778171,166030592,Directed,13890,,1
152778171,167029777,Directed,13891,,1
152778171,170790316,Directed,13892,,3
152778171,198887843,Directed,13893,,1
152778171,287788048,Directed,13895,,1
152778171,331064775,Directed,13897,,7
152778171,399710646,Directed,13898,,3
152778171,404442001,Directed,13899,,2
152778171,420553080,Directed,13900,,2
152778171,437195971,Directed,13901,,3
152778171,607602141,Directed,13902,,4
152778171,716379432,Directed,13904,,1
152778171,1488375698,Directed,13905,,1
152778171,1547855347,Directed,13906,,1
152778171,1670475145,Directed,13907,,3
152778171,2188868180,Directed,13908,,1
152778171,1359160680901935114,Directed,13911,,2
152778171,877517892098588672,Directed,13912,,5
152778171,1070512911364149248,Directed,13913,,5
152778171,1278815100309254144,Directed,13914,,1
152778171,1144591663706382336,Directed,13915,,1
152778171,822902501645041664,Directed,13916,,8
152778171,1179574164992266240,Directed,13917,,1
152778171,1026589695478771712,Directed,13918,,1
152778171,1093514846719627264,Directed,13919,,2
152778171,1224721146605637633,Directed,13921,,2
152778171,1228149556564463621,Directed,13926,,2
152778171,1145769738733334538,Directed,13927,,1
152778171,1224720829000355840,Directed,13928,,2
152778171,887818786396672000,Directed,13929,,1
152778171,1127720139682668544,Directed,13932,,1
152778171,940970240279801861,Directed,13933,,3
152778171,1096097520843771904,Directed,13934,,1
152778171,736256190812848130,Directed,13935,,1
153221642,13312312,Directed,13943,,1
153221642,85130724,Directed,13944,,1
153320725,16085411,Directed,13946,,1
153320725,56957909,Directed,13947,,1
153320725,63421692,Directed,13948,,2
153320725,255493070,Directed,13949,,1
153320725,385843469,Directed,13950,,2
153320725,586714462,Directed,13951,,1
153320725,632731274,Directed,13952,,1
153320725,957509173,Directed,13953,,1
153320725,958218955,Directed,13954,,1
153320725,1139547961,Directed,13955,,1
153320725,1240858034,Directed,13956,,1
153320725,1488375698,Directed,13957,,1
153320725,835239883857936386,Directed,13958,,1
153320725,733704319833346050,Directed,13959,,1
153453487,334930037,Directed,13964,,1
153453487,1132124495173623809,Directed,13966,,1
153849756,17508247,Directed,13973,,1
153849756,1251549229,Directed,13974,,1
153849756,4485077452,Directed,13975,,1
153849756,950451187039592448,Directed,13976,,1
153849756,787603018086805504,Directed,13977,,1
153894288,122025737,Directed,13979,,1
153894288,304338078,Directed,13980,,1
153894288,350411337,Directed,13981,,1
154198440,13745182,Directed,13984,,2
