Source,Target,Type,Id,Label,Weight
462845338,1707052416,Directed,25502,,1
462845338,1962476652,Directed,25503,,1
463280317,463280317,Directed,25508,,1
463280317,733704319833346050,Directed,25509,,1
463280317,924377431611527169,Directed,25510,,1
464762135,16656420,Directed,25517,,1
464762135,607602141,Directed,25518,,1
464762135,2375696683,Directed,25519,,2
466903436,16571064,Directed,25535,,1
466903436,33832669,Directed,25536,,1
466903436,43379739,Directed,25537,,2
466903436,43664690,Directed,25538,,1
466903436,65615210,Directed,25539,,1
466903436,82889243,Directed,25540,,2
466903436,331064775,Directed,25541,,2
466903436,399710646,Directed,25542,,1
466903436,414496177,Directed,25543,,1
466903436,466903436,Directed,25544,,1
466903436,2422171706,Directed,25545,,1
466903436,3371648573,Directed,25546,,1
466903436,4048650860,Directed,25547,,1
466903436,751092352320667649,Directed,25548,,2
466903436,1410357787272617985,Directed,25549,,1
467341825,85343435,Directed,25556,,2
467341825,412465213,Directed,25557,,2
467341825,467341825,Directed,25558,,2
467373252,249748466,Directed,25560,,1
467876886,33214605,Directed,25565,,1
467876886,122124151,Directed,25566,,1
467876886,191143493,Directed,25567,,1
467876886,1058363812976451586,Directed,25569,,1
467876886,704613732614344704,Directed,25570,,1
468076687,42648852,Directed,25571,,1
468076687,46244467,Directed,25572,,1
468076687,86380901,Directed,25573,,1
468076687,1434359630,Directed,25574,,1
468415981,89472246,Directed,25576,,1
468415981,507482535,Directed,25577,,3
468415981,3389486200,Directed,25578,,1
468415981,704613732614344704,Directed,25579,,1
469501029,331064775,Directed,25587,,2
469501029,561850028,Directed,25588,,1
469501029,1370244144816349187,Directed,25589,,1
471351155,41230160,Directed,25606,,1
471926670,9758512,Directed,25611,,1
471926670,15901999,Directed,25612,,2
471926670,85343435,Directed,25613,,1
471926670,125391822,Directed,25614,,1
471926670,198442204,Directed,25615,,2
471926670,282187886,Directed,25617,,1
471926670,301010345,Directed,25618,,1
471926670,301945604,Directed,25619,,1
471926670,304338078,Directed,25620,,2
471926670,308487814,Directed,25621,,2
471926670,394912313,Directed,25623,,1
471926670,455605329,Directed,25624,,2
471926670,471926670,Directed,25625,,1
471926670,474834196,Directed,25626,,1
471926670,991082047,Directed,25627,,1
471926670,1125796202,Directed,25628,,1
471926670,1341697015,Directed,25629,,1
471926670,956187441857290242,Directed,25633,,1
472217141,1091241,Directed,25636,,1
472217141,12725692,Directed,25637,,2
472217141,14178113,Directed,25638,,1
472217141,26988360,Directed,25639,,2
472217141,276091520,Directed,25641,,2
472217141,305191432,Directed,25642,,1
472217141,456012667,Directed,25643,,1
472217141,472217141,Directed,25644,,3
472217141,1434359630,Directed,25645,,1
472217141,2375696683,Directed,25646,,1
472217141,2841915940,Directed,25647,,5
472336787,15468474,Directed,25649,,1
472336787,181246416,Directed,25650,,1
472336787,351699614,Directed,25651,,2
472336787,472336787,Directed,25652,,1
472336787,2375696683,Directed,25653,,1
472336787,974448919269822464,Directed,25654,,2
472336787,747843141215064064,Directed,25655,,1
472360175,239357978,Directed,25656,,3
472360175,437837999,Directed,25657,,6
472360175,455605329,Directed,25658,,1
472360175,602962987,Directed,25659,,1
472360175,606296247,Directed,25660,,1
472360175,1488375698,Directed,25661,,1
472360175,2161181208,Directed,25662,,4
472360175,804632977519112192,Directed,25663,,1
472919559,17152842,Directed,25671,,1
472919559,468201342,Directed,25672,,1
472919559,531033226,Directed,25673,,1
472919559,1707052416,Directed,25674,,1
474168947,301539386,Directed,25678,,3
474168947,2213996546,Directed,25679,,3
474168947,1290328760361930752,Directed,25680,,1
474168947,933646192092819458,Directed,25681,,1
474775311,15901999,Directed,25688,,1
474775311,205640203,Directed,25689,,1
474775311,968987166,Directed,25691,,1
474834196,471926670,Directed,25693,,1
474834196,715553633337737216,Directed,25694,,1
474834196,728316752766062593,Directed,25695,,1
474887690,245917381,Directed,25696,,1
474887690,304316780,Directed,25697,,1
474887690,474887690,Directed,25698,,1
474887690,507482535,Directed,25699,,2
474887690,815119620,Directed,25700,,1
474887690,2301533310,Directed,25701,,3
474887690,2340735822,Directed,25702,,1
474887690,913031252034379776,Directed,25703,,5
474887690,818776501617393665,Directed,25704,,1
474887690,704613732614344704,Directed,25705,,6
474887690,4897204209,Directed,25706,,1
474887690,859741324060360704,Directed,25707,,1
475026877,15468474,Directed,25708,,1
475026877,940970240279801861,Directed,25709,,2
475026877,766230286535430144,Directed,25710,,1
475026877,821666958680719361,Directed,25711,,1
475026877,729717485394595840,Directed,25712,,1
475240029,15468474,Directed,25713,,1
475240029,33820442,Directed,25714,,1
475240029,227368346,Directed,25715,,1
475240029,475240029,Directed,25716,,3
475240029,986178732,Directed,25717,,1
475240029,2849040833,Directed,25718,,2
475240029,1176406930031595520,Directed,25719,,1
477728660,61762488,Directed,25735,,1
477728660,79299249,Directed,25736,,1
477728660,125391822,Directed,25737,,1
477728660,835823304,Directed,25738,,1
477728660,957509173,Directed,25739,,1
477728660,2375696683,Directed,25740,,2
477728660,778631747487592448,Directed,25741,,1
478510248,65615210,Directed,25745,,1
478510248,74683881,Directed,25746,,1
478510248,144804999,Directed,25747,,1
478510248,191143493,Directed,25748,,2
478510248,304316780,Directed,25749,,1
478510248,478510248,Directed,25752,,2
478510248,2238132050,Directed,25754,,1
478510248,2857319315,Directed,25755,,4
478889932,46260308,Directed,25763,,3
478889932,82380256,Directed,25764,,1
478889932,242410169,Directed,25767,,3
478889932,478889932,Directed,25768,,1
478889932,2845699134,Directed,25769,,2
478889932,883479820117651456,Directed,25770,,2
479212000,940970240279801861,Directed,25775,,1
479720712,43379739,Directed,25778,,1
479720712,115141670,Directed,25779,,1
479720712,399710646,Directed,25780,,2
479720712,414496177,Directed,25781,,1
479720712,607602141,Directed,25782,,1
479720712,1434359630,Directed,25783,,1
479720712,1516955634,Directed,25784,,2
479720712,3315618027,Directed,25785,,1
479720712,903262935618908160,Directed,25786,,1
479784061,66571267,Directed,25792,,12
479784061,212243918,Directed,25793,,6
479784061,479784061,Directed,25795,,1
479784061,523402470,Directed,25796,,1
479784061,712595004,Directed,25797,,1
479784061,929859709,Directed,25798,,3
479784061,2155104415,Directed,25799,,1
479784061,1300083781500645378,Directed,25800,,1
480557521,492650091,Directed,25813,,1
480557521,1516955634,Directed,25814,,3
481216292,6643882,Directed,25819,,1
481216292,54961149,Directed,25826,,1
481216292,79299249,Directed,25828,,1
481216292,216311007,Directed,25831,,2
481216292,3223966961,Directed,25834,,1
483039134,279437739,Directed,25849,,1
483039134,475240029,Directed,25850,,1
483039134,2375696683,Directed,25851,,2
483039134,2849040833,Directed,25852,,2
483045008,14359862,Directed,25853,,1
483045008,194047322,Directed,25854,,1
483045008,263044687,Directed,25855,,1
483045008,2375696683,Directed,25856,,1
484634911,287659745,Directed,25869,,1
484634911,434968866,Directed,25870,,1
484634911,437837999,Directed,25871,,1
484634911,1017429942,Directed,25872,,1
484634911,1462609603,Directed,25873,,1
484634911,751092352320667649,Directed,25874,,1
484634911,937997865418358784,Directed,25875,,1
484756923,14086852,Directed,25876,,1
484756923,16571064,Directed,25877,,1
484756923,19002571,Directed,25878,,1
484756923,43379739,Directed,25879,,2
484756923,44151017,Directed,25880,,2
484756923,46667480,Directed,25881,,1
484756923,74683881,Directed,25882,,2
484756923,188725330,Directed,25883,,1
484756923,261813008,Directed,25884,,1
484756923,331064775,Directed,25885,,1
484756923,351699614,Directed,25886,,3
484756923,352053266,Directed,25887,,1
484756923,607602141,Directed,25888,,1
484756923,1151069941,Directed,25889,,1
484756923,1434359630,Directed,25890,,1
484756923,1488375698,Directed,25891,,5
484756923,2196019344,Directed,25892,,1
484756923,2375696683,Directed,25893,,2
484756923,2692496635,Directed,25894,,1
484756923,4048650860,Directed,25895,,3
484756923,733704319833346050,Directed,25896,,1
484756923,1108039887926763520,Directed,25897,,2
484756923,719816239124783105,Directed,25898,,3
484756923,940970240279801861,Directed,25899,,1
484756923,804632977519112192,Directed,25900,,2
484756923,715553633337737216,Directed,25901,,1
484756923,1383063807698857993,Directed,25902,,1
484756923,809437758448107521,Directed,25903,,1
484861681,404931257,Directed,25904,,1
484861681,4220074768,Directed,25905,,1
484861681,1174339812700151808,Directed,25907,,5
484861681,1186327570465411072,Directed,25908,,1
484861681,1152538829926125568,Directed,25909,,1
485538735,57623076,Directed,25914,,1
485538735,98660192,Directed,25915,,1
485593296,87918200,Directed,25916,,1
485593296,331064775,Directed,25917,,3
485593296,1434359630,Directed,25918,,1
485593296,1051987905877397505,Directed,25919,,1
487552078,16808626,Directed,25940,,1
487552078,3389486200,Directed,25941,,1
487873280,58073253,Directed,25944,,1
487873280,331064775,Directed,25945,,3
487873280,414496177,Directed,25946,,1
487873280,1370244144816349187,Directed,25947,,1
488951611,26277867,Directed,25954,,1
488951611,33832669,Directed,25955,,2
488951611,58073253,Directed,25957,,1
488951611,80871603,Directed,25958,,1
488951611,118224151,Directed,25959,,1
488951611,195150298,Directed,25960,,1
488951611,238253188,Directed,25961,,1
488951611,241116398,Directed,25962,,1
488951611,275092678,Directed,25964,,2
488951611,351699614,Directed,25965,,1
488951611,434968866,Directed,25966,,1
488951611,488951611,Directed,25967,,2
488951611,491200214,Directed,25968,,2
488951611,529039861,Directed,25969,,3
488951611,540098505,Directed,25970,,1
488951611,607602141,Directed,25971,,1
488951611,951767720,Directed,25972,,1
488951611,957509173,Directed,25973,,1
488951611,1382327035,Directed,25974,,1
488951611,1488375698,Directed,25975,,1
488951611,1565465358,Directed,25976,,1
488951611,2188868180,Directed,25977,,1
488951611,2375696683,Directed,25978,,2
488951611,2422171706,Directed,25979,,1
488951611,2589447139,Directed,25980,,1
488951611,2957474806,Directed,25981,,1
488951611,3035264968,Directed,25982,,1
488951611,4048650860,Directed,25983,,1
488951611,871356497401454597,Directed,25984,,1
488951611,715553633337737216,Directed,25985,,1
488951611,804632977519112192,Directed,25986,,1
489404622,26277867,Directed,25991,,1
489404622,125391822,Directed,25992,,1
489404622,259174992,Directed,25993,,1
489772333,62065310,Directed,25998,,1
489772333,489772333,Directed,25999,,1
489772333,1222588086,Directed,26000,,1
489772333,1319164070,Directed,26001,,2
491200214,351699614,Directed,26007,,1
491200214,351736562,Directed,26008,,1
491200214,437837999,Directed,26009,,2
491200214,488951611,Directed,26010,,1
491200214,529039861,Directed,26011,,5
491200214,2375696683,Directed,26012,,2
491200214,2589447139,Directed,26013,,3
491200214,2613829772,Directed,26014,,1
491200214,787603018086805504,Directed,26015,,1
491200214,809437758448107521,Directed,26016,,1
492184231,267289786,Directed,26025,,3
492184231,492184231,Directed,26026,,1
492184231,725445697382809600,Directed,26027,,1
492447179,2250564248,Directed,26030,,1
492650091,43379739,Directed,26035,,1
492650091,44151017,Directed,26036,,1
492650091,331064775,Directed,26037,,1
492650091,414496177,Directed,26038,,1
492650091,1516955634,Directed,26039,,1
492650091,4048650860,Directed,26040,,1
492650091,903262935618908160,Directed,26041,,1
492650091,751092352320667649,Directed,26042,,1
493117643,53683972,Directed,26044,,1
493117643,95654761,Directed,26045,,2
493117643,562288482,Directed,26046,,1
493117643,2805730836,Directed,26047,,1
493117643,1328450174688038915,Directed,26048,,1
494837827,15468474,Directed,26071,,2
494837827,80807653,Directed,26072,,1
494837827,91927275,Directed,26073,,1
494837827,142752970,Directed,26074,,1
494837827,195811909,Directed,26075,,1
494837827,351699614,Directed,26076,,1
494837827,437837999,Directed,26077,,3
494837827,957509173,Directed,26078,,3
494837827,1434359630,Directed,26079,,2
494837827,2375696683,Directed,26080,,22
494837827,3153574948,Directed,26081,,3
494837827,3301761341,Directed,26082,,1
494837827,766230286535430144,Directed,26083,,1
494837827,772719688497434624,Directed,26084,,1
494837827,715126615810904064,Directed,26086,,1
494837827,804632977519112192,Directed,26087,,2
494837827,4485077452,Directed,26088,,1
495153224,90549534,Directed,26096,,1
495153224,434968866,Directed,26097,,1
495153224,1170404948,Directed,26098,,2
495153224,1434359630,Directed,26099,,1
495473617,11919222,Directed,26106,,2
496931713,14960548,Directed,26114,,1
496931713,17508247,Directed,26115,,1
496931713,275092678,Directed,26116,,1
496931713,970731607,Directed,26117,,1
496931713,2857319315,Directed,26118,,2
497987194,8087392,Directed,26132,,1
497987194,144804999,Directed,26133,,1
497987194,2857319315,Directed,26134,,2
497987194,828863719434235904,Directed,26135,,1
498162955,64245814,Directed,26136,,1
498162955,123949057,Directed,26137,,1
498162955,180298000,Directed,26138,,1
498162955,498162955,Directed,26139,,3
498162955,607602141,Directed,26140,,4
499911925,33832669,Directed,26154,,1
499911925,144590244,Directed,26156,,1
499911925,209484168,Directed,26157,,1
499911925,1434359630,Directed,26158,,1
499911925,2398401368,Directed,26159,,1
499911925,2613829772,Directed,26160,,1
501006489,256218292,Directed,26163,,1
501006489,331841381,Directed,26164,,1
501006489,877077240613359617,Directed,26165,,1
501006489,1168165050672189440,Directed,26166,,1
501636943,16085411,Directed,26169,,1
501636943,58434869,Directed,26171,,1
501636943,63421692,Directed,26172,,2
501636943,92331865,Directed,26173,,2
501636943,125391822,Directed,26174,,12
501636943,259174992,Directed,26176,,1
501636943,289601740,Directed,26177,,1
501636943,319104328,Directed,26178,,5
501636943,501636943,Directed,26179,,3
501636943,607170913,Directed,26180,,1
501636943,957509173,Directed,26181,,5
501636943,970731607,Directed,26182,,4
501636943,1139547961,Directed,26183,,6
501636943,1371593546,Directed,26184,,1
501636943,1409619716,Directed,26185,,1
501636943,1434359630,Directed,26186,,1
501636943,1462609603,Directed,26187,,1
501636943,2375696683,Directed,26188,,5
501636943,2422171706,Directed,26189,,2
501636943,3239297787,Directed,26191,,9
501636943,3993191961,Directed,26192,,2
501636943,4220074768,Directed,26193,,1
501636943,1294393330973970435,Directed,26194,,1
501636943,1152538829926125568,Directed,26195,,1
501636943,1168169867482226696,Directed,26196,,5
501636943,735382172476018689,Directed,26197,,1
501636943,1267475661280677888,Directed,26198,,1
501636943,735059281494544384,Directed,26199,,1
501636943,861502060646346752,Directed,26200,,1
501636943,787603018086805504,Directed,26201,,1
501636943,1370244144816349187,Directed,26202,,1
502005651,12725692,Directed,26206,,2
502005651,241192205,Directed,26207,,1
502005651,284479026,Directed,26208,,1
502005651,502005651,Directed,26209,,1
502005672,89525927,Directed,26210,,1
502005672,502005672,Directed,26211,,1
502005672,564047156,Directed,26212,,1
502005672,3389486200,Directed,26213,,2
505731430,2857319315,Directed,26225,,7
505731430,725445697382809600,Directed,26226,,7
506069531,115416310,Directed,26229,,6
506069531,351699614,Directed,26230,,1
506069531,492447179,Directed,26231,,1
506069531,506069531,Directed,26232,,1
506069531,1125796202,Directed,26233,,1
506069531,1488375698,Directed,26234,,2
506069531,1728486997,Directed,26235,,1
506428106,8087392,Directed,26236,,1
506428106,123949057,Directed,26237,,1
506428106,1153228268532830211,Directed,26239,,5
506428106,855336729850421248,Directed,26240,,1
506903769,17534607,Directed,26245,,1
506903769,103025842,Directed,26247,,2
506903769,115775168,Directed,26249,,1
506903769,245413049,Directed,26251,,2
506903769,311640613,Directed,26252,,1
506903769,968267480002121729,Directed,26254,,5
507482535,11084,Directed,26257,,1
507482535,9276252,Directed,26258,,4
507482535,15468474,Directed,26259,,4
507482535,15901999,Directed,26260,,1
507482535,17508247,Directed,26261,,3
507482535,19392745,Directed,26262,,20
507482535,23265246,Directed,26263,,1
507482535,25710548,Directed,26264,,1
507482535,33832669,Directed,26265,,2
507482535,57623076,Directed,26266,,1
507482535,65615210,Directed,26267,,3
507482535,91927275,Directed,26268,,2
507482535,121398330,Directed,26269,,1
507482535,125391822,Directed,26270,,2
507482535,137273883,Directed,26271,,1
507482535,141244061,Directed,26272,,1
507482535,143909021,Directed,26273,,1
507482535,144804999,Directed,26274,,2
507482535,158667401,Directed,26275,,2
507482535,166533671,Directed,26276,,1
507482535,191143493,Directed,26277,,3
507482535,198803317,Directed,26278,,1
507482535,223834901,Directed,26279,,2
507482535,245917381,Directed,26280,,1
507482535,250623441,Directed,26281,,1
507482535,255964870,Directed,26282,,1
507482535,263144590,Directed,26283,,1
507482535,267620219,Directed,26284,,1
507482535,275092678,Directed,26285,,5
507482535,287659745,Directed,26286,,2
507482535,294731021,Directed,26287,,1
507482535,304316780,Directed,26288,,1
507482535,331064775,Directed,26289,,4
507482535,351699614,Directed,26290,,2
507482535,366661199,Directed,26291,,1
507482535,407308942,Directed,26292,,1
507482535,437837999,Directed,26293,,3
507482535,455605329,Directed,26294,,1
507482535,474887690,Directed,26295,,1
507482535,507482535,Directed,26296,,27
507482535,540098505,Directed,26298,,2
507482535,815119620,Directed,26299,,1
507482535,957509173,Directed,26300,,1
507482535,991082047,Directed,26301,,1
507482535,1067580330,Directed,26302,,1
507482535,1117505534,Directed,26303,,2
507482535,1135342201,Directed,26304,,2
507482535,1298715679,Directed,26305,,10
507482535,1322280522,Directed,26306,,1
507482535,1387915232,Directed,26307,,1
507482535,1483166647,Directed,26308,,1
507482535,1488375698,Directed,26309,,3
507482535,2340735822,Directed,26310,,1
507482535,2375696683,Directed,26311,,14
507482535,2743700423,Directed,26312,,1
507482535,2857319315,Directed,26313,,1
507482535,2881373775,Directed,26314,,1
507482535,3068624261,Directed,26315,,2
507482535,3143096086,Directed,26317,,1
507482535,3389486200,Directed,26318,,2
507482535,3395795027,Directed,26319,,1
507482535,4048650860,Directed,26320,,1
507482535,1267475661280677888,Directed,26321,,1
507482535,1379360130131693569,Directed,26322,,1
507482535,1464147760148811777,Directed,26323,,1
507482535,725445697382809600,Directed,26324,,9
507482535,1378984636546682882,Directed,26325,,5
507482535,1070257033847472128,Directed,26326,,1
507482535,865014834143928322,Directed,26327,,8
507482535,704613732614344704,Directed,26328,,48
507482535,735059281494544384,Directed,26329,,6
507482535,1396730653081804801,Directed,26330,,1
507482535,715553633337737216,Directed,26331,,1
507482535,788781514830049280,Directed,26332,,1
507482535,1088817493320318978,Directed,26333,,1
507482535,1229443529866387456,Directed,26334,,1
507482535,923269061399674880,Directed,26335,,1
507482535,787603018086805504,Directed,26336,,1
507482535,868928393613643776,Directed,26337,,1
507482535,804632977519112192,Directed,26338,,3
507482535,848222675227070464,Directed,26339,,1
507482535,4897204209,Directed,26340,,1
507482535,859741324060360704,Directed,26341,,1
507482535,744635256574218240,Directed,26342,,1
507656919,33832669,Directed,26344,,1
507656919,351699614,Directed,26345,,1
507656919,507656919,Directed,26346,,1
507687735,1222588086,Directed,26347,,1
507687735,2422171706,Directed,26348,,1
508573682,157925546,Directed,26350,,1
508573682,2427646370,Directed,26351,,1
509121249,50626996,Directed,26359,,1
509121249,152017988,Directed,26360,,1
509121249,182928017,Directed,26361,,1
509121249,253865251,Directed,26362,,1
509121249,331064775,Directed,26363,,3
509707495,41371853,Directed,26366,,1
509707495,94265190,Directed,26367,,1
509707495,272280643,Directed,26368,,1
510071832,8087392,Directed,26370,,1
510071832,144804999,Directed,26371,,3
510071832,867527137,Directed,26372,,1
510071832,2857319315,Directed,26373,,3
510335664,297336996,Directed,26374,,1
510335664,510335664,Directed,26375,,1
510370731,115416310,Directed,26376,,1
510370731,492447179,Directed,26377,,1
510370731,506069531,Directed,26378,,1
510370731,1125796202,Directed,26379,,1
510496086,8087392,Directed,26380,,2
510496086,121398330,Directed,26381,,1
510496086,144804999,Directed,26382,,1
510496086,867527137,Directed,26384,,1
510496086,1830717019,Directed,26385,,1
510496086,2857319315,Directed,26386,,1
510764402,70695732,Directed,26389,,1
510764402,553129577,Directed,26390,,2
510764402,1434359630,Directed,26391,,8
510764402,2422171706,Directed,26392,,13
510764402,3153574948,Directed,26393,,1
510764402,940970240279801861,Directed,26394,,3
510764402,708324971475542016,Directed,26395,,1
510764402,733704319833346050,Directed,26396,,1
510764402,876432438175596548,Directed,26397,,1
512312001,11332442,Directed,26406,,1
512312001,331064775,Directed,26407,,1
513325480,73024871,Directed,26411,,1
513325480,4048650860,Directed,26412,,1
513325480,751092352320667649,Directed,26413,,1
514185205,144804999,Directed,26418,,1
514185205,294731021,Directed,26419,,1
514185205,2857319315,Directed,26420,,2
514185205,2881373775,Directed,26421,,1
514578189,56957909,Directed,26423,,1
514578189,108440425,Directed,26424,,1
514578189,385931079,Directed,26425,,1
514578189,855336729850421248,Directed,26426,,1
514578189,1153228268532830211,Directed,26427,,2
515787374,20785197,Directed,26433,,1
515787374,1243236136765489152,Directed,26434,,1
516158050,9751592,Directed,26437,,1
516158050,35403297,Directed,26438,,1
516158050,37283473,Directed,26439,,1
516158050,58555535,Directed,26440,,1
516158050,89258666,Directed,26441,,2
516158050,118224151,Directed,26442,,1
516158050,223235151,Directed,26443,,1
516158050,516158050,Directed,26444,,4
516158050,1244112038,Directed,26445,,1
516158050,2188868180,Directed,26446,,1
516674922,9751592,Directed,26451,,1
516674922,12725692,Directed,26452,,1
516674922,20953990,Directed,26453,,1
516674922,89258666,Directed,26454,,1
516674922,303980445,Directed,26455,,1
516674922,516158050,Directed,26456,,1
516674922,557818609,Directed,26457,,1
517013007,93655583,Directed,26459,,2
517013007,1109155467484450817,Directed,26460,,3
517013007,988100900920156160,Directed,26461,,2
517513481,5695032,Directed,26465,,1
517513481,564788462,Directed,26466,,1
517513481,2673181909,Directed,26467,,1
517513481,3585759137,Directed,26468,,1
517513481,831973105904078849,Directed,26469,,1
523048819,8087392,Directed,26496,,1
523048819,144804999,Directed,26497,,1
523048819,294731021,Directed,26498,,1
523048819,2857319315,Directed,26499,,1
523048819,2881373775,Directed,26500,,1
523402470,66571267,Directed,26504,,1
523402470,712595004,Directed,26505,,3
523402470,2155104415,Directed,26506,,3
523402470,2613829772,Directed,26507,,1
525338716,20521678,Directed,26522,,1
525338716,331064775,Directed,26523,,1
525338716,561850028,Directed,26524,,1
525338716,1370244144816349187,Directed,26525,,1
525549634,823905,Directed,26529,,1
525549634,8097602,Directed,26530,,1
525549634,32136778,Directed,26533,,1
525549634,33832669,Directed,26534,,1
525549634,74683881,Directed,26536,,5
525549634,85343435,Directed,26537,,1
525549634,90549534,Directed,26538,,1
525549634,103939677,Directed,26539,,1
525549634,105876020,Directed,26540,,1
525549634,121398330,Directed,26541,,3
525549634,144804999,Directed,26542,,1
525549634,215205937,Directed,26543,,1
525549634,284642077,Directed,26544,,1
525549634,304338078,Directed,26545,,1
525549634,352053266,Directed,26546,,1
525549634,484756923,Directed,26547,,1
525549634,507482535,Directed,26548,,1
525549634,525549634,Directed,26549,,1
525549634,970731607,Directed,26551,,1
525549634,1172871680,Directed,26552,,1
525549634,1417666956,Directed,26553,,1
525549634,1461763134,Directed,26554,,1
525549634,1488375698,Directed,26555,,10
525549634,1588154118,Directed,26556,,8
525549634,1622519646,Directed,26557,,1
525549634,1830717019,Directed,26558,,1
525549634,2196019344,Directed,26559,,1
525549634,2827395683,Directed,26560,,1
525549634,2857319315,Directed,26561,,2
525549634,2867900419,Directed,26562,,1
525549634,2903895297,Directed,26563,,1
525549634,3341067341,Directed,26564,,1
525549634,3759433037,Directed,26565,,1
525549634,3957672539,Directed,26566,,1
525549634,4048650860,Directed,26567,,2
525549634,715553633337737216,Directed,26568,,1
525549634,704613732614344704,Directed,26569,,1
525549634,719816239124783105,Directed,26570,,2
525549634,865130942381338625,Directed,26571,,1
525549634,940970240279801861,Directed,26573,,3
525549634,1001450135166111744,Directed,26574,,2
525549634,804632977519112192,Directed,26575,,3
529039861,125391822,Directed,26592,,1
529039861,488951611,Directed,26593,,3
529039861,491200214,Directed,26594,,1
529039861,529039861,Directed,26595,,2
529039861,957509173,Directed,26596,,1
529039861,2589447139,Directed,26598,,1
529267604,115416310,Directed,26600,,2
529267604,331064775,Directed,26601,,1
531033226,5493242,Directed,26604,,1
531033226,17152842,Directed,26605,,3
531033226,1488375698,Directed,26607,,2
531033226,2266466816,Directed,26608,,2
531146065,19002571,Directed,26609,,1
531790026,17508247,Directed,26613,,1
531790026,824298069755883525,Directed,26615,,2
532155074,80871603,Directed,26620,,1
532155074,507482535,Directed,26621,,1
532155074,607602141,Directed,26622,,1
532155074,2507298325,Directed,26623,,1
532449573,95654761,Directed,26627,,1
532449573,155613307,Directed,26628,,1
532449573,331064775,Directed,26629,,2
532449573,414496177,Directed,26630,,1
532449573,561850028,Directed,26631,,1
532449573,1222588086,Directed,26632,,1
532449573,1434359630,Directed,26633,,1
532449573,1127110122944245760,Directed,26634,,1
532990484,17168087,Directed,26635,,1
532990484,25710548,Directed,26636,,1
532990484,33832669,Directed,26637,,4
532990484,1483166647,Directed,26638,,1
532990484,2957474806,Directed,26639,,1
532990484,1239205478774816775,Directed,26640,,1
532990484,848222675227070464,Directed,26641,,1
533125840,280561320,Directed,26642,,4
533125840,2857319315,Directed,26643,,1
533163305,91927275,Directed,26644,,1
533163305,331064775,Directed,26645,,2
533163305,434968866,Directed,26646,,2
533163305,1170404948,Directed,26647,,10
533163305,1392309512409812992,Directed,26648,,1
533163305,735929506897235968,Directed,26649,,1
533163305,4327889474,Directed,26650,,1
533163305,940970240279801861,Directed,26651,,1
533198978,91927275,Directed,26652,,3
533198978,95654761,Directed,26653,,1
533537289,118224151,Directed,26657,,1
533537289,195150298,Directed,26658,,1
533537289,238253188,Directed,26659,,1
533537289,331064775,Directed,26660,,1
533537289,607602141,Directed,26661,,1
534159296,15468474,Directed,26662,,1
534159296,30697822,Directed,26663,,1
534159296,267110606,Directed,26664,,1
534159296,347221031,Directed,26665,,1
534159296,406235608,Directed,26666,,1
534159296,1353711333951344640,Directed,26667,,4
534159296,1184473847682211841,Directed,26668,,1
535591380,157809660,Directed,26674,,1
535591380,564788462,Directed,26675,,4
535591380,600815587,Directed,26676,,1
537589531,196124212,Directed,26697,,1
537589531,297336996,Directed,26698,,1
537589531,385843469,Directed,26699,,1
537589531,889240064,Directed,26700,,1
537589531,957509173,Directed,26701,,1
537589531,3067706337,Directed,26702,,2
538097725,15468474,Directed,26706,,1
538097725,437837999,Directed,26707,,1
538097725,1434359630,Directed,26708,,1
538097725,2375696683,Directed,26709,,3
538097725,4898171715,Directed,26710,,1
540098505,18059285,Directed,26720,,2
540098505,64374288,Directed,26721,,1
540098505,93735450,Directed,26722,,1
540098505,105876020,Directed,26723,,2
540098505,117034312,Directed,26724,,1
540098505,120095188,Directed,26725,,1
540098505,125391822,Directed,26726,,1
540098505,183969483,Directed,26727,,1
540098505,245917381,Directed,26728,,1
540098505,304316780,Directed,26729,,1
540098505,315146860,Directed,26730,,1
540098505,404442001,Directed,26731,,1
540098505,407308942,Directed,26732,,1
540098505,455605329,Directed,26733,,1
540098505,474887690,Directed,26734,,1
540098505,488951611,Directed,26735,,2
540098505,507482535,Directed,26736,,1
540098505,540098505,Directed,26737,,4
540098505,561850028,Directed,26738,,1
540098505,590391131,Directed,26739,,1
540098505,636126399,Directed,26740,,1
540098505,815119620,Directed,26741,,1
540098505,868601726,Directed,26742,,1
540098505,970731607,Directed,26743,,3
540098505,1139983052,Directed,26744,,2
540098505,1203827234,Directed,26745,,1
540098505,1434359630,Directed,26746,,2
540098505,1462609603,Directed,26747,,2
540098505,1488375698,Directed,26748,,1
540098505,2340735822,Directed,26749,,1
540098505,2375696683,Directed,26750,,2
540098505,2422171706,Directed,26751,,1
540098505,2857319315,Directed,26752,,1
540098505,3068624261,Directed,26753,,2
540098505,725445697382809600,Directed,26754,,4
540098505,940970240279801861,Directed,26755,,1
540098505,704613732614344704,Directed,26756,,2
540098505,4897204209,Directed,26757,,1
540098505,859741324060360704,Directed,26758,,1
540830530,331195870,Directed,26770,,4
540830530,471926670,Directed,26771,,1
540830530,1434359630,Directed,26772,,2
540830530,2422171706,Directed,26773,,1
541058739,195811909,Directed,26775,,1
541058739,494325431,Directed,26777,,1
541759325,7996082,Directed,26786,,1
541759325,18981239,Directed,26787,,1
541759325,103939677,Directed,26789,,8
541759325,274909232,Directed,26791,,1
541759325,541759325,Directed,26792,,2
